 	sdm0
334 	0.00718834062395353
335 	0.00737143673098556
336 	0.00777522759302594
337 	0.00779515145899924
338 	0.00749749010566662
339 	0.00728511204406553
340 	0.00716560430799787
341 	0.00714362937848792
342 	0.00722007785898343
343 	0.00728881552504643
344 	0.00719654825767863
345 	0.0072440809202158
346 	0.00742873047153885
347 	0.00774069059874524
348 	0.00816538253597673
349 	0.00868628686256461
350 	0.00818858539015653
351 	0.00779169607735678
352 	0.00756437075268451
353 	0.00752199854150481
354 	0.00766764626759032
355 	0.00799103976736086
356 	0.00755379630952413
357 	0.00694553340153472
358 	0.00674455870021921
359 	0.00698611137703838
360 	0.00762826812368848
361 	0.00858156391598831
362 	0.00898286981968675
363 	0.00842638574862285
364 	0.00840829668065207
365 	0.00893187433035474
366 	0.00991164742788758
367 	0.0112288280828574
368 	0.0125648252967695
369 	0.0114511658147147
370 	0.010428852401154
371 	0.00952733574538216
372 	0.00878388812068054
373 	0.00824139883389003
374 	0.00794115980654403
375 	0.00783915311822474
376 	0.00784335986853168
377 	0.00795459626303429
378 	0.00816849096545559
379 	0.00847727685414632
380 	0.00887105046402201
381 	0.00865658410188989
382 	0.00787274213741953
383 	0.00717543230437249
384 	0.00659217174306666
385 	0.00615546646231329
386 	0.00589796117233438
387 	0.00579561520160239
388 	0.00577758174332827
389 	0.0060002642088709
390 	0.00643873550406409
391 	0.00705286351391796
392 	0.00780127407160116
393 	0.00864917886704508
394 	0.00880475412000895
395 	0.00912455422598347
396 	0.00960658550578075
397 	0.0102279362964728
398 	0.0109649476623193
399 	0.0117959600769908
400 	0.0108606771645407
401 	0.00932935389879827
402 	0.00798114216704505
403 	0.00692384769019814
404 	0.0063055494454056
405 	0.00625775448581703
406 	0.00615340223440683
407 	0.005656870538388
408 	0.00547524823713
409 	0.00563904566116841
410 	0.00612059330618555
411 	0.00685323446345872
412 	0.00745378003605851
413 	0.0070883774838197
414 	0.00686726557466773
415 	0.00680452497869084
416 	0.0069044743819465
417 	0.00716030414081694
418 	0.00755619791163265
419 	0.00725032334997336
420 	0.00705592195799312
421 	0.00700145317502412
422 	0.00709014275832769
423 	0.00731678672584647
424 	0.0076691640702377
425 	0.00745391149200279
426 	0.00709281722551277
427 	0.00683037303279179
428 	0.00667821946691538
429 	0.00664393818741
430 	0.00672933086841491
431 	0.00665499773029188
432 	0.00644942629378118
433 	0.00638971394788396
434 	0.00647989423067929
435 	0.0067139298651341
436 	0.0070775645044909
437 	0.00744996933180319
438 	0.00771773694177759
439 	0.00814180326735651
440 	0.00869934100207505
441 	0.0093665459898844
442 	0.0101217543032344
443 	0.0108043249176588
444 	0.00975818513777431
445 	0.0088952727799292
446 	0.00827312147047009
447 	0.00794846905325113
448 	0.00795781013252782
449 	0.0083000171270768
450 	0.00730037769495469
451 	0.00615608975466586
452 	0.00519179901680074
453 	0.00452410459417611
454 	0.00429367873880648
455 	0.00456719183196341
456 	0.00482020759184684
457 	0.00500751770278635
458 	0.00531216855517545
459 	0.00571542691958583
460 	0.00619807582135885
461 	0.00674308918828421
462 	0.00705152864440494
463 	0.00714661577537874
464 	0.00739757045809573
465 	0.00778934215114849
466 	0.00830201929872461
467 	0.0089147668813437
468 	0.00930322896182401
469 	0.00890991932770215
470 	0.00861463897957483
471 	0.00842769814853799
472 	0.00835637100837091
473 	0.0084036019532355
474 	0.00853437511282033
475 	0.0083417614347035
476 	0.0082346328903362
477 	0.00821633395022545
478 	0.00828745305039906
479 	0.0084457316013138
480 	0.00868640640531013
481 	0.00801378903215443
482 	0.00736723836362688
483 	0.0069127956615855
484 	0.00668972666922181
485 	0.00672110840982962
486 	0.00700352125021335
487 	0.00679506396868002
488 	0.00646567250625256
489 	0.0063141307600454
490 	0.0063531781990573
491 	0.00657942238195626
492 	0.0069746701863659
493 	0.00683223901797135
494 	0.00624221716123468
495 	0.00579610805246209
496 	0.00552885796544816
497 	0.00546676143862741
498 	0.00561662703320313
499 	0.0057418777061733
500 	0.00572194691192568
501 	0.00592621993673097
502 	0.00633303864029625
503 	0.00690670424340212
504 	0.00760957541506347
505 	0.00807777860699134
506 	0.007504579629774
507 	0.00706412979316983
508 	0.00678234105371878
509 	0.00667932457081161
510 	0.00676325434939535
511 	0.00699596925744066
512 	0.00693982971049487
513 	0.00693350040514447
514 	0.00697711689908291
515 	0.00706975483851149
516 	0.0072095247851508
517 	0.00739375430188272
518 	0.00697722040122204
519 	0.00657663467586551
520 	0.00625525452062954
521 	0.00602576641610074
522 	0.00589890489925468
523 	0.00588131477179941
524 	0.005939965799752
525 	0.00620324183114305
526 	0.00666658143201558
527 	0.00729194692961893
528 	0.00804162641010481
529 	0.00888420530355099
530 	0.00860660703098707
531 	0.00777690446573307
532 	0.00704399877912543
533 	0.00644101791484708
534 	0.00600721416351375
535 	0.00578080007275276
536 	0.00573190812568663
537 	0.00575648261346712
538 	0.0058661390821224
539 	0.00605625773198897
540 	0.00631958084334446
541 	0.00664741458679042
542 	0.00689590787643343
543 	0.0070281200371463
544 	0.00724615391303088
545 	0.00754257060057398
546 	0.00790856152890447
547 	0.00833496665301113
548 	0.00852896945645968
549 	0.00811553797624488
550 	0.0078024090414523
551 	0.00760198728017969
552 	0.00752328571287201
553 	0.00757010163594965
554 	0.00755655231982897
555 	0.00690239406989964
556 	0.00648114882017578
557 	0.00633941806174299
558 	0.0064955244509622
559 	0.00692936790939473
560 	0.00750822540955831
561 	0.00728581509048579
562 	0.0071638066229662
563 	0.00714734357620011
564 	0.00723714626961028
565 	0.00742936222873198
566 	0.00771634182693946
567 	0.00752512335731318
568 	0.00736292935133473
569 	0.00723929963843546
570 	0.00715623318581056
571 	0.00711515081334755
572 	0.00711677963098504
573 	0.00706499349176457
574 	0.00719858219860955
575 	0.00752579903135581
576 	0.00802298754887035
577 	0.00866092489963148
578 	0.00941103202542312
579 	0.00913073291527124
580 	0.00864323449250794
581 	0.00820836508820841
582 	0.0078348930022392
583 	0.0075319569368215
584 	0.0073083334793993
585 	0.00677289132380932
586 	0.00618519555831182
587 	0.00571272128289737
588 	0.00538587764144864
589 	0.00523202873007439
590 	0.00526635779709952
591 	0.0051253370768677
592 	0.00509491608253034
593 	0.00537895784489046
594 	0.0059324643259578
595 	0.00668887182811766
596 	0.00758774060967961
597 	0.00761529798867841
598 	0.00718928138992368
599 	0.00701272049848106
600 	0.00710423881322342
601 	0.00745396859934249
602 	0.00802823549005867
603 	0.00812623121849249
604 	0.00777760695881484
605 	0.007533082552299
606 	0.00740298061717317
607 	0.00739334415817869
608 	0.00750463724698613
609 	0.00758055914257039
610 	0.00765115503240071
611 	0.00788271071018711
612 	0.00826170329568976
613 	0.0087690371732801
614 	0.00938391938059839
615 	0.00941465729659177
616 	0.00881942387707262
617 	0.00853555831275364
618 	0.00859397036142704
619 	0.00898798921402803
620 	0.00967670534456906
621 	0.00984905840679036
622 	0.00909671389452228
623 	0.00856034293347461
624 	0.00828201387828164
625 	0.00828776519351734
626 	0.00857702542885191
627 	0.00873292907791045
628 	0.00839834430065671
629 	0.00822195170073175
630 	0.00821394902651533
631 	0.00837481901389231
632 	0.00869519375775756
633 	0.00890732581714729
634 	0.00881475091639417
635 	0.00892307059301657
636 	0.00922521102644674
637 	0.00970308315648301
638 	0.0103323328239757
639 	0.010747502832606
640 	0.0105335457794609
641 	0.0103908108081156
642 	0.0103222528947431
643 	0.0103293491279431
644 	0.0104119448232199
645 	0.0102917680469774
646 	0.0097461211907443
647 	0.00949345525803569
648 	0.00955703578248696
649 	0.00993079044683287
650 	0.0105819039208376
651 	0.0108072897456758
652 	0.00965280354079176
653 	0.00865836881434413
654 	0.0078847773989659
655 	0.00740160175335256
656 	0.00726700297076945
657 	0.00720369461577757
658 	0.00671692102972825
659 	0.00649509762165075
660 	0.00656513603079828
661 	0.00691817765628659
662 	0.00751443983660427
663 	0.00788283727164743
664 	0.00741065076486782
665 	0.00705571841499735
666 	0.0068363276859703
667 	0.00676567708315512
668 	0.00684837154675703
669 	0.00682282458225276
670 	0.00648580454972331
671 	0.0064838130341373
672 	0.00681714366091139
673 	0.00744086751345421
674 	0.00828969338633645
675 	0.0085354596334291
676 	0.00736888840513982
677 	0.00639923267051232
678 	0.00572739543647392
679 	0.00546435316122358
680 	0.00566731591900854
681 	0.0058959708973967
682 	0.00562999142184274
683 	0.00553615080579438
684 	0.00562307387701544
685 	0.00588275323769831
686 	0.00629384169107607
687 	0.00641861406401121
688 	0.00608209894762054
689 	0.00600553992969052
690 	0.00619857670906019
691 	0.00663772986205643
692 	0.00727858663187461
693 	0.00768577022455607
694 	0.00767266912986804
695 	0.00776178277729366
696 	0.00794967451290052
697 	0.00822958143005662
698 	0.00859251586210409
699 	0.00851703610085908
700 	0.00797163898031038
701 	0.00758676077440699
702 	0.00738753253734744
703 	0.0073889865245014
704 	0.00759100742028152
705 	0.00751828043305424
706 	0.00717208048296522
707 	0.0070019408637204
708 	0.00702067325010695
709 	0.0072268090836357
710 	0.00760512496930159
711 	0.00751518871234768
712 	0.0070587362488276
713 	0.0067058306152753
714 	0.0064734289069202
715 	0.00637472431929982
716 	0.006415890370255
717 	0.00598549809546807
718 	0.00543640180126186
719 	0.00521518947982955
720 	0.00536259244658188
721 	0.00585081651204339
722 	0.00660470814184189
723 	0.00676814211761485
724 	0.00671648629323535
725 	0.00677601627909651
726 	0.00694387306813135
727 	0.00721249733743003
728 	0.00757117101794215
729 	0.00740317230459852
730 	0.00728861009671767
731 	0.00742962947776853
732 	0.00781240240108199
733 	0.00840396028313368
734 	0.00916395906085887
735 	0.00862620975332079
736 	0.00796500179796212
737 	0.00744223559641001
738 	0.00708860676022337
739 	0.00693005620665346
740 	0.00697989042545422
741 	0.0064219732983229
742 	0.00599407513410936
743 	0.00577904321936362
744 	0.005800599322324
745 	0.00605621768218145
746 	0.00648773719533947
747 	0.00642915291018905
748 	0.00660677888462388
749 	0.00700266336324616
750 	0.00758269793599262
751 	0.0083084034963994
752 	0.00888174043528796
753 	0.0079812235693879
754 	0.00722441755030917
755 	0.00666049179789417
756 	0.00634111629055598
757 	0.00630357227315048
758 	0.00635737989919169
759 	0.00601057517738814
760 	0.00580684893399055
761 	0.00576139921547748
762 	0.00587789869739065
763 	0.00614714657969318
764 	0.00629012549428018
765 	0.00612230345058461
766 	0.00611119117677386
767 	0.00625762358311114
768 	0.00655104460887962
769 	0.00697292300817558
770 	0.0069022655051322
771 	0.00629242540049764
772 	0.00579684056660553
773 	0.00544678790708658
774 	0.00527134055732043
775 	0.00528790684997792
776 	0.00531780520918041
777 	0.0054226761746241
778 	0.00570326437731081
779 	0.00613550937011641
780 	0.00669007988851309
781 	0.00733929871371956
782 	0.00720815596140111
783 	0.00696789159775384
784 	0.00693772056806702
785 	0.00712031406972173
786 	0.00750014870724174
787 	0.00804935036002087
788 	0.00775610805646577
789 	0.00751153723215127
790 	0.0074553527158498
791 	0.00759173825726203
792 	0.00791074007518485
793 	0.00835471745570902
794 	0.00805398489058227
795 	0.00804790746954583
796 	0.00833712959157175
797 	0.00889288581859661
798 	0.00966932674523814
799 	0.0102601995893453
800 	0.00946554067378117
801 	0.00881444045043338
802 	0.00834058728357255
803 	0.00807524411946621
804 	0.00803908418394039
805 	0.00798939950118557
806 	0.00775182049104515
807 	0.00781315497336616
808 	0.0081666708962031
809 	0.00877713447501807
810 	0.00959563019477179
811 	0.00946081945788719
812 	0.00844517208406479
813 	0.00763539669531704
814 	0.00710226430871947
815 	0.00691010552579505
816 	0.00708671171242325
817 	0.00677597591528007
818 	0.00648326586441149
819 	0.00663096603083983
820 	0.00719199362520442
821 	0.00808071294361649
822 	0.00920267127624376
823 	0.00861130929051646
824 	0.00793686882938461
825 	0.00750153673111017
826 	0.0073479348960745
827 	0.0074934083394087
828 	0.00786093060474723
829 	0.00758361314407814
830 	0.00760579694657218
831 	0.00792496729286671
832 	0.00850776507201487
833 	0.00930478516545406
834 	0.00989252621714243
835 	0.00951622049259502
836 	0.00926212041240533
837 	0.00914042346762342
838 	0.00915641045194247
839 	0.00930937205856426
840 	0.00917076711895797
841 	0.00871615397781409
842 	0.0084980996589827
843 	0.00853475497581936
844 	0.00882294589209175
845 	0.00933941609344599
846 	0.00883490260059184
847 	0.00797317739942937
848 	0.00746727627490035
849 	0.0073906342982656
850 	0.00775598729613461
851 	0.0085065742685875
852 	0.00798569322634666
853 	0.00747198786689237
854 	0.00722588304118102
855 	0.00727458902143901
856 	0.00761244913290246
857 	0.00810081302681501
858 	0.0078415282407631
859 	0.00775493896319005
860 	0.00784676437850462
861 	0.00811094715909203
862 	0.00853149085097355
863 	0.00879713859866172
864 	0.00856895376378639
865 	0.00843837623414218
866 	0.00840995375214061
867 	0.00848471299093458
868 	0.00865998214461818
869 	0.00846958942480889
870 	0.00800942892771395
871 	0.00765310949325257
872 	0.00741561491230966
873 	0.00730853819747638
874 	0.00733759109549029
875 	0.00669225024043911
876 	0.00598675193021559
877 	0.00547204508749543
878 	0.00520504078539116
879 	0.00522386017117112
880 	0.0054769123824821
881 	0.0050907283857088
882 	0.00505237425391864
883 	0.00536930903926955
884 	0.00598535691246783
885 	0.00681993687895967
886 	0.00741466560767912
887 	0.00725454206994124
888 	0.00723808958470541
889 	0.00736627087804406
890 	0.00763180175856559
891 	0.00802105324357066
892 	0.00817981558000733
893 	0.00822705450936997
894 	0.00843173408101615
895 	0.00878285398155997
896 	0.0092637778063514
897 	0.00985552155723399
898 	0.0092999819094496
899 	0.00865037137462723
900 	0.00819247099240083
901 	0.0079594366410674
902 	0.00797101480142158
903 	0.00812547685861568
904 	0.00763254647335337
905 	0.00726983320708809
906 	0.00705744300386791
907 	0.00700905459743247
908 	0.00712800874366158
909 	0.00713342876051494
910 	0.00682381252860589
911 	0.00661293618868769
912 	0.00651040157836914
913 	0.00652132106658514
914 	0.00664513538321249
915 	0.00656985742295943
916 	0.00640838325793879
917 	0.00629855641529431
918 	0.0062431031839991
919 	0.00624347253768878
920 	0.00629965465760529
921 	0.00626935522209279
922 	0.00626346084289452
923 	0.00628519661503596
924 	0.00633427811027759
925 	0.0064100772067519
926 	0.0064355376939555
927 	0.00629145022564906
928 	0.00617712917061048
929 	0.00609424990922461
930 	0.00604410600824068
931 	0.00602751451584381
932 	0.00585006158365435
933 	0.00563706771321212
934 	0.0055534306855999
935 	0.00560494428712905
936 	0.00578800109273596
937 	0.00609075208351471
938 	0.00558644525703319
939 	0.00549683122450844
940 	0.00595804027765342
941 	0.0068598572819015
942 	0.00805564072215741
943 	0.00902697911658316
944 	0.00878845274975931
945 	0.00874989853812077
946 	0.00891391160205195
947 	0.00926974587570323
948 	0.00979652132545886
949 	0.00981466465037331
950 	0.00948057863810824
951 	0.00933669729858359
952 	0.00939176647896225
953 	0.00964237806577282
954 	0.010073948974915
955 	0.00932855178218314
956 	0.00862175624797136
957 	0.00816218802709885
958 	0.00799260759225173
959 	0.00813117881991571
960 	0.0082994724770072
961 	0.00782949573280467
962 	0.00753671142278814
963 	0.00744206223554573
964 	0.00755300054098095
965 	0.00786082690518963
966 	0.00771531562821114
967 	0.00743972657400739
968 	0.00753643179279893
969 	0.00799192800627456
970 	0.00875036335050648
971 	0.00974123404362839
972 	0.00869436964349925
973 	0.00781609154860913
974 	0.00733846668938079
975 	0.00734012821839907
976 	0.00782077066729358
977 	0.00836431711739458
978 	0.00832366679726227
979 	0.00834792442360193
980 	0.00843653012389039
981 	0.00858749229980832
982 	0.00879760152462257
983 	0.00821091063900336
984 	0.00733985242131724
985 	0.00663037433017015
986 	0.00613875753683814
987 	0.00591953330765524
988 	0.00598982589856532
989 	0.00609760848472841
990 	0.00636005123537896
991 	0.00675916279919078
992 	0.00727247683536972
993 	0.00787770045392176
994 	0.00792677382667578
995 	0.00727707483808516
996 	0.00672644697149936
997 	0.00630091701922618
998 	0.00602704052312875
999 	0.00592588182578582
1000 	0.00593338108132607
1001 	0.00602340742544168
1002 	0.00619854612565994
1003 	0.00645186966959514
1004 	0.00677461301458537
1005 	0.00702185266767462
1006 	0.00688687881242565
1007 	0.00679210021746814
1008 	0.00673921298430382
1009 	0.00672920490311246
1010 	0.00676226635861983
1011 	0.00663283956051121
1012 	0.00641453732493203
1013 	0.00621620218075416
1014 	0.00603980148785393
1015 	0.00588730723463242
1016 	0.0057559447696608
1017 	0.00560120978996916
1018 	0.00551767614397265
1019 	0.00550858393300318
1020 	0.0055742974322128
1021 	0.00571223553236955
1022 	0.00576863365447333
1023 	0.00572698809430459
1024 	0.00574723061638186
1025 	0.00582871646387385
1026 	0.00596893794635005
1027 	0.00616388785843054
1028 	0.00597439330189674
1029 	0.00587975541804029
1030 	0.00593352919260726
1031 	0.00613181131774242
1032 	0.00646131161967819
1033 	0.00680311241105436
1034 	0.00702974161565069
1035 	0.00731381176859592
1036 	0.0076489257211954
1037 	0.00802869438255989
1038 	0.00844709707455789
1039 	0.00842597047865022
1040 	0.00840518611689848
1041 	0.00852487354455417
1042 	0.00877928951452761
1043 	0.00915721136304432
1044 	0.00941034417561602
1045 	0.00899170775437516
1046 	0.00865693080370784
1047 	0.00841602669338901
1048 	0.00827719586762583
1049 	0.00824559575299464
1050 	0.00798399188009289
1051 	0.00762813935689384
1052 	0.00732449193125962
1053 	0.00707976993623894
1054 	0.00690024571628787
1055 	0.00674516137673501
1056 	0.00645234885722021
1057 	0.00631047599165335
1058 	0.0063297003401492
1059 	0.00650859456717237
1060 	0.0068346322338847
1061 	0.00665972619224716
1062 	0.00627406724196567
1063 	0.00608966525741317
1064 	0.00612472550630783
1065 	0.00637562847863054
1066 	0.00665381308732076
1067 	0.0056661873784018
1068 	0.00487636036948892
1069 	0.00439236402622639
1070 	0.00431828591740481
1071 	0.00467365863428525
1072 	0.0048597841542946
1073 	0.00502221204480878
1074 	0.00549932400721258
1075 	0.00621911200784967
1076 	0.00710823344528358
1077 	0.00796732142247271
1078 	0.00736052281449742
1079 	0.00702574839101893
1080 	0.00700212422786806
1081 	0.00729267480753887
1082 	0.00786264757520971
1083 	0.00786057052175848
1084 	0.00761257555312429
1085 	0.00775659091894592
1086 	0.00827216763146666
1087 	0.00909634379680412
1088 	0.0100242186509766
1089 	0.00980296592275688
1090 	0.00986017988526164
1091 	0.0101911716217295
1092 	0.0107707305158104
1093 	0.0115615361363322
1094 	0.0113790659903836
1095 	0.0106623948202582
1096 	0.0102370730857399
1097 	0.0101398298305563
1098 	0.0103798898930888
1099 	0.0107159428337823
1100 	0.00965024129420524
1101 	0.0087580799494359
1102 	0.00809702741195013
1103 	0.00772663073815918
1104 	0.00768900990782912
1105 	0.00725184480000332
1106 	0.00662417430632322
1107 	0.00622928617095723
1108 	0.00611246397786636
1109 	0.00628922207301169
1110 	0.00654446589823111
1111 	0.00619187734611506
1112 	0.00612027225235629
1113 	0.0063391794432717
1114 	0.00682068440718682
1115 	0.00751447614596592
1116 	0.00723538388050468
1117 	0.0067326349233103
1118 	0.00648798607306953
1119 	0.00653050922360322
1120 	0.0068548621661012
1121 	0.0071929693378924
1122 	0.00708641744267781
1123 	0.00711914682742369
1124 	0.00728928158541333
1125 	0.0075875843069435
1126 	0.00799973001425706
1127 	0.00758922875149866
1128 	0.00714882160600288
1129 	0.00689910233697233
1130 	0.00686092421961242
1131 	0.00703773078685135
1132 	0.00706981718688939
1133 	0.00678308985515755
1134 	0.00673105556350149
1135 	0.00691901135303634
1136 	0.00732851521773992
1137 	0.00792529876903979
1138 	0.00746425115732004
1139 	0.00710459628782221
1140 	0.00690812008064692
1141 	0.00688879882466122
1142 	0.00704808959981264
1143 	0.00696570093819358
1144 	0.00674338235010633
1145 	0.00674722348495927
1146 	0.00697685081316293
1147 	0.00741130710867958
1148 	0.00780172339973552
1149 	0.00691652684103115
1150 	0.00620903196842593
1151 	0.0057452668634863
1152 	0.00558626741088533
1153 	0.00575733920701854
1154 	0.00530491431886544
1155 	0.00477216494922063
1156 	0.00458949253642394
1157 	0.00479705808266555
1158 	0.00534962912941612
1159 	0.00569634742351261
1160 	0.00536087819315359
1161 	0.00536174074682746
1162 	0.00569878236752724
1163 	0.00631843215604774
1164 	0.00714756302180023
1165 	0.00678510572688147
1166 	0.00644804314000364
1167 	0.00624950696226388
1168 	0.00620281311447232
1169 	0.00631133267388142
1170 	0.00628571763508074
1171 	0.00610333025505076
1172 	0.00597917920996245
1173 	0.00591693143917121
1174 	0.0059185404531214
1175 	0.00598574833660114
1176 	0.00614638933856847
1177 	0.00640113675729058
1178 	0.00673932732562593
1179 	0.00714912896445739
1180 	0.00761899522450844
1181 	0.00747535646610124
1182 	0.00721940437725982
1183 	0.00702074079099853
1184 	0.00688432708194918
1185 	0.00681390298676191
1186 	0.00683551900375313
1187 	0.00691268766858631
1188 	0.0069977394844605
1189 	0.00709039077325977
1190 	0.00719034777176141
1191 	0.00725114828331901
1192 	0.00686592131203477
1193 	0.00659223637011085
1194 	0.00644432045414856
1195 	0.00643085785351291
1196 	0.00655267733132085
1197 	0.00661060815099899
1198 	0.00687962468652114
1199 	0.00741962330402312
1200 	0.00817709377252638
1201 	0.00909787852197706
1202 	0.0095117557294413
1203 	0.00923440085950147
1204 	0.00931083284291166
1205 	0.00973272027958279
1206 	0.0104583395751831
1207 	0.0112770145107924
1208 	0.00997756713937218
1209 	0.00882377213686622
1210 	0.00787987197767795
1211 	0.00722856341221768
1212 	0.00695256748136331
1213 	0.00677833185490193
1214 	0.0067686151244416
1215 	0.00701357414424973
1216 	0.00748825730443236
1217 	0.0081526361530678
1218 	0.00838130128436648
1219 	0.00792503586130608
1220 	0.00760856613198824
1221 	0.00744972930816123
1222 	0.00745860294848178
1223 	0.00755820494391965
1224 	0.00721569319333115
1225 	0.0070898194251323
1226 	0.00719196743849587
1227 	0.00751284212042887
1228 	0.00802625334457485
1229 	0.00740210559324228
1230 	0.00668962222029837
1231 	0.00628237670908483
1232 	0.00624041682959833
1233 	0.00657074430541605
1234 	0.00655737763727945
1235 	0.00611412236038139
1236 	0.00588877943308227
1237 	0.00590634357273801
1238 	0.00616473890776473
1239 	0.00634526892784637
1240 	0.00594598746632223
1241 	0.00620509937166681
1242 	0.00705038378774438
1243 	0.0083047412347615
1244 	0.00981252793513667
1245 	0.00906521652244302
1246 	0.00840549868731655
1247 	0.00804604129396328
1248 	0.00802728270112745
1249 	0.00835151898527768
1250 	0.00842282157583248
1251 	0.0083784469570628
1252 	0.00847516201865404
1253 	0.00870826715188921
1254 	0.00906724931007329
1255 	0.00890205476054253
1256 	0.00793728090687167
1257 	0.00718896304091273
1258 	0.00672970008148628
1259 	0.0066199281675885
1260 	0.00673674427878643
1261 	0.00640049470355011
1262 	0.0064938550008765
1263 	0.00699965602329634
1264 	0.0078384582327364
1265 	0.00891677530489928
1266 	0.00842600838812056
1267 	0.00794354919396598
1268 	0.00772069987466223
1269 	0.00777980177315805
1270 	0.00811469660689967
1271 	0.00792961049230743
1272 	0.00744544467261977
1273 	0.00706546697219506
1274 	0.00680714727665879
1275 	0.00668460454371641
1276 	0.00657350184456099
1277 	0.00649513021160457
1278 	0.00667089665807525
1279 	0.00708190396514313
1280 	0.0076905280125665
1281 	0.00825448032089036
1282 	0.00806324941801276
1283 	0.00798781488896224
1284 	0.00803144021565854
1285 	0.00819222356196379
1286 	0.00846349050657108
1287 	0.00795360785966118
1288 	0.00755202916934189
1289 	0.00731330255520298
1290 	0.0072535251466654
1291 	0.00737704838961337
1292 	0.00701388727562023
1293 	0.00658282978962709
1294 	0.00632499639422278
1295 	0.00626182152079533
1296 	0.0063990730698512
1297 	0.00633614946329212
1298 	0.00624127232246338
1299 	0.00647450019281016
1300 	0.00700312841891615
1301 	0.00776707441180682
1302 	0.00809654816011939
1303 	0.00748855343603108
1304 	0.00713628350485762
1305 	0.00707802382034441
1306 	0.00732079704562779
1307 	0.00766920622047993
1308 	0.00740875720129613
1309 	0.00745395735785658
1310 	0.00779949454305914
1311 	0.00840842361986788
1312 	0.00922875388254411
1313 	0.00850521231387548
1314 	0.00793187337854982
1315 	0.00759013262281189
1316 	0.0075116662811707
1317 	0.00770452247428472
1318 	0.00703651741634716
1319 	0.00628417470757605
1320 	0.00578140978317293
1321 	0.0055959020119588
1322 	0.00575839495821265
1323 	0.00596942654532016
1324 	0.00624019684265135
1325 	0.00668646140342168
1326 	0.00727600038985765
1327 	0.00797711121624356
1328 	0.0085382716973875
1329 	0.00913469293244381
1330 	0.0100303803311369
1331 	0.0111534670587252
1332 	0.0124425282197175
1333 	0.0128568567874233
1334 	0.0113711013248446
1335 	0.0101319690574691
1336 	0.0092392273149436
1337 	0.0087989498536444
1338 	0.00869032239657124
1339 	0.00814937145874802
