 	avma10
339 	0.109490848821497
340 	0.108990993651861
341 	0.108491138482225
342 	0.107991283312589
343 	0.105779789253936
344 	0.0988932218118507
345 	0.0920066543697651
346 	0.0851200869276795
347 	0.078233519485594
348 	0.0713469520435084
349 	0.0644603846014228
350 	0.0614755753045637
351 	0.0586491099907053
352 	0.055822644676847
353 	0.0529961793629887
354 	0.0501697140491304
355 	0.0473432487352721
356 	0.0453063367580194
357 	0.043674354555516
358 	0.0420423723530127
359 	0.0404103901505094
360 	0.038778407948006
361 	0.0371464257455027
362 	0.0341658587693334
363 	0.0288492187152838
364 	0.0235325786612342
365 	0.0182159386071845
366 	0.0128992985531349
367 	0.00758265849908527
368 	0.00314297718385292
369 	0.00921541165989816
370 	0.0152878461359434
371 	0.0213602806119886
372 	0.0274327150880339
373 	0.0335051495640791
374 	0.0395775840401243
375 	0.048311230579215
376 	0.0577311016125499
377 	0.0671509726458848
378 	0.0765708436792198
379 	0.0859907147125548
380 	0.0954105857458897
381 	0.0978428273053755
382 	0.093746974017919
383 	0.0896511207304625
384 	0.085555267443006
385 	0.0814594141555495
386 	0.077363560868093
387 	0.0739311793575955
388 	0.0725323658138749
389 	0.0711335522701543
390 	0.0697347387264337
391 	0.0683359251827131
392 	0.0669371116389925
393 	0.0655382980952719
394 	0.071830871893682
395 	0.0782724124194116
396 	0.0847139529451413
397 	0.091155493470871
398 	0.0975970339966007
399 	0.10403857452233
400 	0.102684388757828
401 	0.098328524449441
402 	0.0939726601410539
403 	0.0896167958326669
404 	0.0852609315242798
405 	0.0809050672158927
406 	0.0763675626261554
407 	0.0716235780584729
408 	0.0668795934907904
409 	0.0621356089231078
410 	0.0573916243554253
411 	0.0526476397877428
412 	0.0490593515474388
413 	0.0495447621262651
414 	0.0500301727050914
415 	0.0505155832839178
416 	0.0510009938627441
417 	0.0514864044415704
418 	0.0519718150203967
419 	0.0524311144164215
420 	0.0528898537155732
421 	0.0533485930147248
422 	0.0538073323138764
423 	0.054266071613028
424 	0.0547248109121797
425 	0.0569145906998924
426 	0.0597031287723429
427 	0.0624916668447935
428 	0.0652802049172441
429 	0.0680687429896946
430 	0.0708572810621452
431 	0.0765536779568199
432 	0.0850105568133334
433 	0.0934674356698469
434 	0.10192431452636
435 	0.110381193382874
436 	0.118838072239387
437 	0.125876908841732
438 	0.129443986821801
439 	0.13301106480187
440 	0.136578142781939
441 	0.140145220762008
442 	0.143712298742076
443 	0.146549168855138
444 	0.139974470904547
445 	0.133399772953956
446 	0.126825075003366
447 	0.120250377052775
448 	0.113675679102184
449 	0.107100981151593
450 	0.102131585978379
451 	0.0974235191642713
452 	0.0927154523501641
453 	0.0880073855360569
454 	0.0832993187219497
455 	0.0785912519078425
456 	0.0728588236198322
457 	0.066584454857861
458 	0.0603100860958897
459 	0.0540357173339185
460 	0.0477613485719473
461 	0.0414869798099761
462 	0.0368219154111105
463 	0.0340922699158919
464 	0.0313626244206733
465 	0.0286329789254546
466 	0.025903333430236
467 	0.0231736879350174
468 	0.0229616671486766
469 	0.0298780933349811
470 	0.0367945195212857
471 	0.0437109457075903
472 	0.0506273718938949
473 	0.0575437980801995
474 	0.0643126381169169
475 	0.069207336226684
476 	0.0741020343364511
477 	0.0789967324462183
478 	0.0838914305559854
479 	0.0887861286657525
480 	0.0936808267755196
481 	0.0932391852031587
482 	0.0921447254205263
483 	0.0910502656378939
484 	0.0899558058552614
485 	0.088861346072629
486 	0.0877668862899966
487 	0.0861487891541836
488 	0.0843219694370327
489 	0.0824951497198819
490 	0.0806683300027311
491 	0.0788415102855802
492 	0.0770146905684294
493 	0.0749031926068744
494 	0.0725549841637085
495 	0.0702067757205427
496 	0.0678585672773769
497 	0.065510358834211
498 	0.0631621503910452
499 	0.0625891591863701
500 	0.0648881162889913
501 	0.0671870733916126
502 	0.0694860304942339
503 	0.0717849875968552
504 	0.0740839446994765
505 	0.0761957427997785
506 	0.0776628821143142
507 	0.0791300214288499
508 	0.0805971607433855
509 	0.0820643000579212
510 	0.0835314393724569
511 	0.0846863067554915
512 	0.0819335551037964
513 	0.0791808034521014
514 	0.0764280518004063
515 	0.0736753001487113
516 	0.0709225484970162
517 	0.0681697968453212
518 	0.0669537238128263
519 	0.0658568758456142
520 	0.0647600278784021
521 	0.0636631799111899
522 	0.0625663319439778
523 	0.0614694839767657
524 	0.0608893899048778
525 	0.0604474898404848
526 	0.0600055897760917
527 	0.0595636897116986
528 	0.0591217896473055
529 	0.0586798895829125
530 	0.0578206019579952
531 	0.0567424403684128
532 	0.0556642787788303
533 	0.0545861171892479
534 	0.0535079555996655
535 	0.052429794010083
536 	0.0510525596513903
537 	0.0494090431107487
538 	0.0477655265701071
539 	0.0461220100294655
540 	0.0444784934888239
541 	0.0428349769481823
542 	0.0427306289028865
543 	0.0448503605171247
544 	0.0469700921313629
545 	0.0490898237456011
546 	0.0512095553598393
547 	0.0533292869740775
548 	0.0553833824212405
549 	0.0572798617665152
550 	0.05917634111179
551 	0.0610728204570648
552 	0.0629692998023396
553 	0.0648657791476144
554 	0.0662960224071635
555 	0.065685856130258
556 	0.0650756898533525
557 	0.064465523576447
558 	0.0638553572995415
559 	0.063245191022636
560 	0.0627572112905906
561 	0.0636191720601927
562 	0.0644811328297948
563 	0.0653430935993969
564 	0.066205054368999
565 	0.0670670151386011
566 	0.0679289759082032
567 	0.0661247915264593
568 	0.0642854907445456
569 	0.062446189962632
570 	0.0606068891807183
571 	0.0587675883988047
572 	0.056928287616891
573 	0.0571007264937623
574 	0.0575016703207406
575 	0.0579026141477188
576 	0.058303557974697
577 	0.0587045018016753
578 	0.0591054456286535
579 	0.0575428894759793
580 	0.0555316711657922
581 	0.0535204528556051
582 	0.051509234545418
583 	0.0494980162352309
584 	0.0474867979250438
585 	0.0450203721461215
586 	0.0423915046246248
587 	0.039762637103128
588 	0.0371337695816312
589 	0.0345049020601344
590 	0.0318760345386376
591 	0.0315325246836793
592 	0.0323351251299577
593 	0.0331377255762362
594 	0.0339403260225146
595 	0.034742926468793
596 	0.0355455269150714
597 	0.0382207886898478
598 	0.0421392981685689
599 	0.0460578076472899
600 	0.0499763171260109
601 	0.0538948266047319
602 	0.057813336083453
603 	0.0645257794736331
604 	0.0735991485675921
605 	0.0826725176615511
606 	0.0917458867555101
607 	0.100819255849469
608 	0.109892624943428
609 	0.119677133977477
610 	0.130201809071621
611 	0.140726484165764
612 	0.151251159259908
613 	0.161775834354051
614 	0.172300509448194
615 	0.178601755500944
616 	0.17961420302438
617 	0.180626650547817
618 	0.181639098071253
619 	0.182651545594689
620 	0.183663993118125
621 	0.183353640665099
622 	0.181091830821054
623 	0.178830020977009
624 	0.176568211132964
625 	0.174306401288919
626 	0.172044591444874
627 	0.173138334411429
628 	0.179945586217655
629 	0.18675283802388
630 	0.193560089830105
631 	0.200367341636331
632 	0.207174593442556
633 	0.215083070186511
634 	0.225100890324309
635 	0.235118710462107
636 	0.245136530599905
637 	0.255154350737704
638 	0.265172170875502
639 	0.27957407325163
640 	0.30316490341522
641 	0.32675573357881
642 	0.3503465637424
643 	0.37393739390599
644 	0.39752822406958
645 	0.416842882727941
646 	0.426550039173253
647 	0.436257195618566
648 	0.445964352063878
649 	0.455671508509191
650 	0.465378664954504
651 	0.466459825483879
652 	0.447413662209396
653 	0.428367498934914
654 	0.409321335660432
655 	0.390275172385949
656 	0.371229009111467
657 	0.351073664324652
658 	0.328305415438315
659 	0.305537166551977
660 	0.28276891766564
661 	0.260000668779303
662 	0.237232419892966
663 	0.218102481128578
664 	0.207341856407087
665 	0.196581231685597
666 	0.185820606964107
667 	0.175059982242616
668 	0.164299357521126
669 	0.157053962940619
670 	0.157488338668122
671 	0.157922714395624
672 	0.158357090123127
673 	0.15879146585063
674 	0.159225841578132
675 	0.158987589512076
676 	0.157389857101938
677 	0.155792124691799
678 	0.154194392281661
679 	0.152596659871522
680 	0.150998927461384
681 	0.146323039500298
682 	0.136054446383264
683 	0.125785853266231
684 	0.115517260149198
685 	0.105248667032165
686 	0.0949800739151315
687 	0.0863459391056152
688 	0.0803226922418726
689 	0.0742994453781301
690 	0.0682761985143876
691 	0.062252951650645
692 	0.0562297047869025
693 	0.0527605127129188
694 	0.0527895283841493
695 	0.0528185440553798
696 	0.0528475597266104
697 	0.0528765753978409
698 	0.0529055910690714
699 	0.0527039645094392
700 	0.0522369753831154
701 	0.0517699862567917
702 	0.0513029971304679
703 	0.0508360080041441
704 	0.0503690188778204
705 	0.049465935689133
706 	0.0481505145348644
707 	0.0468350933805959
708 	0.0455196722263273
709 	0.0442042510720588
710 	0.0428888299177902
711 	0.0412756259304957
712 	0.0394377787533746
713 	0.0375999315762535
714 	0.0357620843991324
715 	0.0339242372220113
716 	0.0320863900448902
717 	0.0319745257613861
718 	0.0328676641754313
719 	0.0337608025894766
720 	0.0346539410035218
721 	0.035547079417567
722 	0.0364402178316123
723 	0.0433313302471205
724 	0.0527807796475606
725 	0.0622302290480006
726 	0.0716796784484407
727 	0.0811291278488808
728 	0.0905785772493209
729 	0.0962169566947813
730 	0.100761554158311
731 	0.105306151621841
732 	0.10985074908537
733 	0.1143953465489
734 	0.11893994401243
735 	0.117675770486539
736 	0.115458119999638
737 	0.113240469512737
738 	0.111022819025835
739 	0.108805168538934
740 	0.106587518052033
741 	0.10823032783539
742 	0.110089192945382
743 	0.111948058055374
744 	0.113806923165367
745 	0.115665788275359
746 	0.117507287385999
747 	0.118952676320951
748 	0.120398065255902
749 	0.121843454190854
750 	0.123288843125805
751 	0.124734232060757
752 	0.126180682479047
753 	0.127633494374409
754 	0.129086306269771
755 	0.130539118165134
756 	0.131991930060496
757 	0.133444741955858
758 	0.132943920291449
759 	0.126613331550272
760 	0.120282742809095
761 	0.113952154067918
762 	0.107621565326741
763 	0.101290976585564
764 	0.0951839396083131
765 	0.0894641480363343
766 	0.0837443564643556
767 	0.0780245648923769
768 	0.0723047733203981
769 	0.0665849817484194
770 	0.0611264741885057
771 	0.0559432000950999
772 	0.0507599260016942
773 	0.0455766519082884
774 	0.0403933778148826
775 	0.0352101037214768
776 	0.0368491278557558
777 	0.0427590216122438
778 	0.0486689153687318
779 	0.0545788091252198
780 	0.0604887028817077
781 	0.0663985966381957
782 	0.0696933832039899
783 	0.0721118120863874
784 	0.074530240968785
785 	0.0769486698511825
786 	0.0793670987335801
787 	0.0817855276159776
788 	0.0817041824918759
789 	0.0813138765355103
790 	0.0809235705791446
791 	0.080533264622779
792 	0.0801429586664133
793 	0.0798811372624494
794 	0.0829633867763974
795 	0.0860456362903454
796 	0.0891278858042934
797 	0.0922101353182414
798 	0.0952923848321894
799 	0.0989631620183396
800 	0.105126708245388
801 	0.111290254472436
802 	0.117453800699484
803 	0.123617346926532
804 	0.12978089315358
805 	0.132585165896617
806 	0.129205321544085
807 	0.125825477191553
808 	0.122445632839021
809 	0.11906578848649
810 	0.115685944133958
811 	0.108300328524918
812 	0.0972022351232366
813 	0.0861041417215554
814 	0.0750060483198742
815 	0.0639079549181931
816 	0.0528098615165119
817 	0.0455679271089938
818 	0.040034276700333
819 	0.0345006262916722
820 	0.0289669758830115
821 	0.0234333254743507
822 	0.01789967506569
823 	0.0182605870970108
824 	0.0194712873061777
825 	0.0206819875153447
826 	0.0218926877245116
827 	0.0231033879336786
828 	0.0246004023062681
829 	0.030429072893218
830 	0.0362577434801679
831 	0.0420864140671178
832 	0.0479150846540676
833 	0.0537437552410175
834 	0.0602871970599624
835 	0.0689079427718928
836 	0.0775286884838232
837 	0.0861494341957537
838 	0.0947701799076841
839 	0.103390925619615
840 	0.10643893068874
841 	0.102838753938379
842 	0.0992385771880173
843 	0.095638400437656
844 	0.0920382236872948
845 	0.0884380469369335
846 	0.0873030780020982
847 	0.0874155636245171
848 	0.087528049246936
849 	0.0876405348693549
850 	0.0877530204917737
851 	0.0878655061141926
852 	0.0902561952947962
853 	0.0929634457898627
854 	0.0956706962849292
855 	0.0983779467799956
856 	0.101085197275062
857 	0.103241880974782
858 	0.100387850708773
859 	0.0975338204427648
860 	0.0946797901767562
861 	0.0918257599107476
862 	0.0889717296447391
863 	0.0864449357801041
864 	0.0845916284540759
865 	0.0827383211280477
866 	0.0808850138020195
867 	0.0790317064759913
868 	0.0771783991499631
869 	0.0751267849254614
870 	0.0729199893668602
871 	0.0707131938082589
872 	0.0685063982496577
873 	0.0662996026910564
874 	0.0640928071324551
875 	0.062219629258229
876 	0.0604288158497213
877 	0.0586380024412136
878 	0.056847189032706
879 	0.0550563756241983
880 	0.0533656057083726
881 	0.0535756621535061
882 	0.0537857185986395
883 	0.053995775043773
884 	0.0542058314889064
885 	0.0544158879340399
886 	0.0548761550612659
887 	0.0559065743985063
888 	0.0569369937357467
889 	0.0579674130729871
890 	0.0589978324102275
891 	0.0600282517474679
892 	0.0601254148997464
893 	0.0595069717193863
894 	0.0588885285390262
895 	0.0582700853586662
896 	0.0576516421783061
897 	0.057033198997946
898 	0.0561904641724667
899 	0.0553034082434608
900 	0.0544163523144549
901 	0.053529296385449
902 	0.0526422404564431
903 	0.0519986632003631
904 	0.0533250497525018
905 	0.0546514363046404
906 	0.0559778228567791
907 	0.0573042094089178
908 	0.0586305959610564
909 	0.0619756035329848
910 	0.0684515335029538
911 	0.0749274634729228
912 	0.0814033934428917
913 	0.0878793234128607
914 	0.0943552533828297
915 	0.0962066434110219
916 	0.0958917658306583
917 	0.0955768882502946
918 	0.095262010669931
919 	0.0949471330895674
920 	0.0946322555092038
921 	0.0895000878657702
922 	0.0842494622699661
923 	0.078998836674162
924 	0.0737482110783579
925 	0.0684975854825537
926 	0.0644528145311512
927 	0.0635242485927005
928 	0.0625956826542498
929 	0.0616671167157991
930 	0.0607385507773484
931 	0.0598099848388977
932 	0.0568459450041741
933 	0.0524556887659393
934 	0.0480654325277045
935 	0.0436751762894698
936 	0.039284920051235
937 	0.0348946638130002
938 	0.0362624437381581
939 	0.0382346583986998
940 	0.0402068730592416
941 	0.0421790877197834
942 	0.0441513023803251
943 	0.047000229551954
944 	0.052817674524282
945 	0.0586351194966101
946 	0.0644525644689382
947 	0.0702700094412662
948 	0.0760874544135943
949 	0.0860860720829305
950 	0.0993966580893234
951 	0.112707244095716
952 	0.126017830102109
953 	0.139328416108502
954 	0.152639002114895
955 	0.157430238684201
956 	0.161221998503904
957 	0.165013758323608
958 	0.168805518143311
959 	0.172597277963014
960 	0.172309891345444
961 	0.159034092850197
962 	0.14575829435495
963 	0.132482495859703
964 	0.119206697364456
965 	0.10593089886921
966 	0.0976851336421102
967 	0.092934815262367
968 	0.0881844968826239
969 	0.0834341785028807
970 	0.0786838601231376
971 	0.0739335417433944
972 	0.0720228298570763
973 	0.0702710399814778
974 	0.0685192501058793
975 	0.0667674602302809
976 	0.0650156703546824
977 	0.0638655143260146
978 	0.0640420380623733
979 	0.0642185617987319
980 	0.0643950855350906
981 	0.0645716092714493
982 	0.064748133007808
983 	0.0649941536763926
984 	0.065272281114836
985 	0.0655504085532793
986 	0.0658285359917227
987 	0.0661066634301661
988 	0.0662376437370541
989 	0.0641801024206505
990 	0.0621225611042469
991 	0.0600650197878432
992 	0.0580074784714396
993 	0.055949937155036
994 	0.054069503286449
995 	0.0524072910946361
996 	0.0507450789028232
997 	0.0490828667110103
998 	0.0474206545191974
999 	0.0457584423273845
1000 	0.0453251403227717
1001 	0.0451241768672251
1002 	0.0449232134116786
1003 	0.0447222499561321
1004 	0.0445212865005855
1005 	0.0446118660285484
1006 	0.0456206244962777
1007 	0.046629382964007
1008 	0.0476381414317363
1009 	0.0486468998994656
1010 	0.0496556583671948
1011 	0.0510927491958562
1012 	0.052762514393419
1013 	0.0544322795909818
1014 	0.0561020447885446
1015 	0.0577718099861074
1016 	0.0594216355205681
1017 	0.0607645209951461
1018 	0.0621074064697242
1019 	0.0634502919443023
1020 	0.0647931774188804
1021 	0.0661360628934585
1022 	0.0684240938192144
1023 	0.0717278619725847
1024 	0.0750316301259549
1025 	0.0783353982793252
1026 	0.0816391664326955
1027 	0.0849429345860658
1028 	0.0856636252838059
1029 	0.0861288467826378
1030 	0.0865940682814696
1031 	0.0870592897803014
1032 	0.0875245112791333
1033 	0.0870764890673263
1034 	0.0848946273469154
1035 	0.0827127656265045
1036 	0.0805309039060936
1037 	0.0783490421856828
1038 	0.0761671804652719
1039 	0.0752348648107826
1040 	0.0746407363380485
1041 	0.0740466078653144
1042 	0.0734524793925803
1043 	0.0728583509198461
1044 	0.071636208697158
1045 	0.0683810050127558
1046 	0.0651258013283535
1047 	0.0618705976439512
1048 	0.058615393959549
1049 	0.0553601902751467
1050 	0.0512952687518131
1051 	0.0468716410574088
1052 	0.0424480133630046
1053 	0.0380243856686004
1054 	0.0336007579741961
1055 	0.0301670858820073
1056 	0.032089327432576
1057 	0.0340115689831447
1058 	0.0359338105337133
1059 	0.037856052084282
1060 	0.0397782936348506
1061 	0.0424427887878363
1062 	0.0455488478861196
1063 	0.0486549069844029
1064 	0.0517609660826861
1065 	0.0548670251809694
1066 	0.0577259640614941
1067 	0.0584558672197921
1068 	0.0591857703780901
1069 	0.0599156735363881
1070 	0.0606455766946861
1071 	0.0613754798529841
1072 	0.0628367931173746
1073 	0.0648084791383085
1074 	0.0667801651592424
1075 	0.0687518511801763
1076 	0.0707235372011103
1077 	0.0724316726993466
1078 	0.0711496485635166
1079 	0.0698676244276866
1080 	0.0685856002918566
1081 	0.0673035761560266
1082 	0.0660215520201966
1083 	0.0659296974208006
1084 	0.0666996897270985
1085 	0.0674696820333964
1086 	0.0682396743396942
1087 	0.0690096666459921
1088 	0.0701562450459862
1089 	0.075305145418519
1090 	0.0804540457910518
1091 	0.0856029461635846
1092 	0.0907518465361174
1093 	0.0959007469086502
1094 	0.0967057012225837
1095 	0.09461469149745
1096 	0.0925236817723162
1097 	0.0904326720471825
1098 	0.0883416623220487
1099 	0.0857025666537432
1100 	0.0790441740688409
1101 	0.0723857814839385
1102 	0.0657273888990361
1103 	0.0590689963141338
1104 	0.0524106037292314
1105 	0.0509807006586953
1106 	0.0523909647317666
1107 	0.0538012288048379
1108 	0.0552114928779093
1109 	0.0566217569509806
1110 	0.0586547683147136
1111 	0.0634680230471384
1112 	0.0682812777795633
1113 	0.0730945325119881
1114 	0.0779077872444129
1115 	0.0827210419768377
1116 	0.0851489077716164
1117 	0.0866765028103143
1118 	0.0882040978490122
1119 	0.0897316928877101
1120 	0.091259287926408
1121 	0.0933233919781789
1122 	0.0968019288825963
1123 	0.100280465787014
1124 	0.103759002691431
1125 	0.107237539595848
1126 	0.110716076500266
1127 	0.11006292359349
1128 	0.108575487167148
1129 	0.107088050740806
1130 	0.105600614314463
1131 	0.104113177888121
1132 	0.102924191146027
1133 	0.102190415538495
1134 	0.101456639930963
1135 	0.100722864323431
1136 	0.099989088715899
1137 	0.0992553131083669
1138 	0.102193332027456
1139 	0.105252732583789
1140 	0.108312133140121
1141 	0.111371533696454
1142 	0.114430934252787
1143 	0.115825357744624
1144 	0.115840924545025
1145 	0.115856491345425
1146 	0.115872058145826
1147 	0.115887624946226
1148 	0.114946251922527
1149 	0.10771227460096
1150 	0.100478297279393
1151 	0.0932443199578254
1152 	0.0860103426362583
1153 	0.0787763653146912
1154 	0.0739749391515479
1155 	0.0700915832603161
1156 	0.0662082273690844
1157 	0.0623248714778526
1158 	0.0584415155866209
1159 	0.0550694530944653
1160 	0.0527544818629763
1161 	0.0504395106314873
1162 	0.0481245393999983
1163 	0.0458095681685092
1164 	0.0434945969370202
1165 	0.042171490213741
1166 	0.0409184724171661
1167 	0.0396654546205913
1168 	0.0384124368240164
1169 	0.0371594190274416
1170 	0.0366289018747698
1171 	0.0366895216125644
1172 	0.036750141350359
1173 	0.0368107610881535
1174 	0.0368713808259481
1175 	0.037206231300664
1176 	0.0388612157880009
1177 	0.0405162002753378
1178 	0.0421711847626747
1179 	0.0438261692500116
1180 	0.0454811537373486
1181 	0.0485072686977111
1182 	0.0518718921788458
1183 	0.0552365156599805
1184 	0.0586011391411152
1185 	0.0619657626222499
1186 	0.0636088219629173
1187 	0.0630607996702633
1188 	0.0625127773776092
1189 	0.0619647550849552
1190 	0.0614167327923011
1191 	0.0611669251437214
1192 	0.064169077185283
1193 	0.0671712292268447
1194 	0.0701733812684064
1195 	0.073175533309968
1196 	0.0761776853515297
1197 	0.0830049897709852
1198 	0.0911973078612489
1199 	0.0993896259515127
1200 	0.107581944041776
1201 	0.11577426213204
1202 	0.124027220693614
1203 	0.132372671287187
1204 	0.14071812188076
1205 	0.149063572474333
1206 	0.157409023067906
1207 	0.165459020875841
1208 	0.169114744713259
1209 	0.172770468550677
1210 	0.176426192388096
1211 	0.180081916225514
1212 	0.183737640062932
1213 	0.178948344007991
1214 	0.1711609514601
1215 	0.163373558912209
1216 	0.155586166364318
1217 	0.147798773816427
1218 	0.140891048837825
1219 	0.135203101562702
1220 	0.129515154287578
1221 	0.123827207012454
1222 	0.11813925973733
1223 	0.112928162185603
1224 	0.111614983015041
1225 	0.110301803844478
1226 	0.108988624673916
1227 	0.107675445503354
1228 	0.106362266332791
1229 	0.100813752238127
1230 	0.094245815097216
1231 	0.0876778779563047
1232 	0.0811099408153933
1233 	0.074542003674482
1234 	0.0679193109206538
1235 	0.0612440098328468
1236 	0.0545687087450397
1237 	0.0478934076572327
1238 	0.0412181065694256
1239 	0.0370013313467919
1240 	0.0414004710930999
1241 	0.0457996108394078
1242 	0.0501987505857158
1243 	0.0545978903320238
1244 	0.0589970300783318
1245 	0.0633353203668159
1246 	0.0676697954395598
1247 	0.0720042705123037
1248 	0.0763387455850476
1249 	0.0806732206577914
1250 	0.08049524301112
1251 	0.0780644216529556
1252 	0.0756336002947912
1253 	0.0732027789366268
1254 	0.0707719575784624
1255 	0.0667464010021996
1256 	0.0603485766139401
1257 	0.0539507522256806
1258 	0.0475529278374211
1259 	0.0411551034491616
1260 	0.0358407938021035
1261 	0.0369673773388537
1262 	0.0380939608756039
1263 	0.0392205444123541
1264 	0.0403471279491043
1265 	0.0414737114858545
1266 	0.0439827292449166
1267 	0.0466573914180742
1268 	0.0493320535912319
1269 	0.0520067157643895
1270 	0.0546813779375471
1271 	0.0563080741122934
1272 	0.05737048090328
1273 	0.0584328876942665
1274 	0.059495294485253
1275 	0.0605577012762396
1276 	0.0612653815261122
1277 	0.0614709609231038
1278 	0.0616765403200954
1279 	0.061882119717087
1280 	0.0620876991140786
1281 	0.0633085726185056
1282 	0.0689727224855823
1283 	0.0746368723526589
1284 	0.0803010222197355
1285 	0.0859651720868121
1286 	0.0916293219538888
1287 	0.0914264332152217
1288 	0.0910170441529564
1289 	0.0906076550906911
1290 	0.0901982660284258
1291 	0.0897888769661605
1292 	0.0865526818797861
1293 	0.082389234352568
1294 	0.07822578682535
1295 	0.074062339298132
1296 	0.069898891770914
1297 	0.0681220428167939
1298 	0.068313702174791
1299 	0.0685053615327881
1300 	0.0686970208907853
1301 	0.0688886802487824
1302 	0.0701216949350978
1303 	0.073288655231148
1304 	0.0764556155271982
1305 	0.0796225758232484
1306 	0.0827895361192986
1307 	0.0857250505329868
1308 	0.0874454740642753
1309 	0.0891658975955637
1310 	0.0908863211268522
1311 	0.0926067446581406
1312 	0.0943271681894291
1313 	0.0872738508411173
1314 	0.0800231691785411
1315 	0.0727724875159649
1316 	0.0655218058533888
1317 	0.0582711241908126
1318 	0.0533857049609531
1319 	0.049080555593167
1320 	0.0447754062253808
1321 	0.0404702568575946
1322 	0.0361651074898085
1323 	0.0432864282343972
1324 	0.0569474268420441
1325 	0.070608425449691
1326 	0.0842694240573379
1327 	0.0979304226649848
1328 	0.108001174028138
1329 	0.114135448852781
1330 	0.120269723677424
1331 	0.126403998502067
1332 	0.132538273326709
1333 	0.136009452875258
1334 	0.133974723785504
1335 	0.131939994695749
1336 	0.129905265605994
1337 	0.127870536516239
1338 	0.124197228585148
1339 	0.113159319048493
1340 	0.102121409511838
1341 	0.0910834999751835
1342 	0.0800455904385286
1343 	0.069251841869413
1344 	0.0636397316114023
1345 	0.0580276213533916
1346 	0.0524155110953809
1347 	0.0468034008373702
1348 	0.0411912905793595
1349 	0.0395197095974639
1350 	0.0382047959328178
1351 	0.0368898822681718
1352 	0.0355749686035258
1353 	0.0342600549388797
1354 	0.0423985261998078
1355 	0.0529597242507064
1356 	0.0635209223016051
1357 	0.0740821203525037
1358 	0.0846433184034023
1359 	0.100222200278822
1360 	0.118129933943953
1361 	0.136037667609085
1362 	0.153945401274217
1363 	0.171853134939348
1364 	0.18286622004468
1365 	0.188845495993895
1366 	0.194824771943109
1367 	0.200804047892324
1368 	0.206783323841539
