 	avcm20
200 	0
201 	0
202 	0
203 	0.047160967722883
204 	0.0459734313993221
205 	0.0447858950757611
206 	0.0435983587522001
207 	0.0424108224286392
208 	0.0412232861050782
209 	0.0401821721047991
210 	0.0408718450540829
211 	0.0415615180033667
212 	0.0422511909526505
213 	0.0429408639019343
214 	0.0436305368512181
215 	0.0443202098005018
216 	0.0433833951741369
217 	0.0414831197545533
218 	0.0395828443349696
219 	0.037682568915386
220 	0.0357822934958023
221 	0.0338820180762187
222 	0.0324314746098397
223 	0.0329621827210919
224 	0.0334928908323441
225 	0.0340235989435964
226 	0.0345543070548486
227 	0.0350850151661009
228 	0.0356157232773531
229 	0.0355537828671062
230 	0.035291119463634
231 	0.0350284560601619
232 	0.0347657926566897
233 	0.0345031292532175
234 	0.0342404658497454
235 	0.0340659596570118
236 	0.0340831604146144
237 	0.034100361172217
238 	0.0341175619298196
239 	0.0341347626874223
240 	0.0341519634450249
241 	0.0341691642026275
242 	0.0360203998678509
243 	0.0381006320176028
244 	0.0401808641673547
245 	0.0422610963171066
246 	0.0443413284668586
247 	0.0464215606166105
248 	0.0480404244554221
249 	0.0491369288632971
250 	0.0502334332711721
251 	0.051329937679047
252 	0.052426442086922
253 	0.053522946494797
254 	0.0546174716108859
255 	0.0556779888953791
256 	0.0567385061798722
257 	0.0577990234643653
258 	0.0588595407488585
259 	0.0599200580333516
260 	0.0609805753178448
261 	0.0601584427846993
262 	0.0583091458224558
263 	0.0564598488602122
264 	0.0546105518979687
265 	0.0527612549357252
266 	0.0509119579734816
267 	0.0489579778998814
268 	0.0466814029321003
269 	0.0444048279643193
270 	0.0421282529965382
271 	0.0398516780287571
272 	0.0375751030609761
273 	0.035298528093195
274 	0.0332128284237951
275 	0.0311610771290189
276 	0.0291093258342428
277 	0.0270575745394666
278 	0.0250058232446904
279 	0.0229540719499142
280 	0.0239593905952819
281 	0.0285679223945008
282 	0.0331764541937198
283 	0.0377849859929388
284 	0.0423935177921577
285 	0.0470020495913767
286 	0.0519222231910445
287 	0.0606859789962489
288 	0.0694497348014532
289 	0.0782134906066575
290 	0.0869772464118618
291 	0.0957410022170661
292 	0.10450475802227
293 	0.111753310436094
294 	0.118343173283794
295 	0.124933036131493
296 	0.131522898979193
297 	0.138112761826893
298 	0.144702624674592
299 	0.150497180309301
300 	0.154639944040106
301 	0.158782707770911
302 	0.162925471501715
303 	0.16706823523252
304 	0.171210998963325
305 	0.17535376269413
306 	0.171683236055262
307 	0.167678668847932
308 	0.163674101640601
309 	0.15966953443327
310 	0.15566496722594
311 	0.151660400018609
312 	0.146265756200765
313 	0.139940526872377
314 	0.133615297543989
315 	0.127290068215602
316 	0.120964838887214
317 	0.114639609558826
318 	0.110951798356454
319 	0.115347780922437
320 	0.119743763488421
321 	0.124139746054405
322 	0.128535728620389
323 	0.132931711186372
324 	0.137327693752356
325 	0.138733537564958
326 	0.139799744236308
327 	0.140865950907658
328 	0.141932157579007
329 	0.142998364250357
330 	0.144064570921707
331 	0.140180557441499
332 	0.132343490458967
333 	0.124506423476436
334 	0.116669356493905
335 	0.108832289511374
336 	0.100995222528842
337 	0.094160723744807
