 	avmm10
339 	0.132922081634707
340 	0.131978266084223
341 	0.13103445053374
342 	0.130090634983257
343 	0.12660059315425
344 	0.116155933280918
345 	0.105711273407586
346 	0.0952666135342544
347 	0.0848219536609225
348 	0.0743772937875906
349 	0.0639326339142587
350 	0.0573863179126265
351 	0.0509982073334668
352 	0.0446100967543072
353 	0.0382219861751476
354 	0.031833875595988
355 	0.0254457650168284
356 	0.0221186392307882
357 	0.0203613679755611
358 	0.018604096720334
359 	0.0168468254651069
360 	0.0150895542098798
361 	0.0133322829546527
362 	0.0128003215843921
363 	0.0143908915449206
364 	0.0159814615054491
365 	0.0175720314659776
366 	0.0191626014265061
367 	0.0207531713870346
368 	0.0225908099765771
369 	0.0273900634307945
370 	0.0321893168850119
371 	0.0369885703392293
372 	0.0417878237934466
373 	0.046587077247664
374 	0.0513863307018814
375 	0.0623611602542585
376 	0.0749284339577333
377 	0.087495707661208
378 	0.100062981364683
379 	0.112630255068157
380 	0.125197528771632
381 	0.128024021767563
382 	0.121750326984493
383 	0.115476632201422
384 	0.109202937418352
385 	0.102929242635282
386 	0.0966555478522112
387 	0.0914032466933557
388 	0.0892815585127855
389 	0.0871598703322153
390 	0.085038182151645
391 	0.0829164939710748
392 	0.0807948057905045
393 	0.0786731176099343
394 	0.0890669648702551
395 	0.0997032129189317
396 	0.110339460967608
397 	0.120975709016285
398 	0.131611957064961
399 	0.142248205113638
400 	0.139007586154542
401 	0.13042379679633
402 	0.121840007438119
403 	0.113256218079908
404 	0.104672428721696
405 	0.096088639363485
406 	0.0888715125498836
407 	0.0832079423040867
408 	0.0775443720582897
409 	0.0718808018124928
410 	0.0662172315666958
411 	0.0605536613208989
412 	0.0561084962192081
413 	0.0559580714218554
414 	0.0558076466245026
415 	0.0556572218271499
416 	0.0555067970297972
417 	0.0553563722324444
418 	0.0552059474350917
419 	0.0548968102379534
420 	0.0545842685868871
421 	0.0542717269358208
422 	0.0539591852847545
423 	0.0536466436336882
424 	0.053334101982622
425 	0.0547607626629208
426 	0.0567890047687391
427 	0.0588172468745573
428 	0.0608454889803755
429 	0.0628737310861937
430 	0.0649019731920119
431 	0.0675344509975802
432 	0.0707405404713322
433 	0.0739466299450842
434 	0.0771527194188362
435 	0.0803588088925882
436 	0.0835648983663402
437 	0.0874827362698752
438 	0.0931431306739131
439 	0.098803525077951
440 	0.104463919481989
441 	0.110124313886027
442 	0.115784708290065
443 	0.12087861100711
444 	0.118671065314034
445 	0.116463519620958
446 	0.114255973927881
447 	0.112048428234805
448 	0.109840882541729
449 	0.107633336848653
450 	0.104355780952874
451 	0.100904037349678
452 	0.097452293746483
453 	0.0940005501432876
454 	0.0905488065400922
455 	0.0870970629368968
456 	0.0813397759425906
457 	0.0743627366343328
458 	0.067385697326075
459 	0.0604086580178172
460 	0.0534316187095595
461 	0.0464545794013017
462 	0.0425421156323488
463 	0.0423152427102252
464 	0.0420883697881015
465 	0.0418614968659778
466 	0.0416346239438542
467 	0.0414077510217305
468 	0.0434978331735439
469 	0.0521481827569256
470 	0.0607985323403073
471 	0.069448881923689
472 	0.0780992315070707
473 	0.0867495810904524
474 	0.0951851849321139
475 	0.100893812026177
476 	0.10660243912024
477 	0.112311066214304
478 	0.118019693308367
479 	0.12372832040243
480 	0.129436947496494
481 	0.12588334120673
482 	0.121196644637687
483 	0.116509948068645
484 	0.111823251499603
485 	0.107136554930561
486 	0.102449858361519
487 	0.0971751696731969
488 	0.0916661065037638
489 	0.0861570433343307
490 	0.0806479801648976
491 	0.0751389169954646
492 	0.0696298538260315
493 	0.0645250337923406
494 	0.0597563426663915
495 	0.0549876515404423
496 	0.0502189604144931
497 	0.0454502692885439
498 	0.0406815781625948
499 	0.0376315500712675
500 	0.0373619768369986
501 	0.0370924036027298
502 	0.0368228303684609
503 	0.036553257134192
504 	0.0362836838999232
505 	0.0365610795104032
506 	0.0387224789194627
507 	0.0408838783285221
508 	0.0430452777375815
509 	0.045206677146641
510 	0.0473680765557004
511 	0.0495037399233185
512 	0.0513173549885759
513 	0.0531309700538333
514 	0.0549445851190907
515 	0.0567582001843481
516 	0.0585718152496055
517 	0.0603854303148629
518 	0.0629655303812731
519 	0.065605099111566
520 	0.0682446678418588
521 	0.0708842365721516
522 	0.0735238053024444
523 	0.0761633740327372
524 	0.0772603348986643
525 	0.0779447605815989
526 	0.0786291862645334
527 	0.0793136119474679
528 	0.0799980376304024
529 	0.0806824633133369
530 	0.0799367076155865
531 	0.0784409787547937
532 	0.076945249894001
533 	0.0754495210332082
534 	0.0739537921724155
535 	0.0724580633116228
536 	0.0698657354935353
537 	0.0662970407399359
538 	0.0627283459863364
539 	0.059159651232737
540 	0.0555909564791375
541 	0.0520222617255381
542 	0.050275769570697
543 	0.0511623378947464
544 	0.0520489062187957
545 	0.0529354745428451
546 	0.0538220428668944
547 	0.0547086111909438
548 	0.0553644336700352
549 	0.0554661521813022
550 	0.0555678706925693
551 	0.0556695892038364
552 	0.0557713077151034
553 	0.0558730262263705
554 	0.0558960727208135
555 	0.055574823399693
556 	0.0552535740785725
557 	0.054932324757452
558 	0.0546110754363315
559 	0.054289826115211
560 	0.0541006715148189
561 	0.0553709248530776
562 	0.0566411781913363
563 	0.057911431529595
564 	0.0591816848678537
565 	0.0604519382061124
566 	0.061722191544371
567 	0.0613768627074353
568 	0.0610102546726499
569 	0.0606436466378645
570 	0.0602770386030791
571 	0.0599104305682936
572 	0.0595438225335082
573 	0.0604157178169702
574 	0.0614282894238855
575 	0.0624408610308009
576 	0.0634534326377162
577 	0.0644660042446316
578 	0.0654785758515469
579 	0.0637323176380642
580 	0.0613556634213945
581 	0.0589790092047248
582 	0.0566023549880552
583 	0.0542257007713855
584 	0.0518490465547158
585 	0.0473194787741164
586 	0.0420216392603912
587 	0.0367237997466661
588 	0.031425960232941
589 	0.0261281207192158
590 	0.0208302812054907
591 	0.020076959982972
592 	0.0216027215070939
593 	0.0231284830312158
594 	0.0246542445553377
595 	0.0261800060794596
596 	0.0277057676035815
597 	0.0325492814419905
598 	0.0395954295123471
599 	0.0466415775827038
600 	0.0536877256530604
601 	0.0607338737234171
602 	0.0677800217937737
603 	0.077166736198397
604 	0.0885312723393561
605 	0.0998958084803151
606 	0.111260344621274
607 	0.122624880762233
608 	0.133989416903192
609 	0.144422906540884
610 	0.153887347777217
611 	0.163351789013549
612 	0.172816230249881
613 	0.182280671486213
614 	0.191745112722546
615 	0.198223308665243
616 	0.200961972213207
617 	0.203700635761171
618 	0.206439299309136
619 	0.2091779628571
620 	0.211916626405064
621 	0.209345951366844
622 	0.198942687721282
623 	0.18853942407572
624 	0.178136160430158
625 	0.167732896784596
626 	0.157329633139034
627 	0.154552965421907
628 	0.164762123204547
629 	0.174971280987187
630 	0.185180438769828
631 	0.195389596552468
632 	0.205598754335108
633 	0.216066200177537
634 	0.227028384373556
635 	0.237990568569575
636 	0.248952752765594
637 	0.259914936961612
638 	0.270877121157631
639 	0.286842845876777
640 	0.313295867605697
641 	0.339748889334617
642 	0.366201911063537
643 	0.392654932792458
644 	0.419107954521378
645 	0.437074226005276
646 	0.435972863821785
647 	0.434871501638295
648 	0.433770139454804
649 	0.432668777271314
650 	0.431567415087823
651 	0.422944744512543
652 	0.396772354356415
653 	0.370599964200287
654 	0.344427574044159
655 	0.318255183888031
656 	0.292082793731903
657 	0.269202451817625
658 	0.25407720341267
659 	0.238951955007714
660 	0.223826706602759
661 	0.208701458197804
662 	0.193576209792848
663 	0.181753932028408
664 	0.177529576826472
665 	0.173305221624537
666 	0.169080866422601
667 	0.164856511220666
668 	0.16063215601873
669 	0.160135077251416
670 	0.167781029166109
671 	0.175426981080803
672 	0.183072932995497
673 	0.190718884910191
674 	0.198364836824885
675 	0.203857488993939
676 	0.204998003610627
677 	0.206138518227316
678 	0.207279032844004
679 	0.208419547460693
680 	0.209560062077382
681 	0.204273788874356
682 	0.187310675829879
683 	0.170347562785401
684 	0.153384449740924
685 	0.136421336696447
686 	0.119458223651969
687 	0.105771899190178
688 	0.0973199253215098
689 	0.0888679514528411
690 	0.0804159775841725
691 	0.0719640037155038
692 	0.0635120298468352
693 	0.058966614059967
694 	0.0597718868306352
695 	0.0605771596013035
696 	0.0613824323719717
697 	0.06218770514264
698 	0.0629929779133082
699 	0.0629500036025144
700 	0.0619310891012214
701 	0.0609121745999283
702 	0.0598932600986353
703 	0.0588743455973423
704 	0.0578554310960493
705 	0.056190191470811
706 	0.0539138350941382
707 	0.0516374787174653
708 	0.0493611223407925
709 	0.0470847659641197
710 	0.0448084095874468
711 	0.0419719075642169
712 	0.0387128395269178
713 	0.0354537714896186
714 	0.0321947034523195
715 	0.0289356354150203
716 	0.0256765673777211
717 	0.0263155113686667
718 	0.0292241838823882
719 	0.0321328563961097
720 	0.0350415289098312
721 	0.0379502014235527
722 	0.0408588739372742
723 	0.0486677592313764
724 	0.058566749548779
725 	0.0684657398661817
726 	0.0783647301835844
727 	0.088263720500987
728 	0.0981627108183897
729 	0.106615822923295
730 	0.114653966120366
731 	0.122692109317438
732 	0.130730252514509
733 	0.13876839571158
734 	0.146806538908652
735 	0.146204278040743
736 	0.144183743630155
737 	0.142163209219568
738 	0.14014267480898
739 	0.138122140398392
740 	0.136101605987804
741 	0.13886298397601
742 	0.141891987473336
743 	0.144920990970662
744 	0.147949994467987
745 	0.150978997965313
746 	0.153895967060874
747 	0.154257484801897
748 	0.15461900254292
749 	0.154980520283943
750 	0.155342038024966
751 	0.155703555765989
752 	0.155473579010096
753 	0.151698771597862
754 	0.147923964185627
755 	0.144149156773392
756 	0.140374349361158
757 	0.136599541948923
758 	0.132474434461516
759 	0.127304009219908
760 	0.122133583978301
761 	0.116963158736693
762 	0.111792733495085
763 	0.106622308253478
764 	0.101231556536565
765 	0.0954591463897532
766 	0.0896867362429412
767 	0.0839143260961292
768 	0.0781419159493172
769 	0.0723695058025052
770 	0.0664371930395714
771 	0.0603364407651991
772 	0.0542356884908268
773 	0.0481349362164545
774 	0.0420341839420822
775 	0.0359334316677099
776 	0.0328383415026463
777 	0.0316248446905647
778 	0.030411347878483
779 	0.0291978510664014
780 	0.0279843542543197
781 	0.026770857442238
782 	0.0291918025753346
783 	0.0328306982134241
784 	0.0364695938515135
785 	0.0401084894896029
786 	0.0437473851276923
787 	0.0473862807657818
788 	0.0502720361043516
789 	0.053064706686801
790 	0.0558573772692504
791 	0.0586500478516998
792 	0.0614427184341491
793 	0.0643408501951118
794 	0.069983822899539
795 	0.0756267956039662
796 	0.0812697683083933
797 	0.0869127410128205
798 	0.0925557137172477
799 	0.0978750636347279
800 	0.101823676198072
801 	0.105772288761415
802 	0.109720901324759
803 	0.113669513888103
804 	0.117618126451447
805 	0.118951675839957
806 	0.115471131656614
807 	0.111990587473271
808 	0.108510043289928
809 	0.105029499106586
810 	0.101548954923243
811 	0.0956670450232517
812 	0.0875595919446331
813 	0.0794521388660145
814 	0.0713446857873959
815 	0.0632372327087773
816 	0.0551297796301587
817 	0.0506344052040422
818 	0.047739186833219
819 	0.0448439684623959
820 	0.0419487500915727
821 	0.0390535317207495
822 	0.0361583133499263
823 	0.0366954901871238
824 	0.0377274974547682
825 	0.0387595047224125
826 	0.0397915119900568
827 	0.0408235192577011
828 	0.042507198066258
829 	0.0540500366389408
830 	0.0655928752116236
831 	0.0771357137843064
832 	0.0886785523569892
833 	0.100221390929672
834 	0.111050809122855
835 	0.119806849338115
836 	0.128562889553375
837 	0.137318929768636
838 	0.146074969983896
839 	0.154831010199156
840 	0.153522929503083
841 	0.140208529123314
842 	0.126894128743546
843 	0.113579728363777
844 	0.100265327984009
845 	0.0869509276042399
846 	0.080870756192864
847 	0.0784512789582653
848 	0.0760318017236665
849 	0.0736123244890678
850 	0.071192847254469
851 	0.0687733700198703
852 	0.0693368526371164
853 	0.0703148239809286
854 	0.0712927953247407
855 	0.0722707666685528
856 	0.0732487380123649
857 	0.0740752591366703
858 	0.0735234302834456
859 	0.0729716014302209
860 	0.0724197725769962
861 	0.0718679437237714
862 	0.0713161148705467
863 	0.0710917353585285
864 	0.0715412806374337
865 	0.0719908259163388
866 	0.072440371195244
867 	0.0728899164741492
868 	0.0733394617530544
869 	0.0723540480782824
870 	0.070245734259724
871 	0.0681374204411656
872 	0.0660291066226071
873 	0.0639207928040487
874 	0.0618124789854903
875 	0.059538588666168
876 	0.0572238203578791
877 	0.0549090520495902
878 	0.0525942837413012
879 	0.0502795154330123
880 	0.0481387509427987
881 	0.0493040589960182
882 	0.0504693670492378
883 	0.0516346751024573
884 	0.0527999831556768
885 	0.0539652912088964
886 	0.0557900243304644
887 	0.0591173817881058
888 	0.0624447392457472
889 	0.0657720967033885
890 	0.0690994541610299
891 	0.0724268116186713
892 	0.0750108062640703
893 	0.0770248018626263
894 	0.0790387974611823
895 	0.0810527930597384
896 	0.0830667886582944
897 	0.0850807842568504
898 	0.0833793041232595
899 	0.0809436281863104
900 	0.0785079522493613
901 	0.0760722763124122
902 	0.0736366003754631
903 	0.0709974005364498
904 	0.066711507308008
905 	0.0624256140795662
906 	0.0581397208511244
907 	0.0538538276226827
908 	0.0495679343942409
909 	0.0473979589144425
910 	0.0485098150447842
911 	0.0496216711751258
912 	0.0507335273054674
913 	0.0518453834358091
914 	0.0529572395661507
915 	0.0539577133065841
916 	0.0549060123298651
917 	0.0558543113531461
918 	0.0568026103764271
919 	0.0577509093997081
920 	0.0586992084229891
921 	0.0581463549143991
922 	0.0575565878189598
923 	0.0569668207235204
924 	0.0563770536280811
925 	0.0557872865326418
926 	0.0553686376300371
927 	0.0553921973906359
928 	0.0554157571512347
929 	0.0554393169118334
930 	0.0554628766724322
931 	0.055486436433031
932 	0.0540663161374061
933 	0.0516346377071482
934 	0.0492029592768902
935 	0.0467712808466323
936 	0.0443396024163744
937 	0.0419079239861164
938 	0.0435484780441713
939 	0.0456165040208891
940 	0.0476845299976068
941 	0.0497525559743246
942 	0.0518205819510423
943 	0.0542112224460521
944 	0.0576942243801912
945 	0.0611772263143304
946 	0.0646602282484695
947 	0.0681432301826087
948 	0.0716262321167478
949 	0.077459812135296
950 	0.08515531959705
951 	0.0928508270588039
952 	0.100546334520558
953 	0.108241841982312
954 	0.115937349444066
955 	0.119013945256941
956 	0.121548657580283
957 	0.124083369903625
958 	0.126618082226967
959 	0.129152794550309
960 	0.12904223791543
961 	0.120508879283872
962 	0.111975520652314
963 	0.103442162020756
964 	0.0949088033891976
965 	0.0863754447576396
966 	0.08200567389863
967 	0.0805292436951198
968 	0.0790528134916096
969 	0.0775763832880994
970 	0.0760999530845892
971 	0.074623522881079
972 	0.0747215048647511
973 	0.0749076007300712
974 	0.0750936965953913
975 	0.0752797924607114
976 	0.0754658883260315
977 	0.0753399072674116
978 	0.0745257565816417
979 	0.0737116058958718
980 	0.072897455210102
981 	0.0720833045243321
982 	0.0712691538385622
983 	0.0695867633362237
984 	0.0675032561934821
985 	0.0654197490507405
986 	0.0633362419079989
987 	0.0612527347652573
988 	0.0592059279408563
989 	0.0577049655336798
990 	0.0562040031265033
991 	0.0547030407193268
992 	0.0532020783121503
993 	0.0517011159049738
994 	0.0505786412967953
995 	0.049922517726668
996 	0.0492663941565407
997 	0.0486102705864134
998 	0.047954147016286
999 	0.0472980234461587
1000 	0.0472852941382173
1001 	0.0473942053626035
1002 	0.0475031165869896
1003 	0.0476120278113758
1004 	0.047720939035762
1005 	0.0482359057407038
1006 	0.050029694477769
1007 	0.0518234832148341
1008 	0.0536172719518992
1009 	0.0554110606889644
1010 	0.0572048494260295
1011 	0.0579066972877073
1012 	0.0580153920812736
1013 	0.0581240868748398
1014 	0.0582327816684061
1015 	0.0583414764619723
1016 	0.0584125423555299
1017 	0.0579043699358399
1018 	0.0573961975161499
1019 	0.0568880250964599
1020 	0.05637985267677
1021 	0.05587168025708
1022 	0.0556745014944492
1023 	0.0558115441308989
1024 	0.0559485867673485
1025 	0.0560856294037982
1026 	0.0562226720402478
1027 	0.0563597146766974
1028 	0.0564791195665073
1029 	0.0565967800637923
1030 	0.0567144405610773
1031 	0.0568321010583623
1032 	0.0569497615556474
1033 	0.056875738041472
1034 	0.056437792708437
1035 	0.0559998473754021
1036 	0.0555619020423671
1037 	0.0551239567093321
1038 	0.0546860113762972
1039 	0.0561441378985752
1040 	0.0581154325341715
1041 	0.0600867271697679
1042 	0.0620580218053642
1043 	0.0640293164409606
1044 	0.0651668039318241
1045 	0.0636050174456729
1046 	0.0620432309595216
1047 	0.0604814444733704
1048 	0.0589196579872191
1049 	0.0573578715010679
1050 	0.0564717725008317
1051 	0.055885004031874
1052 	0.0552982355629162
1053 	0.0547114670939584
1054 	0.0541246986250007
1055 	0.0538928296505324
1056 	0.0555810579411234
1057 	0.0572692862317144
1058 	0.0589575145223053
1059 	0.0606457428128963
1060 	0.0623339711034873
1061 	0.062524918050605
1062 	0.0618251378189099
1063 	0.0611253575872147
1064 	0.0604255773555196
1065 	0.0597257971238245
1066 	0.0591183049120749
1067 	0.059305909487548
1068 	0.0594935140630211
1069 	0.0596811186384942
1070 	0.0598687232139673
1071 	0.0600563277894404
1072 	0.0630232590837152
1073 	0.0679295847437418
1074 	0.0728359104037684
1075 	0.077742236063795
1076 	0.0826485617238215
1077 	0.0870219446461143
1078 	0.0853487303341111
1079 	0.0836755160221078
1080 	0.0820023017101046
1081 	0.0803290873981014
1082 	0.0786558730860981
1083 	0.077673091608163
1084 	0.0771902787342083
1085 	0.0767074658602536
1086 	0.076224652986299
1087 	0.0757418401123443
1088 	0.0759772736127715
1089 	0.0838461627665107
1090 	0.0917150519202499
1091 	0.0995839410739891
1092 	0.107452830227728
1093 	0.115321719381467
1094 	0.115613518535508
1095 	0.110853924356415
1096 	0.106094330177322
1097 	0.101334735998229
1098 	0.0965751418191362
1099 	0.0912567729868401
1100 	0.0818407233643848
1101 	0.0724246737419294
1102 	0.063008624119474
1103 	0.0535925744970187
1104 	0.0441765248745633
1105 	0.0413271467312099
1106 	0.0420448493913208
1107 	0.0427625520514316
1108 	0.0434802547115424
1109 	0.0441979573716532
1110 	0.0462106383862882
1111 	0.0540047254973506
1112 	0.0617988126084131
1113 	0.0695928997194756
1114 	0.0773869868305381
1115 	0.0851810739416006
1116 	0.0913594824394032
1117 	0.0969281169151218
1118 	0.10249675139084
1119 	0.108065385866559
1120 	0.113634020342278
1121 	0.119838734088324
1122 	0.127720384092508
1123 	0.135602034096692
1124 	0.143483684100875
1125 	0.151365334105059
1126 	0.159246984109243
1127 	0.157758601570251
1128 	0.154378193229274
1129 	0.150997784888296
1130 	0.147617376547319
1131 	0.144236968206341
1132 	0.141591020513597
1133 	0.140065310779267
1134 	0.138539601044938
1135 	0.137013891310609
1136 	0.13548818157628
1137 	0.133962471841951
1138 	0.138071324986193
1139 	0.142366444671874
1140 	0.146661564357556
1141 	0.150956684043237
1142 	0.155251803728919
1143 	0.154440730838419
1144 	0.149400946362893
1145 	0.144361161887367
1146 	0.13932137741184
1147 	0.134281592936314
1148 	0.128822047954292
1149 	0.120602259641684
1150 	0.112382471329076
1151 	0.104162683016468
1152 	0.0959428947038601
1153 	0.0877231063912521
1154 	0.0828787570786467
1155 	0.0793083337798157
1156 	0.0757379104809846
1157 	0.0721674871821536
1158 	0.0685970638833226
1159 	0.0649242507950359
1160 	0.0610397483874449
1161 	0.0571552459798539
1162 	0.053270743572263
1163 	0.049386241164672
1164 	0.045501738757081
1165 	0.0436421274977244
1166 	0.0419256027649025
1167 	0.0402090780320807
1168 	0.0384925532992588
1169 	0.036776028566437
1170 	0.0359955217824806
1171 	0.035980847865778
1172 	0.0359661739490754
1173 	0.0359515000323728
1174 	0.0359368261156702
1175 	0.0362776439734828
1176 	0.0383297826993099
1177 	0.0403819214251371
1178 	0.0424340601509642
1179 	0.0444861988767914
1180 	0.0465383376026185
1181 	0.0479940988072063
1182 	0.0493026246636576
1183 	0.050611150520109
1184 	0.0519196763765603
1185 	0.0532282022330116
1186 	0.0534136833351216
1187 	0.0521698347498886
1188 	0.0509259861646555
1189 	0.0496821375794224
1190 	0.0484382889941894
1191 	0.0473693459848681
1192 	0.0482077066366785
1193 	0.0490460672884889
1194 	0.0498844279402993
1195 	0.0507227885921097
1196 	0.0515611492439201
1197 	0.0584878191440048
1198 	0.0675871150037849
1199 	0.076686410863565
1200 	0.0857857067233451
1201 	0.0948850025831251
1202 	0.102602659476011
1203 	0.108212968045653
1204 	0.113823276615295
1205 	0.119433585184938
1206 	0.12504389375458
1207 	0.130161538394044
1208 	0.127951784579927
1209 	0.12574203076581
1210 	0.123532276951693
1211 	0.121322523137575
1212 	0.119112769323458
1213 	0.114849405421362
1214 	0.109856982111339
1215 	0.104864558801316
1216 	0.0998721354912935
1217 	0.0948797121812707
1218 	0.0915459779811563
1219 	0.0905122398976445
1220 	0.0894785018141328
1221 	0.088444763730621
1222 	0.0874110256471092
1223 	0.0863136050906188
1224 	0.0846956241357426
1225 	0.0830776431808665
1226 	0.0814596622259903
1227 	0.0798416812711142
1228 	0.078223700316238
1229 	0.0743274173876661
1230 	0.0698827590460707
1231 	0.0654381007044754
1232 	0.0609934423628801
1233 	0.0565487840212847
1234 	0.0547717308438507
1235 	0.0555576708633561
1236 	0.0563436108828616
1237 	0.057129550902367
1238 	0.0579154909218724
1239 	0.0597380214254309
1240 	0.0651932879496806
1241 	0.0706485544739303
1242 	0.0761038209981799
1243 	0.0815590875224296
1244 	0.0870143540466793
1245 	0.0918811789972705
1246 	0.0967111090989289
1247 	0.101541039200587
1248 	0.106370969302246
1249 	0.111200899403904
1250 	0.109243407394638
1251 	0.10389729235248
1252 	0.0985511773103229
1253 	0.0932050622681654
1254 	0.0878589472260079
1255 	0.0815181428480374
1256 	0.0736976762242558
1257 	0.0658772096004742
1258 	0.0580567429766926
1259 	0.0502362763529111
1260 	0.0436377498562914
1261 	0.0443029785600228
1262 	0.0449682072637542
1263 	0.0456334359674855
1264 	0.0462986646712169
1265 	0.0469638933749483
1266 	0.0495694884895609
1267 	0.0524075799154436
1268 	0.0552456713413264
1269 	0.0580837627672091
1270 	0.0609218541930919
1271 	0.0611349316269076
1272 	0.0599345399880725
1273 	0.0587341483492373
1274 	0.0575337567104022
1275 	0.0563333650715671
1276 	0.0554164196094806
1277 	0.0549006805714878
1278 	0.054384941533495
1279 	0.0538692024955021
1280 	0.0533534634575093
1281 	0.0540667976014093
1282 	0.0601589788961763
1283 	0.0662511601909434
1284 	0.0723433414857104
1285 	0.0784355227804775
1286 	0.0845277040752446
1287 	0.0821128315662433
1288 	0.0793985389440649
1289 	0.0766842463218866
1290 	0.0739699536997083
1291 	0.0712556610775299
1292 	0.0654915374684215
1293 	0.058727004491754
1294 	0.0519624715150865
1295 	0.0451979385384191
1296 	0.0384334055617516
1297 	0.0338467835323437
1298 	0.03105654060542
1299 	0.0282662976784963
1300 	0.0254760547515726
1301 	0.0226858118246489
1302 	0.0231415550999214
1303 	0.0296255584649895
1304 	0.0361095618300575
1305 	0.0425935651951255
1306 	0.0490775685601936
1307 	0.0556604423850124
1308 	0.0627623861235226
1309 	0.0698643298620328
1310 	0.076966273600543
1311 	0.0840682173390531
1312 	0.0911701610775633
1313 	0.0842762556913419
1314 	0.0770675152532359
1315 	0.06985877481513
1316 	0.062650034377024
1317 	0.055441293938918
1318 	0.0532337330874123
1319 	0.0522531116861675
1320 	0.0512724902849228
1321 	0.050291868883678
1322 	0.0493112474824332
1323 	0.0574535422140805
1324 	0.0708171285689561
1325 	0.0841807149238316
1326 	0.0975443012787071
1327 	0.110907887633583
1328 	0.122912227314146
1329 	0.133426239928326
1330 	0.143940252542506
1331 	0.154454265156686
1332 	0.164968277770866
1333 	0.17275284022269
1334 	0.174894306326576
1335 	0.177035772430462
1336 	0.179177238534348
1337 	0.181318704638234
1338 	0.180493315413989
1339 	0.166333378616059
1340 	0.152173441818128
1341 	0.138013505020197
1342 	0.123853568222267
1343 	0.109966352987015
1344 	0.101866895359713
1345 	0.0937674377324106
1346 	0.0856679801051087
1347 	0.0775685224778067
1348 	0.0694690648505047
1349 	0.0666566974282281
1350 	0.0643228779743458
1351 	0.0619890585204635
1352 	0.0596552390665811
1353 	0.0573214196126988
1354 	0.0684991597026541
1355 	0.0831396612837425
1356 	0.0977801628648309
1357 	0.112420664445919
1358 	0.127061166027008
1359 	0.145562640949749
1360 	0.165856104963712
1361 	0.186149568977675
1362 	0.206443032991638
1363 	0.226736497005601
1364 	0.236299939984978
1365 	0.238029353766091
1366 	0.239758767547205
1367 	0.241488181328318
1368 	0.243217595109432
1369 	0.241209987067557
1370 	0.235153938717445
1371 	0.229097890367333
