 	sdca20
335 	0.0101207641867944
336 	0.0102217863877934
337 	0.0101319457642738
338 	0.00971607653190573
339 	0.00947919919893442
340 	0.00943480512824063
341 	0.00958556906178446
342 	0.00992259929374204
343 	0.0103172166917731
344 	0.00979924238051838
345 	0.00942633925344834
346 	0.00921613377354422
347 	0.00917980943508263
348 	0.00931939967588095
349 	0.00962725552247347
350 	0.00873175436878774
351 	0.00758102889293821
352 	0.00661576917715827
353 	0.00592728795879396
354 	0.00561827565171409
355 	0.00575023808741656
356 	0.00589795926667681
357 	0.00675559241341496
358 	0.00863047905584863
359 	0.0110148691841136
360 	0.0136442131354384
361 	0.0164011217774835
362 	0.018351368439686
363 	0.0159748190601756
364 	0.0136875204722012
365 	0.0115426531449158
366 	0.00963580400620889
367 	0.00813608310820624
368 	0.00729891979107436
369 	0.00737416538982463
370 	0.00775006570486923
371 	0.00834545847101037
372 	0.00911744433386862
373 	0.010025311002622
374 	0.011035573643706
375 	0.0115692160835957
376 	0.0119043126529631
377 	0.0124619138114528
378 	0.0132138816818779
379 	0.0141292172293893
380 	0.0151783934288806
381 	0.0160107712373711
382 	0.0161660695197398
383 	0.0164318219884349
384 	0.0168027886388863
385 	0.0172721915305349
386 	0.0178322588735358
387 	0.0184393086421545
388 	0.016623867722056
389 	0.0148953866791947
390 	0.0132878441459696
391 	0.011850559109804
392 	0.0106526706428422
393 	0.00978252134561029
394 	0.0104173995000399
395 	0.0117594879704379
396 	0.0133243207223557
397 	0.0150425432856085
398 	0.0168673446247028
399 	0.0187676621154437
400 	0.0191016344845268
401 	0.017689709149962
402 	0.0163449005677941
403 	0.0150851693481691
404 	0.0139336100449901
405 	0.0129191810282151
406 	0.0117627216263486
407 	0.00966357939646352
408 	0.00792929473661013
409 	0.00684313267910281
410 	0.00672673890403587
411 	0.00762465535469161
412 	0.00924594634680942
413 	0.00802433326816198
414 	0.0074071818644616
415 	0.00772477954093387
416 	0.0088773617560059
417 	0.0105958643604996
418 	0.01265174250265
419 	0.012591656646228
420 	0.0116870596053931
421 	0.0109007321686036
422 	0.0102599033071151
423 	0.00979317744142211
424 	0.00952617905537735
425 	0.0089679993922824
426 	0.00798750158695015
427 	0.00718956737062708
428 	0.00664033924026031
429 	0.00640412838319134
430 	0.00651507055562362
431 	0.00683589946228773
432 	0.00737612519190188
433 	0.00859626974479497
434 	0.0102564815358148
435 	0.0121780910964857
436 	0.0142557820306241
437 	0.0164304494505047
438 	0.0149908781486569
439 	0.013638973114549
440 	0.0124083225625034
441 	0.0113384774663574
442 	0.0104788069425524
443 	0.00988430270012506
444 	0.00803630249889458
445 	0.00624101977361682
446 	0.005478695148414
447 	0.00614650111831733
448 	0.00788926195656727
449 	0.0101685316144882
450 	0.0104970639180964
451 	0.00918770052931692
452 	0.00802716492756138
453 	0.0070889320898273
454 	0.00647043933718152
455 	0.00626707730127526
456 	0.00620727872830085
457 	0.00578718921366843
458 	0.00551811412386241
459 	0.00542258081344344
460 	0.00550962399605141
461 	0.00577098823275457
462 	0.00612195140180952
463 	0.00619253067632162
464 	0.00635305961655186
465 	0.00659697505747526
466 	0.00691545923490627
467 	0.00729875715814418
468 	0.00773724232402491
469 	0.00848984713108838
470 	0.00940746719375055
471 	0.0104367888597186
472 	0.0115479813132777
473 	0.0127196057772985
474 	0.01393642916448
475 	0.0136068386629506
476 	0.012796707580188
477 	0.0120672617675503
478 	0.0114339539714301
479 	0.0109135335916213
480 	0.0105227630720535
481 	0.00984019184378347
482 	0.00897408007953965
483 	0.008318714101321
484 	0.00792654077129752
485 	0.00783717080154347
486 	0.00806068216840782
487 	0.00800289578822498
488 	0.00773588678339903
489 	0.00845058099128508
490 	0.0099373771837086
491 	0.0119105576245883
492 	0.0141683475395794
493 	0.0161762649529709
494 	0.0166219987842288
495 	0.0171666116677038
496 	0.0178010304625669
497 	0.0185160263480417
498 	0.0193026473501995
499 	0.0201119093600804
500 	0.0197502339668701
501 	0.0194469153584779
502 	0.0192047187885992
503 	0.0190259786112101
504 	0.0189124940728332
505 	0.0188654428405844
506 	0.016362508833275
507 	0.0135338459933426
508 	0.0107993077522382
509 	0.00825299200212321
510 	0.00613396075551443
511 	0.00501655664941555
512 	0.00538384176691905
513 	0.00637869493410399
514 	0.0077065480034171
515 	0.00922470332157336
516 	0.0108535964909604
517 	0.0125501832011168
518 	0.0131548292365413
519 	0.0129802578536471
520 	0.0129351758067659
521 	0.0130209281488257
522 	0.0132349720083568
523 	0.0135712385494936
524 	0.0134328728605144
525 	0.01255487826962
526 	0.0117561770185886
527 	0.011053970439122
528 	0.0104676960929687
529 	0.0100177290425377
530 	0.00982359819472672
531 	0.0099965740929836
532 	0.0102451802514179
533 	0.0105640785615233
534 	0.0109471277514464
535 	0.0113878562004181
536 	0.0117176053379398
537 	0.0111614001910831
538 	0.0106448119522921
539 	0.0101738771703892
540 	0.00975520987785639
541 	0.00939579963325331
542 	0.00913472839748778
543 	0.0103425606210223
544 	0.0117498044825889
545 	0.0132932801984501
546 	0.0149307983499155
547 	0.0166346093483757
548 	0.0183862928524537
549 	0.0208458958304153
550 	0.0234445860751093
551 	0.0260932509774398
552 	0.028778095211252
553 	0.031489866123594
554 	0.0342221632871686
555 	0.0342677539837123
556 	0.0336824101520205
557 	0.0331825489739628
558 	0.032772082194602
559 	0.0324544018359584
560 	0.0322322515175371
561 	0.030793597927169
562 	0.0288008027370445
563 	0.0268494716507732
564 	0.0249493355058351
565 	0.0231130240572127
566 	0.0213570069201043
567 	0.0190943823475276
568 	0.016501043370081
569 	0.014045185571983
570 	0.0118128681353854
571 	0.0099556154907164
572 	0.00871656563082056
573 	0.0079269322247662
574 	0.00731046202728484
575 	0.00729765397525704
576 	0.0078914479005231
577 	0.0089722039836726
578 	0.0103890440665378
579 	0.0111050172582854
580 	0.0106108007285633
581 	0.0102485383413939
582 	0.0100325343960559
583 	0.00997229747452144
584 	0.0100706231024664
585 	0.00985786146526397
586 	0.00884439705042861
587 	0.00805407094218561
588 	0.0075572171688209
589 	0.00741308147604749
590 	0.00764164875162093
591 	0.00818789001818276
592 	0.00897395707009273
593 	0.0100144318686226
594 	0.0112388773200933
595 	0.0125937468130154
596 	0.0140413365380212
597 	0.0152937566458557
598 	0.0154251017214106
599 	0.0156000054842015
600 	0.0158170229915877
601 	0.016074448629541
602 	0.0163703762445808
603 	0.0166273859395352
604 	0.0163547058361595
605 	0.0160864954080734
606 	0.0158229819491217
607 	0.0155644040275269
608 	0.0153110117047687
609 	0.0150929770447618
610 	0.0153227378570809
611 	0.0155796367540116
612 	0.0158623552451737
613 	0.016169539048725
614 	0.0164998217796256
615 	0.0168297872204315
616 	0.0159018071177029
617 	0.0149899301239722
618 	0.0140972814550833
619 	0.0132277544396402
620 	0.0123862195360944
621 	0.0115787816745353
622 	0.0109977525570391
623 	0.0104402202540108
624 	0.00990396238615922
625 	0.00939262355726355
626 	0.00891049482230211
627 	0.00846257011881664
628 	0.00832400412629738
629 	0.008267959794348
630 	0.00827862996938982
631 	0.00835575907515223
632 	0.00849753763255469
633 	0.00870080585084869
634 	0.00890636392404807
635 	0.00927904124991853
636 	0.00981015864291664
637 	0.0104756449248766
638 	0.0112516833627858
639 	0.0121170515519282
640 	0.0123844290698022
641 	0.0127199385626789
642 	0.0132041143805365
643 	0.0138213415409958
644 	0.0145547027896149
645 	0.0153876024928444
646 	0.0143970631581814
647 	0.0132373035310104
648 	0.0122350085005469
649 	0.0114316714565161
650 	0.0108714875990324
651 	0.0105931026610254
652 	0.00938631114127887
653 	0.00831161046122925
654 	0.00770953527868286
655 	0.00769188105101841
656 	0.008262394817999
657 	0.00931361027151651
658 	0.00963491680187249
659 	0.00988716682544423
660 	0.0102323130651041
661 	0.0106613371705153
662 	0.0111645737329062
663 	0.0117324771376109
664 	0.0114900503276999
665 	0.0112280475637203
666 	0.0111052045895464
667 	0.0111261317258348
668 	0.0112900295264449
669 	0.0115908346359439
670 	0.0109508665510806
671 	0.0102657403227941
672 	0.00972456006725712
673 	0.00935234786561799
674 	0.00916970286697194
675 	0.00918793713021393
676 	0.00901832267596813
677 	0.00894760267991787
678 	0.00902787882279791
679 	0.00925522289586963
680 	0.00961921296972848
681 	0.0101050936637625
682 	0.00945148841121215
683 	0.00895202044814081
684 	0.00879652371586015
685 	0.00900283907034631
686 	0.00954753976857509
687 	0.0103774776512213
688 	0.00991553516819449
689 	0.00936293709840549
690 	0.00882630900905478
691 	0.00830874578474833
692 	0.00781403663194974
693 	0.00734679975451622
694 	0.00732231552655244
695 	0.00733023764659167
696 	0.00735669682939496
697 	0.00740149427634388
698 	0.00746429982013544
699 	0.00754520980165535
700 	0.00773678006162093
701 	0.00800718496430554
702 	0.00834876798953669
703 	0.00875320018013016
704 	0.00921220768347931
705 	0.00968311982303368
706 	0.00963330206526436
707 	0.00963469244399917
708 	0.00968726891010628
709 	0.0097902068425237
710 	0.00994194205065154
711 	0.0100570780765943
712 	0.00957394739962247
713 	0.0091734020306505
714 	0.00886664127245086
715 	0.00866363299810746
716 	0.00857175201639929
717 	0.00857881650539701
718 	0.0085683222491575
719 	0.00857440832303438
720 	0.00859703951412426
721 	0.00863608575208033
722 	0.00869132580333602
723 	0.00865269994114374
724 	0.00829888757034615
725 	0.00798509400820891
726 	0.0077162031152331
727 	0.00749704791848385
728 	0.00733208955547219
729 	0.00725507907904401
730 	0.00735056374553234
731 	0.00757400951594904
732 	0.00791458594967789
733 	0.00835798655171153
734 	0.00888883712748427
735 	0.00910716576505786
736 	0.00882003905481465
737 	0.00862167384916279
738 	0.00851827337967543
739 	0.00851329860612821
740 	0.0086069201994668
741 	0.00889103446704581
742 	0.0094088475979438
743 	0.0100542697462969
744 	0.0108044562530514
745 	0.011639167388595
746 	0.01254153769911
747 	0.0132222891046722
748 	0.013807834577961
749 	0.0145000001530874
750 	0.0152843074847745
751 	0.0161473356403193
752 	0.0170771538441133
753 	0.0168649928787517
754 	0.0162037360277941
755 	0.0156799308396209
756 	0.0153076939618915
757 	0.0150982400015809
758 	0.0150583631673075
759 	0.0147277013608638
760 	0.0143759444094752
761 	0.0141250315854488
762 	0.0139803936372195
763 	0.0139453377352205
764 	0.014020685867075
765 	0.0135646974534715
766 	0.0131149509850758
767 	0.0127460189303467
768 	0.0124650790089618
769 	0.0122781728168997
770 	0.0121773742058735
771 	0.0117015937254107
772 	0.0113825074846172
773 	0.0112334761012904
774 	0.0112612531166498
775 	0.0114645534563866
776 	0.0117277731273752
777 	0.011516305257073
778 	0.0113998160562258
779 	0.0113812222784844
780 	0.0114610003962807
781 	0.0116371274251686
782 	0.0118589678844316
783 	0.0120287008690299
784 	0.0122463879307555
785 	0.0125095258721438
786 	0.0128153152588006
787 	0.0131607834212249
788 	0.0131127672542509
789 	0.012578737124646
790 	0.012170174755024
791 	0.0119000102022974
792 	0.0117777712404267
793 	0.0118080528157247
794 	0.011618535105341
795 	0.0112733763559677
796 	0.0110472885656212
797 	0.0109476512805478
798 	0.0109779080971021
799 	0.0111370003832236
800 	0.010887626103278
801 	0.0105385331617024
802 	0.0102925679214633
803 	0.0101572251042144
804 	0.0101369365885135
805 	0.010232386777459
806 	0.00988930219638739
807 	0.00958904534645794
808 	0.00940908194394871
809 	0.00935635586358371
810 	0.00943300093876035
811 	0.00961040546632821
812 	0.00948853895283833
813 	0.00947830693052296
814 	0.0095800671008213
815 	0.00979032796287477
816 	0.010102317068991
817 	0.0103666734530545
818 	0.0102602850490709
819 	0.0102495260376163
820 	0.0103346950900849
821 	0.0105134611387467
822 	0.0107811693024697
823 	0.0107270599353262
824 	0.0101754663904333
825 	0.00970698403123654
826 	0.00933413536518571
827 	0.00906872363464812
828 	0.00892034388466757
829 	0.00893816868295041
830 	0.00911832958777849
831 	0.00942738030301153
832 	0.00985320019707481
833 	0.0103814304751047
834 	0.0109973239078879
835 	0.0105908334190339
836 	0.0100658267641071
837 	0.00973507881730021
838 	0.00961864990067856
839 	0.00972424122712634
840 	0.0100448536163355
841 	0.00975122906012259
842 	0.00956222779918833
843 	0.0094849188259545
844 	0.00952202300654158
845 	0.00967222370967779
846 	0.00983414488518314
847 	0.00972768594771093
848 	0.00971763130376123
849 	0.00980427755616987
850 	0.0099851076421349
851 	0.0102551405078455
852 	0.0100876472038843
853 	0.00935147183350148
854 	0.0088135281869167
855 	0.00851148559632483
856 	0.00847061682036091
857 	0.00869460556232333
858 	0.00870777275442581
859 	0.00876623259778072
860 	0.00912737425906422
861 	0.00975764761930993
862 	0.0106091947173753
863 	0.0116335264357246
864 	0.0111704940507796
865 	0.0105547107703523
866 	0.0100307870543526
867 	0.00961375295035361
868 	0.00931797134722934
869 	0.00910842838166707
870 	0.00862886446170243
871 	0.00824356029275012
872 	0.00796620491760563
873 	0.00780831001982274
874 	0.00777715500869994
875 	0.00767183366014919
876 	0.00739926789857854
877 	0.00738780655528583
878 	0.00763862503983316
879 	0.00812747721236181
880 	0.00881484915998041
881 	0.00868210832260882
882 	0.00801996824262934
883 	0.00749366691231075
884 	0.00713333473665344
885 	0.00696477943873605
886 	0.00700186462936425
887 	0.00638568997980091
888 	0.0058753147326819
889 	0.00567991371123
890 	0.00583123710673631
891 	0.00630436693823802
892 	0.0069010357861191
893 	0.00681974719022586
894 	0.00709550294788258
895 	0.00768998868372036
896 	0.00853687550311025
897 	0.00956938421649901
898 	0.00996224745875859
899 	0.00923258176067912
900 	0.00858309311943172
901 	0.00803325208226259
902 	0.00760470384227058
903 	0.00731878624030256
904 	0.00713207582554675
905 	0.00706122977548637
906 	0.00713556956552759
907 	0.00735069158842578
908 	0.00769479742119473
909 	0.00815156884284847
910 	0.00827664012948248
911 	0.00848256375015668
912 	0.00878403823201319
913 	0.00917164606223725
914 	0.00963499762656534
915 	0.0100016906129651
916 	0.00992234142230112
917 	0.00990218826960355
918 	0.00994159116013924
919 	0.0100398489085626
920 	0.0101952599996712
921 	0.0102543188228133
922 	0.0102867356240564
923 	0.0104336725319579
924 	0.0106904084409628
925 	0.0110492922936565
926 	0.0115007654168007
927 	0.0109333375519158
928 	0.0102417587325214
929 	0.0096437929949101
930 	0.00915779636182357
931 	0.0088023346086725
932 	0.00858458575952461
933 	0.00844799139656838
934 	0.00842610673096476
935 	0.00851981576549524
936 	0.00872539493350348
937 	0.00903521127835374
938 	0.00928338194067573
939 	0.00945400489781134
940 	0.00971678292646191
941 	0.010064500273381
942 	0.0104887127211377
943 	0.0109805581288471
944 	0.010984126862711
945 	0.0109105991743243
946 	0.0108973666750639
947 	0.0109446480647032
948 	0.0110516666965224
949 	0.0111227860978593
950 	0.0106658148546701
951 	0.0103236221327761
952 	0.0101078718263272
953 	0.010026729440124
954 	0.010083445103947
955 	0.0100680841692797
956 	0.00993087706807617
957 	0.00989930355086783
958 	0.00997436680660229
959 	0.0101537021101919
960 	0.0104319332264842
961 	0.0103976217092143
962 	0.0103865958495285
963 	0.0104907272602326
964 	0.0107066564589212
965 	0.0110278182603703
966 	0.011306084097465
967 	0.0109745932166525
968 	0.0106854701746566
969 	0.0104422347879367
970 	0.0102481549466113
971 	0.0101060630407469
972 	0.00963695508281575
973 	0.00892315766720687
974 	0.0083325900567779
975 	0.00789296181225095
976 	0.00763040694195573
977 	0.00756338871438573
978 	0.00746122153316222
979 	0.00746961466689849
980 	0.00761086750180075
981 	0.00787783659014255
982 	0.00825833874971301
983 	0.00857988253897732
984 	0.0086490343673982
985 	0.00892093234277264
986 	0.00937795817384167
987 	0.0099947482422733
988 	0.0107438220672455
989 	0.0105758995975314
990 	0.00995100316319424
991 	0.00941589872037705
992 	0.00898664044972063
993 	0.00867894795089659
994 	0.00850666627752453
995 	0.00845529544583365
996 	0.00848011034424611
997 	0.0085804500045124
998 	0.00875371769960491
999 	0.00899570037873139
1000 	0.00917724939662621
1001 	0.00926536484410841
1002 	0.00941742151045369
1003 	0.00963039111984677
1004 	0.00990034349613401
1005 	0.0102227654069833
1006 	0.0100933056106409
1007 	0.00993352598097407
1008 	0.00984162751557752
1009 	0.00981951624938071
1010 	0.00986766132698749
1011 	0.00981552892726656
1012 	0.0093257632471789
1013 	0.00890775616082164
1014 	0.00857201185000792
1015 	0.00832848498530757
1016 	0.00818541048464327
1017 	0.00827392242937574
1018 	0.00856181397388085
1019 	0.00898003084710581
1020 	0.00951139731281468
1021 	0.0101381375511028
1022 	0.0107431427751628
1023 	0.0104316568417176
1024 	0.0101843421890041
1025 	0.0100059582632377
1026 	0.00990023177971767
1027 	0.00986949803192447
1028 	0.00968673709552701
1029 	0.00947570774473802
1030 	0.00948589838541313
1031 	0.0097166130056695
1032 	0.0101528290458558
1033 	0.0107696042720088
1034 	0.0102311797415629
1035 	0.00975833219129087
1036 	0.00941954328139912
1037 	0.0092295874408269
1038 	0.0091976906475886
1039 	0.00918477115768345
1040 	0.00903454656230999
1041 	0.0089152575800534
1042 	0.00882815833656548
1043 	0.00877420750135649
1044 	0.00875401797478557
1045 	0.00865728232630803
1046 	0.00858300246703058
1047 	0.00855082430682913
1048 	0.0085612225884523
1049 	0.00861404312720518
1050 	0.00870138098505568
1051 	0.00883971437215197
1052 	0.00905421323231784
1053 	0.00933963127067856
1054 	0.00968970356765892
1055 	0.010097707964032
1056 	0.0100629764688151
1057 	0.00992041068569296
1058 	0.00980375505863085
1059 	0.0097139431047532
1060 	0.00965172421648422
1061 	0.00957263573508931
1062 	0.00940919092967322
1063 	0.00930157465160915
1064 	0.00925173530003686
1065 	0.00926060576520323
1066 	0.00932801855857715
1067 	0.00897978177892581
1068 	0.00855274804310764
1069 	0.00823059835957988
1070 	0.00802597231496847
1071 	0.0079479523036217
1072 	0.00788217808524954
1073 	0.00758848744523035
1074 	0.00750801920552633
1075 	0.00764750700686102
1076 	0.00799544712913089
1077 	0.00852635833839801
1078 	0.00833643339485989
1079 	0.00794900086015112
1080 	0.00771412207426747
1081 	0.00764586920192774
1082 	0.00774864659818365
1083 	0.00787915748173923
1084 	0.00767810393742747
1085 	0.0076076490578474
1086 	0.00767139198335799
1087 	0.00786607096324635
1088 	0.00818234541539655
1089 	0.00830137107477508
1090 	0.00843836278119662
1091 	0.00870075375042748
1092 	0.00907767646022885
1093 	0.00955558730273182
1094 	0.00982744315077076
1095 	0.0093183824360421
1096 	0.00890646128524558
1097 	0.0086056401903259
1098 	0.00842782431020368
1099 	0.00838084668637373
1100 	0.00822944763997375
1101 	0.00829487491136565
1102 	0.00865637496289921
1103 	0.00927940954847797
1104 	0.0101157694717422
1105 	0.0105935019200637
1106 	0.01002141080157
1107 	0.00957598360543773
1108 	0.00927548627316954
1109 	0.00913423369693691
1110 	0.00915959610960634
1111 	0.00917445517100706
1112 	0.00924533288711729
1113 	0.0093957117762481
1114 	0.00962186501936927
1115 	0.00991861079988104
1116 	0.00992779053726841
1117 	0.00950628069208144
1118 	0.00923098563953893
1119 	0.00911516290551499
1120 	0.00916486057432125
1121 	0.00937744738910269
1122 	0.00922835433323604
1123 	0.0091305346537131
1124 	0.00911336770140952
1125 	0.00917730609139042
1126 	0.00932068086378823
1127 	0.00948232717030874
1128 	0.00969866786051225
1129 	0.010030738000885
1130 	0.0104675292350379
1131 	0.0109965698561166
1132 	0.0115341788919287
1133 	0.0112424150186604
1134 	0.0109780063260578
1135 	0.0107429728213614
1136 	0.0105392799511368
1137 	0.010368774924683
1138 	0.0101562995111795
1139 	0.0100852900681349
1140 	0.0102309272420094
1141 	0.0105842717831411
1142 	0.0111255510696208
1143 	0.0114832744387166
1144 	0.0108489662086858
1145 	0.0103796987844765
1146 	0.0100985062763091
1147 	0.0100212331709116
1148 	0.0101525367576698
1149 	0.00991579723975437
1150 	0.00974645121242842
1151 	0.00977509594474169
1152 	0.0100000301688492
1153 	0.0104085358808631
1154 	0.010528831053073
1155 	0.0101162535726248
1156 	0.00977593739612156
1157 	0.00951563871875588
1158 	0.00934204854968323
1159 	0.00925990805784297
1160 	0.00924444328230259
1161 	0.00928041711188219
1162 	0.00936723693263516
1163 	0.00950350932785013
1164 	0.00968714752379394
1165 	0.00939361484716915
1166 	0.00891724573096093
1167 	0.00859168267702229
1168 	0.00843440687220321
1169 	0.00845481493682815
1170 	0.00856252085696719
1171 	0.00858099574465042
1172 	0.00876617921016595
1173 	0.00910790828627021
1174 	0.00958946162142588
1175 	0.0101910372611338
1176 	0.010018283706318
1177 	0.00977217514232224
1178 	0.0095696010078258
1179 	0.00941337228258588
1180 	0.00930582343787734
1181 	0.00919886690833937
1182 	0.00910613021992896
1183 	0.00907898993273576
1184 	0.00911803181868667
1185 	0.00922241539543191
1186 	0.00932337573015167
1187 	0.00918902163302185
1188 	0.00922512714051458
1189 	0.00942973443767779
1190 	0.00979228681113595
1191 	0.0102961128120238
1192 	0.0101626795359511
1193 	0.00995331174207713
1194 	0.00985610762670779
1195 	0.00987438018780271
1196 	0.0100074969031741
1197 	0.0100817428971753
1198 	0.0101105004882513
1199 	0.0103052138368143
1200 	0.0106567901425975
1201 	0.011150401422622
1202 	0.011575013505202
1203 	0.0107459162150614
1204 	0.00999405591573362
1205 	0.0093381075536042
1206 	0.00879954614788336
1207 	0.00840097808739894
1208 	0.00843720216433388
1209 	0.00869730936083539
1210 	0.00909734889224778
1211 	0.00961987944880087
1212 	0.0102461778895651
1213 	0.01040277814668
1214 	0.0100776315329883
1215 	0.00991602841830197
1216 	0.00992595990334022
1217 	0.0101069203294138
1218 	0.0103245533808391
1219 	0.0100259643936336
1220 	0.00986099056663635
1221 	0.00983635711594691
1222 	0.00995310610281305
1223 	0.0102063869365969
1224 	0.010291511579538
1225 	0.010432900706186
1226 	0.0106752436241542
1227 	0.0110118771543044
1228 	0.0114344765172908
1229 	0.0115362990881644
1230 	0.0114096855246604
1231 	0.0113793750247656
1232 	0.0114461326743762
1233 	0.0116082839174073
1234 	0.011579728862435
1235 	0.0108512397361254
1236 	0.010222096667858
1237 	0.00971162653503574
1238 	0.00933930901179508
1239 	0.00912207590805916
1240 	0.00898531524840013
1241 	0.00895807065485491
1242 	0.0090424857631807
1243 	0.00923549927578311
1244 	0.00953051541861024
1245 	0.00959298330751125
1246 	0.00963730503391427
1247 	0.0098045058472052
1248 	0.010088478007693
1249 	0.0104797332565376
1250 	0.0105126236597684
1251 	0.0100245972330042
1252 	0.00960861630366188
1253 	0.00927438024738291
1254 	0.00903096975911798
1255 	0.00885964977427748
1256 	0.00870819416282753
1257 	0.00873902096945491
1258 	0.00895024691860861
1259 	0.00932962715096235
1260 	0.00985776628452439
1261 	0.009476774864129
1262 	0.00912262409312603
1263 	0.00890163360287629
1264 	0.00882381398214546
1265 	0.00889292457628149
1266 	0.00912658522618524
1267 	0.00949971263284078
1268 	0.009986867114444
1269 	0.0105722978512643
1270 	0.0112406601847671
1271 	0.0112785223590208
1272 	0.0105122397368468
1273 	0.00990161617915234
1274 	0.00947678862409954
1275 	0.00926335486121383
1276 	0.00919639945275372
1277 	0.00898414127640824
1278 	0.00891041918186654
1279 	0.00897864630447973
1280 	0.00918566017592527
1281 	0.00952241357096356
1282 	0.00921537112372772
1283 	0.00909372958780294
1284 	0.00918356194571889
1285 	0.00947885760692475
1286 	0.00996136097029816
1287 	0.00957678343126934
1288 	0.00902235425105311
1289 	0.00864835105488641
1290 	0.00847868386606149
1291 	0.0085255608981266
1292 	0.00831993028814826
1293 	0.00796495561884964
1294 	0.00786986140250811
1295 	0.00804386980581947
1296 	0.00847041243890201
1297 	0.00857865873488058
1298 	0.00782766668775527
1299 	0.00720117747020536
1300 	0.00673402994038058
1301 	0.0064608801734934
1302 	0.00647175449555549
1303 	0.00702494293197234
1304 	0.00772213549710482
1305 	0.00852808692294335
1306 	0.0094149080179448
1307 	0.0103618558134582
1308 	0.00989073980435681
1309 	0.00952789654577939
1310 	0.00933455374379451
1311 	0.00932126476952714
1312 	0.00948878614526612
1313 	0.00936212546540287
1314 	0.00921551812479279
1315 	0.00916637683495444
1316 	0.00921626080066964
1317 	0.0093635875018657
1318 	0.0089408186317481
1319 	0.00839178219323299
1320 	0.00821349919836121
1321 	0.00842952667201828
1322 	0.00901155152440603
1323 	0.00910498972820387
1324 	0.00851561760402078
1325 	0.00820397075543784
1326 	0.00820176913142587
1327 	0.00850925292639145
1328 	0.00877540686243725
1329 	0.00851625987354255
1330 	0.00844519030724692
1331 	0.00856688023010886
1332 	0.0088734026668437
1333 	0.00926882394006214
1334 	0.00937240295210102
1335 	0.00957912687507162
1336 	0.00988252503201337
1337 	0.0102740364538728
1338 	0.0107288172624847
1339 	0.0104256535883772
1340 	0.0101989157930229
1341 	0.0100537759909786
1342 	0.00999378995755182
1343 	0.0100204870874537
