 	avmm15
200 	0
201 	0
202 	0
203 	0.0686830124604387
204 	0.071136851542286
205 	0.0735906906241333
206 	0.0760445297059806
207 	0.0784983687878278
208 	0.0809522078696751
209 	0.0833604041751805
210 	0.0839885322033538
211 	0.0846166602315269
212 	0.0852447882597002
213 	0.0858729162878734
214 	0.0865010443160466
215 	0.0871291723442198
216 	0.0855602455903699
217 	0.0825205025300237
218 	0.0794807594696775
219 	0.0764410164093313
220 	0.0734012733489851
221 	0.0703615302886389
222 	0.0675472614440865
223 	0.0657742274612337
224 	0.0640011934783809
225 	0.0622281594955281
226 	0.0604551255126752
227 	0.0586820915298224
228 	0.0569090575469696
229 	0.0551618742973466
230 	0.0534226763527528
231 	0.051683478408159
232 	0.0499442804635652
233 	0.0482050825189713
234 	0.0464658845743775
235 	0.0447723347149354
236 	0.0431620861634255
237 	0.0415518376119156
238 	0.0399415890604057
239 	0.0383313405088958
240 	0.036721091957386
241 	0.0351108434058761
242 	0.0367127299788134
243 	0.0384801208851871
244 	0.0402475117915608
245 	0.0420149026979345
246 	0.0437822936043082
247 	0.0455496845106819
248 	0.0468557459717735
249 	0.0477889064165159
250 	0.0487220668612583
251 	0.0496552273060008
252 	0.0505883877507432
253 	0.0515215481954856
254 	0.0524923206385446
255 	0.053659095979663
256 	0.0548258713207813
257 	0.0559926466618997
258 	0.0571594220030181
259 	0.0583261973441364
260 	0.0594929726852548
261 	0.0595928839024352
262 	0.059381281822445
263 	0.0591696797424549
264 	0.0589580776624647
265 	0.0587464755824746
266 	0.0585348735024845
267 	0.0602206740069483
268 	0.0648370683250604
269 	0.0694534626431725
270 	0.0740698569612846
271 	0.0786862512793967
272 	0.0833026455975087
273 	0.0880770281052046
274 	0.101470544066873
275 	0.114864060028541
276 	0.128257575990209
277 	0.141651091951878
278 	0.155044607913546
279 	0.168438123875214
280 	0.174843324956407
281 	0.177452404374132
282 	0.180061483791857
283 	0.182670563209583
284 	0.185279642627308
285 	0.187888722045033
286 	0.188573660291343
287 	0.184407594739298
288 	0.180241529187252
289 	0.176075463635206
290 	0.171909398083161
291 	0.167743332531115
292 	0.16357726697907
293 	0.164464372717682
294 	0.165755295600473
295 	0.167046218483263
296 	0.168337141366054
297 	0.169628064248845
298 	0.170918987131635
299 	0.169559834975841
300 	0.166233902390713
301 	0.162907969805586
302 	0.159582037220459
303 	0.156256104635332
304 	0.152930172050204
305 	0.148889975445556
306 	0.142417505329499
307 	0.135945035213443
308 	0.129472565097386
309 	0.123000094981329
310 	0.116527624865273
311 	0.110055154749216
312 	0.110513725583565
313 	0.111864100783993
314 	0.113214475984421
315 	0.114564851184849
316 	0.115915226385277
317 	0.117265601585705
318 	0.119267943896025
319 	0.121801562490088
320 	0.124335181084151
321 	0.126868799678213
322 	0.129402418272276
323 	0.131936036866339
324 	0.134085894913489
325 	0.134883040444598
326 	0.135680185975707
327 	0.136477331506816
328 	0.137274477037925
329 	0.138071622569034
330 	0.138868768100143
331 	0.141246244114144
332 	0.143803223145132
333 	0.14636020217612
334 	0.148917181207109
335 	0.151474160238097
336 	0.154031139269086
337 	0.15413504853686
338 	0.152462596941619
339 	0.150790145346377
