 	sdcm20
334 	0.00562137271597901
335 	0.00564358374835341
336 	0.00583229395096209
337 	0.00597716424984426
338 	0.00557303598010151
339 	0.00533719695366344
340 	0.00529219390514759
341 	0.00544276263105116
342 	0.00577362256361214
343 	0.00625623478435187
344 	0.00580213156150696
345 	0.00535293249444852
346 	0.0050739224983608
347 	0.00499371007816656
348 	0.00512164414679057
349 	0.00544306758952038
350 	0.0055275944213236
351 	0.0054686171656695
352 	0.00557849703092779
353 	0.00584772317615093
354 	0.00625575617868238
355 	0.00677757229328914
356 	0.00670753612949612
357 	0.0050431553745026
358 	0.00459291289452864
359 	0.00565467409357557
360 	0.00762068808408112
361 	0.00996962848694131
362 	0.012487239686291
363 	0.0109915840649483
364 	0.00934388627325296
365 	0.00788314983563588
366 	0.00673219445557155
367 	0.00606987506107927
368 	0.0060586198543511
369 	0.00577536165853029
370 	0.00518967061477747
371 	0.0048011551772343
372 	0.00465940255020088
373 	0.00478638740144267
374 	0.00516231612084107
375 	0.00549955566174673
376 	0.0056006215337596
377 	0.00595835545447954
378 	0.00653071412245196
379 	0.00726716198018277
380 	0.00812319202118155
381 	0.00902191839383088
382 	0.0090062494515354
383 	0.00905805864905391
384 	0.00917620310499938
385 	0.00935817076071928
386 	0.00960033312846192
387 	0.0098982731825398
388 	0.00895228508489951
389 	0.00764399288625818
390 	0.00642799240655085
391 	0.00536738163743208
392 	0.00457162170730136
393 	0.00419427044396915
394 	0.00426112778591535
395 	0.00485785454536294
396 	0.00592545228217597
397 	0.00725905723225977
398 	0.00873770749353278
399 	0.010299118689106
400 	0.0113873709760721
401 	0.0104297173402987
402 	0.0095383567494145
403 	0.00873361063869976
404 	0.00804152471403611
405 	0.00749338003128313
406 	0.00712248752113665
407 	0.00605333056659933
408 	0.00586494694318341
409 	0.00672237674683997
410 	0.00830789085080088
411 	0.0102902724178447
412 	0.0124818394982613
413 	0.0118209322778498
414 	0.00979140661531664
415 	0.00792092860890614
416 	0.00635160133196942
417 	0.00535507533701724
418 	0.00526717069990633
419 	0.00563292005126412
420 	0.00566789588748928
421 	0.00588458555165424
422 	0.00626415982186705
423 	0.00677931392316984
424 	0.00740179330295781
425 	0.00794540768215896
426 	0.00783945754354074
427 	0.0079751656164261
428 	0.00834074453109867
429 	0.00890793762595248
430 	0.00964122745576761
431 	0.0105058917589615
432 	0.0110229415786846
433 	0.0116680235227598
434 	0.0124569720161338
435 	0.0133643322951912
436 	0.0143676877257381
437 	0.0154483452341939
438 	0.0151920418318814
439 	0.0143194832276177
440 	0.0134765083737364
441 	0.0126690240013079
442 	0.0119042544286071
443 	0.0111909602364265
444 	0.0101090090019191
445 	0.00866400599662683
446 	0.00749829745730842
447 	0.00675799212391947
448 	0.00658809367538322
449 	0.00703008015205222
450 	0.00751951386767514
451 	0.00668393557983912
452 	0.00600584747915546
453 	0.00554334881894282
454 	0.00535261911518366
455 	0.00546220191261201
456 	0.00584562695164167
457 	0.00546431835343942
458 	0.00522677088827085
459 	0.00515290510391777
460 	0.00524963487704177
461 	0.0055079796582132
462 	0.00590677168418526
463 	0.00546975228718635
464 	0.00484255955569489
465 	0.004277865220575
466 	0.00380360795404052
467 	0.00345720854423871
468 	0.0032794364144401
469 	0.00312207832912823
470 	0.00300845621639346
471 	0.00306317164048304
472 	0.00327780538966569
473 	0.00362405461139068
474 	0.00406845320244948
475 	0.00423794238503202
476 	0.00399785871019827
477 	0.00392903468290371
478 	0.00404023185932531
479 	0.00431756344245791
480 	0.00473190821414423
481 	0.00509965673139542
482 	0.00501701204948747
483 	0.00514442688181428
484 	0.00546723448289529
485 	0.00595373704076526
486 	0.00656765738457757
487 	0.00725649840197973
488 	0.00647677631354074
489 	0.00610146961456064
490 	0.00620440723866734
491 	0.00676378921855974
492 	0.0076805245710849
493 	0.00884417935509164
494 	0.00892302851747455
495 	0.00882215044047312
496 	0.00878961996979841
497 	0.00882619285881977
498 	0.00893102020472166
499 	0.00910174399561287
500 	0.00912450169489935
501 	0.00908663145487725
502 	0.00909603009901488
503 	0.00915255200894708
504 	0.00925533388590894
505 	0.00940285886056491
506 	0.00884605316923231
507 	0.00757983931612031
508 	0.00643469878468499
509 	0.00548696727228755
510 	0.00485369428897082
511 	0.00466475762076941
512 	0.00465370935130042
513 	0.00437615629642185
514 	0.0044773342959921
515 	0.00493399899963957
516 	0.0056607610020071
517 	0.00656857133464099
518 	0.00743545561416821
519 	0.00760267220174476
520 	0.00780431051303921
521 	0.00803778042251222
522 	0.00830039632890756
523 	0.00858948530898086
524 	0.00886550564862172
525 	0.00759582144639542
526 	0.00636326996569462
527 	0.0051943521288141
528 	0.00414328029355168
529 	0.00332379862728861
530 	0.00293664625203842
531 	0.00282304821924249
532 	0.00277918384665518
533 	0.00282052078976216
534 	0.00294347163466588
535 	0.00313845918713551
536 	0.0033930870812843
537 	0.00370358296659915
538 	0.00409474774067389
539 	0.00454902063776859
540 	0.00504939757790524
541 	0.00558349715415761
542 	0.00614252899667857
543 	0.00640547908215981
544 	0.00668217748990661
545 	0.00718789185101165
546 	0.00787864468279045
547 	0.00871052549127101
548 	0.0096470941817264
549 	0.0105038033051037
550 	0.0113144199719973
551 	0.0122364809301225
552 	0.0132467347910293
553 	0.0143265365847638
554 	0.015461321716638
555 	0.0162621031280766
556 	0.0164939937985139
557 	0.0167979607226851
558 	0.0171701763879865
559 	0.0176063127794126
560 	0.0181017502445671
561 	0.017960328234064
562 	0.0159599045855017
563 	0.0140629868664983
564 	0.012317488622372
565 	0.010797098380732
566 	0.00960926750851096
567 	0.00878045630957218
568 	0.00771433787634008
569 	0.00687334483828787
570 	0.00634759751333968
571 	0.00621758664164383
572 	0.00650707596628421
573 	0.00711323012034725
574 	0.00716518336872956
575 	0.00737956530141849
576 	0.00774289588824227
577 	0.00823548485532553
578 	0.00883574027664413
579 	0.00952332520909604
580 	0.00925581090718177
581 	0.00897832100195835
582 	0.00872389448208519
583 	0.00849460395254275
584 	0.00829253472360544
585 	0.00811971935657247
586 	0.00752964452363105
587 	0.00690189523566919
588 	0.00629900583126442
589 	0.00572883029131578
590 	0.00520213648199808
591 	0.00473346140516826
592 	0.00390989851750951
593 	0.00326357257661526
594 	0.00309628427790639
595 	0.00347786105495153
596 	0.00426339413222023
597 	0.00527541584682329
598 	0.00560889051428935
599 	0.00570038307864904
600 	0.005829280677311
601 	0.00599317033929909
602 	0.00618927295781154
603 	0.00641463485369198
604 	0.00649103272459391
605 	0.00650346639429912
606 	0.00653760753208143
607 	0.00659311892331685
608 	0.00666946698186524
609 	0.00676594637128492
610 	0.00686920484788894
611 	0.00703736179862675
612 	0.00728598679173289
613 	0.00760719413291563
614 	0.00799223737287942
615 	0.00843237632432636
616 	0.00834777089104669
617 	0.0078370330598796
618 	0.00735220028225254
619 	0.0068987364260082
620 	0.00648322705426701
621 	0.00611341600705337
622 	0.00575594768041476
623 	0.00543386107986912
624 	0.00520480748257532
625 	0.00508138345194882
626 	0.00507130720825685
627 	0.00517524086154528
628 	0.0052204962507018
629 	0.00518841396081013
630 	0.00526697680625554
631 	0.00545140320012236
632 	0.00573148287502817
633 	0.00609404151339193
634 	0.0061496950939238
635 	0.00584898203610938
636 	0.00571069074933987
637 	0.00574655929020383
638 	0.00595344063398853
639 	0.00631454859466532
640 	0.0066107031454079
641 	0.0067386399606056
642 	0.00696524493769537
643 	0.00728131180811309
644 	0.00767579717901007
645 	0.00813730416668116
646 	0.00834928284551421
647 	0.00815791013156135
648 	0.00804453995332351
649 	0.0080124840138598
650 	0.00806271224525922
651 	0.00819371155784123
652 	0.00777318012691896
653 	0.00652133740014447
654 	0.00564587567422533
655 	0.00533540450316438
656 	0.00568328503044281
657 	0.00658600597505158
658 	0.00723590618708615
659 	0.00702303983865504
660 	0.00694544574922729
661 	0.00700761889579353
662 	0.00720594243489393
663 	0.00752966586339839
664 	0.00783810201632087
665 	0.00806179218346433
666 	0.00841223706858112
667 	0.00887443300071528
668 	0.00943196580612382
669 	0.0100690111803058
670 	0.010000387545219
671 	0.00883239122952274
672 	0.00793782170200824
673 	0.00741629197639485
674 	0.00734767002186048
675 	0.00774400526768279
676 	0.00819213954141712
677 	0.00826959639730606
678 	0.00843377926786611
679 	0.00867976812825679
680 	0.00900085832784742
681 	0.00938934824000694
682 	0.00920973167207222
683 	0.00825548862544554
684 	0.00748744286571429
685 	0.00696744444821741
686 	0.0067530390832454
687 	0.00687288620812746
688 	0.00684394544589252
689 	0.00632225096926796
690 	0.005835630387075
691 	0.00539358538958858
692 	0.00500793383932941
693 	0.00469260012866052
694 	0.00460244703173625
695 	0.00498633006713748
696 	0.00569339451459326
697 	0.0066208971719112
698 	0.00768947997754743
699 	0.0088481755176445
700 	0.00894218642763047
701 	0.008009839238911
702 	0.00714291611676456
703 	0.006368192534802
704 	0.00572323345327774
705 	0.00525602755437636
706 	0.00497196850259462
707 	0.00477239011482741
708 	0.00466473777101954
709 	0.00465539299991042
710 	0.00474493666362557
711 	0.00492798116341632
712 	0.00455872908059394
713 	0.00386527772522048
714 	0.00330070055105679
715 	0.0029401985535395
716 	0.00286195774122421
717 	0.0030875115971764
718 	0.00321185887017539
719 	0.00336053383119494
720 	0.00368000333525606
721 	0.00413082899096468
722 	0.00467516400203259
723 	0.00528418919299992
724 	0.00506690735962518
725 	0.00465272782420683
726 	0.00440049321890459
727 	0.00433854160766661
728 	0.0044747831614097
729 	0.00479234428543791
730 	0.00444289712196667
731 	0.00403278324512767
732 	0.00379564967248314
733 	0.00376433022442193
734 	0.00394373141948177
735 	0.00430760523350911
736 	0.00410675867005096
737 	0.00392614355428508
738 	0.00386942976350642
739 	0.0039419686999777
740 	0.00413696686227216
741 	0.00443831268147159
742 	0.00421328863229338
743 	0.00413297401556707
744 	0.00422385958314885
745 	0.00447552765530835
746 	0.00486308012057863
747 	0.00534808646431636
748 	0.00588051143150813
749 	0.0066177476240875
750 	0.00749963569714276
751 	0.00848117153566205
752 	0.00953162046550924
753 	0.0105624203899604
754 	0.0113275722554038
755 	0.0121818206053163
756 	0.0131077574233885
757 	0.0140912578371222
758 	0.0151210939268855
759 	0.0153858154595493
760 	0.0136203110152656
761 	0.0120757015722367
762 	0.0108467693938227
763 	0.0100499943092379
764 	0.00979145068212849
765 	0.00959165241830254
766 	0.00876780088766994
767 	0.0080036087485063
768 	0.00731779050626291
769 	0.00673433345543421
770 	0.0062818246223095
771 	0.00583293516342131
772 	0.00532513605895022
773 	0.00490386521459303
774 	0.00459299386134659
775 	0.00441589965338296
776 	0.00438880683763098
777 	0.00425576931419124
778 	0.00419749610759337
779 	0.00438773579677163
780 	0.0047970124038448
781 	0.00537552614302734
782 	0.00607512019284063
783 	0.00621700073623883
784 	0.0062656392797286
785 	0.00642116193316055
786 	0.00667610313873076
787 	0.00701963910931178
788 	0.0074395067638854
789 	0.0073300315072239
790 	0.00722861434110529
791 	0.00720173026050793
792 	0.00725020842837934
793 	0.00737256236473552
794 	0.00756052603360945
795 	0.00771751196109531
796 	0.0079187244244718
797 	0.00816089277151205
798 	0.00844049251061945
799 	0.0087539377135003
800 	0.00887975689604559
801 	0.00819729309310286
802 	0.00756600707259943
803 	0.0069997592414345
804 	0.0065155286278629
805 	0.00613277381043721
806 	0.00589306276923924
807 	0.00580368962934983
808 	0.0058212315444027
809 	0.00594474212572529
810 	0.00616785862818644
811 	0.0064803009221264
812 	0.00641939906523355
813 	0.00599330670005702
814 	0.00558976279496353
815 	0.00521400547254713
816 	0.00487246755682655
817 	0.0045728228893853
818 	0.00408299467268225
819 	0.00360230572307895
820 	0.00328699747341572
821 	0.00318654720666328
822 	0.00332051180583416
823 	0.00366326344226193
824 	0.00354304040762037
825 	0.00353089972818142
826 	0.0037098709197631
827 	0.00405472605517654
828 	0.00452771866552488
829 	0.00500118009282318
830 	0.0044156305353803
831 	0.00393367882826036
832 	0.00359720872588921
833 	0.00344906327951692
834 	0.00351314813086488
835 	0.00359697771269498
836 	0.00341839568420064
837 	0.00352139003364216
838 	0.00388362264019597
839 	0.00444212113533464
840 	0.00513321866645735
841 	0.00532063655742643
842 	0.00501750906220305
843 	0.00495666266104008
844 	0.00514669758334412
845 	0.00556195748153863
846 	0.00615703904254951
847 	0.00615461195521051
848 	0.00591306968103219
849 	0.00578972581989222
850 	0.00579213642532473
851 	0.00592014788268696
852 	0.00616594233020831
853 	0.00556769726524126
854 	0.00505271391630989
855 	0.00480273592896846
856 	0.00485883898553696
857 	0.00521114666575212
858 	0.00569840701345487
859 	0.00550490875192862
860 	0.00542319650232091
861 	0.00545829298390698
862 	0.00560800555930605
863 	0.00586356141503642
864 	0.00594176473692169
865 	0.00556982967356472
866 	0.00526223543076109
867 	0.00503079770986986
868 	0.00488634978272594
869 	0.00483669179639338
870 	0.00461672306189307
871 	0.00433918408662245
872 	0.0042320635875598
873 	0.00430809271544511
874 	0.00455811588759685
875 	0.00495586874410775
876 	0.00457636829126587
877 	0.00407530302847242
878 	0.00366740750810511
879 	0.00338651678088143
880 	0.00326557024177001
881 	0.00330046200321981
882 	0.00327106345087016
883 	0.00348470972532714
884 	0.00390167742710883
885 	0.00446536792726889
886 	0.00512761872722639
887 	0.00549320114006328
888 	0.00522546129411427
889 	0.00510972188515041
890 	0.00515622873688595
891 	0.00536076084775255
892 	0.00570635119693044
893 	0.00559535476859446
894 	0.00521613637592292
895 	0.00499511576067171
896 	0.00495351423711354
897 	0.00509572803400585
898 	0.00540727326480832
899 	0.00502954726595127
900 	0.00464324687575537
901 	0.00441190868504625
902 	0.00436026785740986
903 	0.00449452268641922
904 	0.00470101346106772
905 	0.00443904118750953
906 	0.00432040234272224
907 	0.00435682186655841
908 	0.00454457344380867
909 	0.00486617194833354
910 	0.00490348698588917
911 	0.00464418743331559
912 	0.00471382624006157
913 	0.00509894374728375
914 	0.00573634774618657
915 	0.00655282627597741
916 	0.00639466792160683
917 	0.00594953376771979
918 	0.00569493392417239
919 	0.00565665438841565
920 	0.00583895122955445
921 	0.0062114553869969
922 	0.00588578180662575
923 	0.00566766547114498
924 	0.00556975684186124
925 	0.00559836633574114
926 	0.00575160629284619
927 	0.00568085623598831
928 	0.00496957087636061
929 	0.00436251147270143
930 	0.00390854736913952
931 	0.00366501613328496
932 	0.00367400442443206
933 	0.00363307155413837
934 	0.0036643052497692
935 	0.00393799191297669
936 	0.00440921205512284
937 	0.00502267308159693
938 	0.00573289299737429
939 	0.00526906014830249
940 	0.00489367815248008
941 	0.00471289839672129
942 	0.00474899685825346
943 	0.00499727580244579
944 	0.00520103223081078
945 	0.00496686551251038
946 	0.00490620935738201
947 	0.00502535053336838
948 	0.0053122053982931
949 	0.00574169181424326
950 	0.00547204190620867
951 	0.00479972787082291
952 	0.00430083310748632
953 	0.00404012078740133
954 	0.00406369527757437
955 	0.0043669549362243
956 	0.00393235724421391
957 	0.00369556746511152
958 	0.00375595871905205
959 	0.00410042126204353
960 	0.00466646598296584
961 	0.00506878281177198
962 	0.00485838078775606
963 	0.0048105684137048
964 	0.00493007839138551
965 	0.00520539886326238
966 	0.0056136513611263
967 	0.0055100253558892
968 	0.00515027583352115
969 	0.00487549019505733
970 	0.00470059250146047
971 	0.00463689948450586
972 	0.00467850515949828
973 	0.00399803001070138
974 	0.00353609219185061
975 	0.00338341877334834
976 	0.00357979996455198
977 	0.00407508080414951
978 	0.0043695265168776
979 	0.00410418870168962
980 	0.00392754424015779
981 	0.00385181496955088
982 	0.00388290990145993
983 	0.00401834990860609
984 	0.00388683160851605
985 	0.00389794605742759
986 	0.00418669974352052
987 	0.00470222009058466
988 	0.00537970636562303
989 	0.00593719887635711
990 	0.00517734841905989
991 	0.00456862398827356
992 	0.00417761845781496
993 	0.00406760975892288
994 	0.00426042071416122
995 	0.00425469810161119
996 	0.00394535487455909
997 	0.00372211723823368
998 	0.00360103469612571
999 	0.0035924514650642
1000 	0.00369715115644173
1001 	0.00383596354117173
1002 	0.00410917687974122
1003 	0.0044986252215597
1004 	0.00497709745276888
1005 	0.00552149845059438
1006 	0.00578358936585768
1007 	0.00543633669427639
1008 	0.0051729061650253
1009 	0.00500654677085158
1010 	0.00494706112588464
1011 	0.00499826648306195
1012 	0.00468258474332777
1013 	0.00437081475772799
1014 	0.00427312676481075
1015 	0.00440379063804736
1016 	0.00474397518471667
1017 	0.005045735622961
1018 	0.00441762832664672
1019 	0.00403444353249487
1020 	0.00396778675464197
1021 	0.00423263881906537
1022 	0.00477414217885584
1023 	0.00491578669191118
1024 	0.00471370608495956
1025 	0.00457798219183607
1026 	0.00451460369030563
1027 	0.0045266103930694
1028 	0.00460341478794061
1029 	0.00418638211043139
1030 	0.00388461516599663
1031 	0.00372622424846969
1032 	0.00372952163963656
1033 	0.00389409662435239
1034 	0.00389745243041537
1035 	0.00365391287082663
1036 	0.00353598788579313
1037 	0.00355619580872601
1038 	0.00371228153191086
1039 	0.00398832382774692
1040 	0.00397472760154463
1041 	0.00418096500761604
1042 	0.00462090964479171
1043 	0.00523597862464493
1044 	0.00597230835039003
1045 	0.00631905631046129
1046 	0.00586887838522678
1047 	0.00546711848912414
1048 	0.00512517569214982
1049 	0.00485570359519847
1050 	0.00467126098191727
1051 	0.00443808847427922
1052 	0.0042147211611367
1053 	0.00403291235061563
1054 	0.0038984807284856
1055 	0.00381643608016829
1056 	0.00379680854469189
1057 	0.00383976872300941
1058 	0.00392170876268609
1059 	0.00404025772005056
1060 	0.00419231109550557
1061 	0.004374376441339
1062 	0.00448651589964914
1063 	0.00461906727513054
1064 	0.004801174772386
1065 	0.0050274561187788
1066 	0.00529224810321035
1067 	0.00543631987072559
1068 	0.00517738069013582
1069 	0.00501975998589083
1070 	0.0049731008689674
1071 	0.00504048575253536
1072 	0.00521749781233434
1073 	0.00509882098203031
1074 	0.00488162522187266
1075 	0.00470425193531587
1076 	0.00457133895036148
1077 	0.00448683913142982
1078 	0.00437624526056412
1079 	0.00411820714102601
1080 	0.00401662458531305
1081 	0.00408319134861945
1082 	0.00431012362313381
1083 	0.00467412186737866
1084 	0.00430408917535341
1085 	0.00382693752070337
1086 	0.0036289695959863
1087 	0.00375460946745084
1088 	0.00417474149628488
1089 	0.00446251253007812
1090 	0.00384845134605757
1091 	0.00342348505074482
1092 	0.00326236639116563
1093 	0.00340278290456118
1094 	0.00381155361614834
1095 	0.00387072513883973
1096 	0.00389429336421552
1097 	0.00403849732854623
1098 	0.0042911924565034
1099 	0.00463466685801721
1100 	0.00476196234897631
1101 	0.0043844537459643
1102 	0.00429690884659629
1103 	0.00451622169179494
1104 	0.00500219280425548
1105 	0.00568686636738337
1106 	0.00539551466796409
1107 	0.0049872414236194
1108 	0.0047184400839344
1109 	0.00461355372320041
1110 	0.00468360762777988
1111 	0.00463901607441923
1112 	0.00425768133604902
1113 	0.00404276860124882
1114 	0.00402105122454686
1115 	0.00419553039804257
1116 	0.004543659876647
1117 	0.00424114729845821
1118 	0.00401874649278109
1119 	0.00397138776000604
1120 	0.00410513367729672
1121 	0.00440351321988365
1122 	0.00446329406619242
1123 	0.00422933405038922
1124 	0.00413220825397322
1125 	0.00418146260949163
1126 	0.00437215278906149
1127 	0.00467234810065419
1128 	0.00466886736490597
1129 	0.00471574364287818
1130 	0.00481150534411766
1131 	0.00495331799751079
1132 	0.00513736942698505
1133 	0.00512515130262158
1134 	0.00501151299062146
1135 	0.00495379850748903
1136 	0.00495396280442862
1137 	0.00501200018952043
1138 	0.00500143126142729
1139 	0.00450387788105698
1140 	0.00409038390208068
1141 	0.00378857336731938
1142 	0.00362643889331628
1143 	0.00362278251190804
1144 	0.00350721931275697
1145 	0.00353777954842799
1146 	0.00379719521541927
1147 	0.00424370232461685
1148 	0.00482564377893164
1149 	0.0050847615629037
1150 	0.004721940327394
1151 	0.00450376517543714
1152 	0.00445155490268452
1153 	0.00457100003761459
1154 	0.00484943312483576
1155 	0.00447847699269551
1156 	0.00421943775685548
1157 	0.00412915819344019
1158 	0.00421848709628618
1159 	0.00447668548919998
1160 	0.0043708925788777
1161 	0.00396810062365057
1162 	0.00365893096915676
1163 	0.00346851002146502
1164 	0.00341674996967333
1165 	0.00344418678406261
1166 	0.00336017023550883
1167 	0.00348757782786627
1168 	0.003805231646692
1169 	0.0042708910487491
1170 	0.00484204156336158
1171 	0.00460007344827136
1172 	0.00428184841124305
1173 	0.00413931959022464
1174 	0.00419045323192489
1175 	0.00442854611285256
1176 	0.00451611197257171
1177 	0.00430535856636149
1178 	0.00419460000869227
1179 	0.00419177025762891
1180 	0.00429708254102776
1181 	0.00446375326256372
1182 	0.00420027581105988
1183 	0.00400433855663917
1184 	0.00388617091115218
1185 	0.0038529349997722
1186 	0.00390679901729532
1187 	0.0038591326104212
1188 	0.00376751049465326
1189 	0.00369826078676505
1190 	0.00365265616553503
1191 	0.00363158752853536
1192 	0.00354980759915629
1193 	0.00346547934364564
1194 	0.0035879438339801
1195 	0.00389775776757758
1196 	0.00435512009684938
1197 	0.00488207952372725
1198 	0.00424527927735525
1199 	0.0039318363415096
1200 	0.0040181492128862
1201 	0.00448117778988394
1202 	0.00522165020649688
1203 	0.00514722256632914
1204 	0.00471829686835497
1205 	0.00438390269495063
1206 	0.00416686124678144
1207 	0.00408591663783405
1208 	0.00393693207652536
1209 	0.00356358226261885
1210 	0.00336579124757923
1211 	0.00337457118974576
1212 	0.00358840612523098
1213 	0.00392436295441071
1214 	0.00346030293261569
1215 	0.00324195203845913
1216 	0.00331817638177248
1217 	0.00367067035132809
1218 	0.00423093748504611
1219 	0.00409664360132811
1220 	0.00384428710650354
1221 	0.00381144278508072
1222 	0.004003516833541
1223 	0.00439109282010028
1224 	0.00452669195953744
1225 	0.00430481657392013
1226 	0.00428564880407964
1227 	0.00447179604934932
1228 	0.00483962482433281
1229 	0.00519595588594174
1230 	0.00469222919799274
1231 	0.00432248977493465
1232 	0.00412294392302513
1233 	0.00411840515982598
1234 	0.00430948967496486
1235 	0.00384899663464676
1236 	0.00344611898120316
1237 	0.00332210759848694
1238 	0.00350667416271742
1239 	0.00395687128868813
1240 	0.00405070654357306
1241 	0.00392029500102077
1242 	0.00400425049550674
1243 	0.00429000593348755
1244 	0.00474121287549986
1245 	0.00492585928102523
1246 	0.00429258413679472
1247 	0.00382516064452251
1248 	0.0035889853456498
1249 	0.00362948538171971
1250 	0.00391515935759112
1251 	0.00363866819163524
1252 	0.00356600666112007
1253 	0.00370917304669617
1254 	0.0040453170158063
1255 	0.00453169711159698
1256 	0.00438624094033097
1257 	0.00414027763639936
1258 	0.00403873432138695
1259 	0.00409237554770776
1260 	0.00429539136990461
1261 	0.00417827728007272
1262 	0.00384823079450542
1263 	0.00379629484475358
1264 	0.00403322748313808
1265 	0.00451376654193511
1266 	0.00483045291463005
1267 	0.00437778317455152
1268 	0.00406533391127195
1269 	0.00392672105206262
1270 	0.00398014833330477
1271 	0.00418545564867367
1272 	0.0038094406111929
1273 	0.00371981094721281
1274 	0.00393617912770875
1275 	0.00441377114239319
1276 	0.00507942931824461
1277 	0.00469390096461994
1278 	0.00428027643589842
1279 	0.00419550107248785
1280 	0.00445837357231068
1281 	0.00501451526578612
1282 	0.00483258836849161
1283 	0.00416799375740619
1284 	0.00375488651921623
1285 	0.00367898257274001
1286 	0.00395972119684906
1287 	0.0041495807980576
1288 	0.00386670846082618
1289 	0.00372144343114188
1290 	0.00372989831900297
1291 	0.00389107120183647
1292 	0.00409532103021101
1293 	0.00400368050549096
1294 	0.00407832436983695
1295 	0.00431062299060835
1296 	0.00467714445946609
1297 	0.0051493066376227
1298 	0.00480947055346807
1299 	0.00457247567920718
1300 	0.00448172816986385
1301 	0.00454599468318061
1302 	0.00475899933282269
1303 	0.00459277796143379
1304 	0.00441092268467931
1305 	0.00436721504109318
1306 	0.00446571318579999
1307 	0.00469748018178372
1308 	0.00481191038133537
1309 	0.00489652809804197
1310 	0.0051024279862636
1311 	0.00541579480208376
1312 	0.00581929320147464
1313 	0.00576668819110122
1314 	0.0051816808214364
1315 	0.00487592603704901
1316 	0.00490195965344254
1317 	0.00525485273921732
1318 	0.00551513265945727
1319 	0.00496202208980973
1320 	0.00465817180798532
1321 	0.00465267582905372
1322 	0.00494652873765171
1323 	0.00537467140401867
1324 	0.00494648631472476
1325 	0.00471626891454218
1326 	0.00471311887593858
1327 	0.00493747081562152
1328 	0.0053608374367662
1329 	0.00490889699018095
1330 	0.0046950470858907
1331 	0.0048171441034557
1332 	0.00525180922962642
1333 	0.0059307112348794
1334 	0.00544293691332147
1335 	0.00490755318988009
1336 	0.00475309781265657
1337 	0.00501489219803705
1338 	0.00563521899621114
1339 	0.005247433828242
