 	sdcm15
200 	0
201 	0
202 	0
203 	0.00617675382370632
204 	0.00545675949686068
205 	0.00511309819775178
206 	0.00522062589336663
207 	0.00575410365065596
208 	0.00661120983571531
209 	0.00753406675222599
210 	0.00688298744311345
211 	0.00636811714799537
212 	0.00602448017945141
213 	0.00588216392223884
214 	0.00595561826656548
215 	0.00623722462474164
216 	0.00607362881670953
217 	0.00577939772474589
218 	0.00577015328366342
219 	0.00604720262366706
220 	0.00657445130980068
221 	0.00729787094135915
222 	0.00786861341839044
223 	0.00742462598428135
224 	0.00721073691924095
225 	0.00724734743642046
226 	0.00753080505945564
227 	0.00803502749569049
228 	0.00872181007034254
229 	0.00796251092893556
230 	0.00687604703430435
231 	0.0060427469250486
232 	0.00557726483503111
233 	0.00557254885466573
234 	0.00602968021480988
235 	0.00620812667496664
236 	0.00544076036475516
237 	0.00509336500327941
238 	0.00524998266113848
239 	0.00587041105916445
240 	0.00682939171819485
241 	0.00800617971652017
242 	0.00714095524179112
243 	0.00620547619461557
244 	0.00541688450787911
245 	0.00484740659265805
246 	0.00457952765145845
247 	0.00466549100090056
248 	0.0045146823541185
249 	0.00406819595331483
250 	0.00399450138851724
251 	0.00431275153973492
252 	0.00494788559047462
253 	0.00579666104422949
254 	0.00656591677583892
255 	0.00557036744000467
256 	0.00497466178833327
257 	0.0049260595390393
258 	0.00543924640352271
259 	0.00638006868901326
260 	0.00759115852140092
261 	0.00729544397434703
262 	0.0066071341719798
263 	0.00629055143582534
264 	0.00640108967157149
265 	0.0069183059210148
266 	0.00776131824283166
267 	0.00815842356585258
268 	0.00704015788285482
269 	0.00613754581442768
270 	0.00555669073333098
271 	0.00540239325304867
272 	0.00570934247425192
273 	0.0064116322250282
274 	0.00534929892553061
275 	0.00475517501794818
276 	0.00501114082916795
277 	0.00600953641057193
278 	0.00745792704657438
279 	0.00914494266225117
280 	0.00920590552536026
281 	0.00777891475485417
282 	0.00676739283491885
283 	0.0063723598139408
284 	0.00670370093395714
285 	0.00766782339539336
286 	0.00846135558793836
287 	0.0070624989185017
288 	0.00589417530713335
289 	0.00511681278900099
290 	0.00491938031394489
291 	0.00536627349450749
292 	0.00632230486069436
293 	0.00653820538513756
294 	0.00678750585952084
295 	0.00727450677632839
296 	0.00795567525705364
297 	0.00878596583555692
298 	0.00972726731628576
299 	0.00999206062563198
300 	0.0093132440349662
301 	0.00884216122830886
302 	0.0086129656764688
303 	0.00864491770491179
304 	0.00893521618817425
305 	0.00925302169750405
306 	0.00837408095996856
307 	0.00781940718374543
308 	0.00766080381843332
309 	0.00792209512957567
310 	0.0085649376528835
311 	0.00951228744370816
312 	0.00922105209195559
313 	0.00859572090752744
314 	0.00830684869013154
315 	0.00838926417538902
316 	0.00883258018085774
317 	0.00958686042983761
318 	0.0103222497406772
319 	0.0100892281638242
320 	0.00995973080551348
321 	0.00993780549410606
322 	0.0100241581144191
323 	0.0102160433295314
324 	0.0104456753444225
325 	0.0102126552207548
326 	0.0101595988717156
327 	0.0102747592539635
328 	0.0105526305789714
329 	0.0109808675641847
330 	0.0115427465840966
331 	0.0108304898873515
332 	0.0100683020098412
333 	0.00945607839098648
