 	sdma20
200 	0
201 	0
202 	0
203 	0.00695360757613221
204 	0.00659622805988829
205 	0.00646664338739068
206 	0.00657832916231175
207 	0.006919612577462
208 	0.00745904468836534
209 	0.00805574321767245
210 	0.0076242646913591
211 	0.00742234147874002
212 	0.00746861577659705
213 	0.00775864794008172
214 	0.00826682174394273
215 	0.0089560813575137
216 	0.00860763129521363
217 	0.0077615024055718
218 	0.00720047730722445
219 	0.0069935097122127
220 	0.00717132020764477
221 	0.00770732377217518
222 	0.00822378709607859
223 	0.00753806187823194
224 	0.00698731504449429
225 	0.006605396139106
226 	0.00642249458937526
227 	0.0064555485684123
228 	0.00670136328370904
229 	0.00659717121102952
230 	0.00645856482785526
231 	0.00647236615626111
232 	0.00663762457984424
233 	0.0069435343192299
234 	0.00737260808661544
235 	0.00769331097443436
236 	0.00768607871048451
237 	0.00783086914980125
238 	0.0081195536110053
239 	0.00853754786492024
240 	0.00906698570379119
241 	0.00968961657976405
242 	0.00906566874133572
243 	0.00844197366272119
244 	0.00802747695787981
245 	0.00785536445298821
246 	0.00794141123869157
247 	0.0082775703939942
248 	0.00838043991355383
249 	0.00809386711802433
250 	0.00791336239900101
251 	0.00784624953374214
252 	0.00789542062132935
253 	0.00805874739545886
254 	0.00827765543670901
255 	0.0076982282788386
256 	0.00721740181992527
257 	0.00685595294035257
258 	0.00663342473412609
259 	0.00656396130238599
260 	0.00665235924676682
261 	0.00653873902982477
262 	0.00641678820185851
263 	0.0064960151721019
264 	0.00676936001156361
265 	0.00721479288527715
266 	0.00780289800971701
267 	0.00803277547708667
268 	0.00699167310597407
269 	0.00626693336975791
270 	0.00597481087448276
271 	0.0061769916784271
272 	0.00682971723349846
273 	0.00782098452040421
274 	0.00774641717278969
275 	0.00761797067796269
276 	0.00767242395757347
277 	0.00790599869834512
278 	0.00830359291817475
279 	0.00884311083173384
280 	0.00897099869012305
281 	0.00864648870481962
282 	0.0085348660449386
283 	0.00864438152475969
284 	0.00896693635219166
285 	0.00948081142102268
286 	0.010091501520667
287 	0.0100299654783717
288 	0.0100989135134537
289 	0.0102957244964252
290 	0.0106132876037327
291 	0.0110411886457929
292 	0.0115671890173719
293 	0.0114612383583817
294 	0.0111675610797396
295 	0.0110150616873553
296 	0.0110096083139785
297 	0.0111514166912846
298 	0.011435009443046
299 	0.0116486425137087
300 	0.011551751711534
301 	0.0115561869704614
302 	0.0116618326812803
303 	0.0118659858492533
304 	0.0121636874903035
305 	0.0125482811989307
306 	0.0117131587750611
307 	0.0109366615799441
308 	0.010300744576032
309 	0.0098327211599368
310 	0.00955728864686396
311 	0.00949122865765389
312 	0.00932362852365142
313 	0.00912914144836506
314 	0.00912080019872448
315 	0.00929910570374558
316 	0.00965372132689772
317 	0.0101662137479472
318 	0.0105498330964627
319 	0.010214343143494
320 	0.00995649611751424
321 	0.00978243352230509
322 	0.00969666839145127
323 	0.00970154275177053
324 	0.00979692131387722
325 	0.0094817071726234
326 	0.00926577021646527
327 	0.0092200984032073
328 	0.00934718789202668
329 	0.00964020842494645
330 	0.0100847065166767
331 	0.0101716222073653
332 	0.0100237880598633
333 	0.010047735257842
