 	avma15
200 	0
201 	0
202 	0
203 	0.0533437800403114
204 	0.0558500565518697
205 	0.058356333063428
206 	0.0608626095749862
207 	0.0633688860865445
208 	0.0658751625981027
209 	0.0683549955614687
210 	0.0698035301453363
211 	0.0712520647292039
212 	0.0727005993130714
213 	0.074149133896939
214 	0.0755976684808066
215 	0.0770462030646742
216 	0.0764656426569472
217 	0.0745267064702062
218 	0.0725877702834652
219 	0.0706488340967242
220 	0.0687098979099832
221 	0.0667709617232422
222 	0.0648713139198157
223 	0.0631530989876506
224 	0.0614348840554855
225 	0.0597166691233204
226 	0.0579984541911553
227 	0.0562802392589902
228 	0.0545620243268251
229 	0.0528721749543054
230 	0.0511910877180111
231 	0.0495100004817168
232 	0.0478289132454225
233 	0.0461478260091283
234 	0.044466738772834
235 	0.0429826357446363
236 	0.0418580010735866
237 	0.040733366402537
238 	0.0396087317314873
239 	0.0384840970604376
240 	0.0373594623893879
241 	0.0362348277183382
242 	0.0371560752372697
243 	0.0381827362444337
244 	0.0392093972515976
245 	0.0402360582587616
246 	0.0412627192659255
247 	0.0422893802730895
248 	0.0431960604965407
249 	0.0440057580611862
250 	0.0448154556258318
251 	0.0456251531904773
252 	0.0464348507551228
253 	0.0472445483197683
254 	0.0480864139709759
255 	0.0490959133155106
256 	0.0501054126600453
257 	0.05111491200458
258 	0.0521244113491147
259 	0.0531339106936494
260 	0.0541434100381841
261 	0.0539242181691797
262 	0.0533462611654726
263 	0.0527683041617655
264 	0.0521903471580584
265 	0.0516123901543513
266 	0.0510344331506441
267 	0.0519370403744609
268 	0.0551264223720872
269 	0.0583158043697134
270 	0.0615051863673396
271 	0.0646945683649659
272 	0.0678839503625921
273 	0.0711750511887947
274 	0.0800154792184478
275 	0.088855907248101
276 	0.0976963352777541
277 	0.106536763307407
278 	0.11537719133706
279 	0.124217619366714
280 	0.130356390266598
281 	0.13502759433056
282 	0.139698798394521
283 	0.144370002458482
284 	0.149041206522444
285 	0.153712410586405
286 	0.156796960827537
287 	0.155881355656185
288 	0.154965750484832
289 	0.154050145313479
290 	0.153134540142127
291 	0.152218934970774
292 	0.151303329799421
293 	0.153982472154326
294 	0.15694888374999
295 	0.159915295345654
296 	0.162881706941317
297 	0.165848118536981
298 	0.168814530132645
299 	0.167900610455316
300 	0.164106863038796
301 	0.160313115622277
302 	0.156519368205758
303 	0.152725620789239
304 	0.148931873372719
305 	0.144274374636737
306 	0.136675555328309
307 	0.129076736019882
308 	0.121477916711454
309 	0.113879097403026
310 	0.106280278094599
311 	0.0986814587861711
312 	0.0980675759658801
313 	0.0983524321519632
314 	0.0986372883380463
315 	0.0989221445241293
316 	0.0992070007102124
317 	0.0994918568962955
318 	0.101432067214156
319 	0.104721195871704
320 	0.108010324529251
321 	0.111299453186799
322 	0.114588581844347
323 	0.117877710501895
324 	0.120187857596533
325 	0.119047205426432
326 	0.117906553256331
327 	0.11676590108623
328 	0.115625248916129
329 	0.114484596746028
330 	0.113343944575927
331 	0.114022965047484
332 	0.114908674393707
333 	0.115794383739929
334 	0.116680093086152
335 	0.117565802432374
336 	0.118451511778597
337 	0.118306311448912
338 	0.117414590319431
