 	sdca10
200 	0
201 	0
202 	0
203 	0.0119340995643571
204 	0.0104433502855033
205 	0.00912343031672548
206 	0.0080587206855219
207 	0.0073608124697659
208 	0.00713811768798706
209 	0.00740347254185104
210 	0.00696437236017942
211 	0.00704659119720871
212 	0.00763330210760632
213 	0.00862212520597179
214 	0.00989321350750001
215 	0.011352144836046
216 	0.0112162448109242
217 	0.0101693315661479
218 	0.00947519329189069
219 	0.00921390785214932
220 	0.00942155690265033
221 	0.0100691706512815
222 	0.0107118565368518
223 	0.0100332661463557
224 	0.00984946812361335
225 	0.0101872787695978
226 	0.0109987412369724
227 	0.0121896268410157
228 	0.0136610662067607
229 	0.0133541145339058
230 	0.0126069067526427
231 	0.012055566462471
232 	0.0117277504052717
233 	0.0116423553622846
234 	0.01180464354274
235 	0.0115648586470332
236 	0.0103892609229664
237 	0.00951456084406692
238 	0.00902863954955463
239 	0.00899472816189955
240 	0.00941771075301806
241 	0.0102411305762065
242 	0.00937474847696522
243 	0.00873688791013615
244 	0.00850559735419729
245 	0.00871331377827609
246 	0.00933076429319631
247 	0.0102844135584486
248 	0.010110572084752
249 	0.00906052206585593
250 	0.00833543612243493
251 	0.00802390014998689
252 	0.00817334049842301
253 	0.00876019744125665
254 	0.00934738073385108
255 	0.00827997302487023
256 	0.00752052157346327
257 	0.00716759380242867
258 	0.00728055092912898
259 	0.00783927978082219
260 	0.00875888451046786
261 	0.00809746195881693
262 	0.0077779273922848
263 	0.00849831233834319
264 	0.0100371492175634
265 	0.0120857482170714
266 	0.0144285879160946
267 	0.0149816090637855
268 	0.012465260921089
269 	0.0104435241450242
270 	0.00924672971113163
271 	0.00920256329399001
272 	0.0103258258292112
273 	0.0122366077854128
274 	0.0110806683878094
275 	0.0100957588201714
276 	0.00933318568125703
277 	0.00885060666496137
278 	0.00869476832849386
279 	0.00888288403649317
280 	0.00818919675478231
281 	0.00720833830241317
282 	0.00671798100314832
283 	0.00682468508565867
284 	0.00750302034925185
285 	0.00861906214661943
286 	0.00941579807622543
287 	0.00895764635517018
288 	0.00878592183252648
289 	0.00891718767780322
290 	0.00933867598356396
291 	0.0100138065480491
292 	0.0108955308933726
293 	0.00955434399274373
294 	0.00826908073919625
295 	0.00739481197628802
296 	0.00708534634379979
297 	0.00741177186725142
298 	0.00829939349388858
299 	0.00840971103305461
300 	0.00792657720857789
301 	0.00775715320126781
302 	0.00792159316631822
303 	0.00840031331306795
304 	0.00914408563953122
305 	0.00967010710918783
306 	0.0086806687476923
307 	0.00824590824286146
308 	0.00845186074369138
309 	0.00925585499834263
310 	0.0105216779987067
311 	0.0121053095171138
312 	0.0107212575327469
313 	0.00929073517764886
314 	0.00848739426618888
315 	0.00849115227451984
316 	0.00930103094819306
317 	0.0107361254966687
318 	0.0107828938313938
319 	0.00971469263148325
320 	0.00906361196315201
321 	0.00892144753178
322 	0.00931153830767657
323 	0.0101728373916851
324 	0.0108924723076241
325 	0.0101025153456952
326 	0.00971331205529945
327 	0.00977286024115832
328 	0.0102733594767617
329 	0.0111556167028226
330 	0.0123380065058254
331 	0.0109072152934765
332 	0.0094707106101983
333 	0.00849301990061847
