 	avc0
338 	0.079788259954778
339 	0.0765694506816985
340 	0.073350641408619
341 	0.0701318321355395
342 	0.0669130228624599
343 	0.0636942135893804
344 	0.0639894535277738
345 	0.0647145827636424
346 	0.065439711999511
347 	0.0661648412353796
348 	0.0668899704712482
349 	0.0676150997071168
350 	0.0691919246661519
351 	0.0714191627612206
352 	0.0736464008562893
353 	0.075873638951358
354 	0.0781008770464268
355 	0.0803281151414955
356 	0.0825727807049243
357 	0.0848697286734332
358 	0.0871666766419421
359 	0.0894636246104511
360 	0.09176057257896
361 	0.094057520547469
362 	0.0963544685159779
363 	0.0913832754291786
364 	0.0859399240842605
365 	0.0804965727393423
366 	0.0750532213944241
367 	0.069609870049506
368 	0.0641665187045878
369 	0.059977027127086
370 	0.0565113725762
371 	0.0530457180253139
372 	0.0495800634744279
373 	0.0461144089235418
374 	0.0426487543726557
375 	0.0391947180841526
376 	0.0357637449135141
377 	0.0323327717428756
378 	0.0289017985722371
379 	0.0254708254015986
380 	0.0220398522309601
381 	0.0188358046583167
382 	0.0208078219161356
383 	0.0227798391739545
384 	0.0247518564317734
385 	0.0267238736895923
386 	0.0286958909474112
387 	0.0306679082052301
388 	0.0335581753884379
389 	0.036746417712997
390 	0.0399346600375562
391 	0.0431229023621153
392 	0.0463111446866744
393 	0.0494993870112336
394 	0.0508580231196342
395 	0.0501863367181206
396 	0.049514650316607
397 	0.0488429639150934
398 	0.0481712775135797
399 	0.0474995911120661
400 	0.0460163326319858
401 	0.0412867858376386
402 	0.0365572390432914
403 	0.0318276922489441
404 	0.0270981454545969
405 	0.0223685986602497
406 	0.0176390518659024
407 	0.0201997283857841
408 	0.0232923096109956
409 	0.0263848908362072
410 	0.0294774720614187
411 	0.0325700532866303
412 	0.0356626345118418
413 	0.0416231389028139
414 	0.0489962024649813
415 	0.0563692660271488
416 	0.0637423295893162
417 	0.0711153931514837
418 	0.0784884567136511
419 	0.0881495490441103
420 	0.101049252143214
421 	0.113948955242319
422 	0.126848658341423
423 	0.139748361440527
424 	0.152648064539631
425 	0.163145358234587
426 	0.161485004338858
427 	0.159824650443128
428 	0.158164296547398
429 	0.156503942651669
430 	0.154843588755939
431 	0.15318323486021
432 	0.152970796020715
433 	0.152882554021005
434 	0.152794312021295
435 	0.152706070021586
436 	0.152617828021876
437 	0.152529586022167
438 	0.149189769041223
439 	0.144347762449066
440 	0.139505755856909
441 	0.134663749264752
442 	0.129821742672595
443 	0.124979736080438
444 	0.119416179265849
445 	0.11298134657561
446 	0.10654651388537
447 	0.10011168119513
448 	0.0936768485048908
449 	0.0872420158146512
450 	0.0814173467491244
451 	0.0776469840357968
452 	0.0738766213224693
453 	0.0701062586091417
454 	0.0663358958958142
455 	0.0625655331824866
456 	0.058802896328075
457 	0.0558051195063443
458 	0.0528073426846137
459 	0.049809565862883
460 	0.0468117890411523
461 	0.0438140122194216
462 	0.0408162353976909
463 	0.0397967729561611
464 	0.0392780868364365
465 	0.038759400716712
466 	0.0382407145969874
467 	0.0377220284772628
468 	0.0372033423575383
469 	0.0374735963804732
470 	0.0382875794206464
471 	0.0391015624608196
472 	0.0399155455009928
473 	0.0407295285411661
474 	0.0415435115813393
475 	0.0426122149014518
476 	0.0440743411475774
477 	0.045536467393703
478 	0.0469985936398285
479 	0.0484607198859541
480 	0.0499228461320797
481 	0.0526300559286453
482 	0.0603488834332629
483 	0.0680677109378805
484 	0.0757865384424981
485 	0.0835053659471157
486 	0.0912241934517333
487 	0.0988358611729082
488 	0.0976247067239679
489 	0.0964135522750275
490 	0.0952023978260871
491 	0.0939912433771468
492 	0.0927800889282064
493 	0.091568934479266
494 	0.0911721100915199
495 	0.0909397177353611
496 	0.0907073253792023
497 	0.0904749330230435
498 	0.0902425406668847
499 	0.0900101483107259
500 	0.0876254541521083
501 	0.0841171077587214
502 	0.0806087613653346
503 	0.0771004149719477
504 	0.0735920685785608
505 	0.0700837221851739
506 	0.0662744188967884
507 	0.0621506187303982
508 	0.058026818564008
509 	0.0539030183976178
510 	0.0497792182312276
511 	0.0456554180648374
512 	0.0437381773355314
513 	0.0463416925261057
514 	0.0489452077166799
515 	0.0515487229072542
516 	0.0541522380978285
517 	0.0567557532884028
518 	0.0600406599683193
519 	0.0666057535853014
520 	0.0731708472022834
521 	0.0797359408192654
522 	0.0863010344362474
523 	0.0928661280532294
524 	0.0991321050913203
525 	0.0926921300608736
526 	0.0862521550304269
527 	0.0798121799999802
528 	0.0733722049695335
529 	0.0669322299390868
530 	0.0604922549086401
531 	0.0577997497319186
532 	0.0556134294730103
533 	0.053427109214102
534 	0.0512407889551937
535 	0.0490544686962853
536 	0.046868148437377
537 	0.0462300725493879
538 	0.0461219326541295
539 	0.0460137927588711
540 	0.0459056528636127
541 	0.0457975129683543
542 	0.0456893730730959
543 	0.0456243085832975
544 	0.0455862099977302
545 	0.045548111412163
546 	0.0455100128265957
547 	0.0454719142410284
548 	0.0454338156554611
549 	0.0468362693044687
550 	0.0497320856569359
551 	0.0526279020094031
552 	0.0555237183618703
553 	0.0584195347143375
554 	0.0613153510668047
555 	0.0647413384536633
556 	0.0690547244168028
557 	0.0733681103799423
558 	0.0776814963430818
559 	0.0819948823062213
560 	0.0863082682693607
561 	0.0886659903137471
562 	0.085571558402822
563 	0.0824771264918969
564 	0.0793826945809717
565 	0.0762882626700466
566 	0.0731938307591215
567 	0.0700347580690344
568 	0.0665363212883464
569 	0.0630378845076584
570 	0.0595394477269704
571 	0.0560410109462824
572 	0.0525425741655944
573 	0.0492856690311279
574 	0.0496829039636889
575 	0.0500801388962498
576 	0.0504773738288108
577 	0.0508746087613718
578 	0.0512718436939327
579 	0.0516690786264937
580 	0.0514178628371933
581 	0.0511465918709282
582 	0.0508753209046631
583 	0.050604049938398
584 	0.0503327789721329
585 	0.0500615080058677
586 	0.0494563731656359
587 	0.0488082806711916
588 	0.0481601881767473
589 	0.047512095682303
590 	0.0468640031878587
591 	0.0462159106934144
592 	0.0459175202036151
593 	0.0457027635265748
594 	0.0454880068495345
595 	0.0452732501724942
596 	0.0450584934954538
597 	0.0448437368184135
598 	0.0444289268680805
599 	0.0439419888668325
600 	0.0434550508655845
601 	0.0429681128643365
602 	0.0424811748630884
603 	0.0419942368618404
604 	0.0410349470293249
605 	0.0398430062948417
606 	0.0386510655603584
607 	0.0374591248258752
608 	0.036267184091392
609 	0.0350752433569088
610 	0.0359520909690446
611 	0.0381460558755091
612 	0.0403400207819735
613 	0.042533985688438
614 	0.0447279505949025
615 	0.0469219155013669
616 	0.0489189269055426
617 	0.0507599285462566
618 	0.0526009301869706
619 	0.0544419318276845
620 	0.0562829334683985
621 	0.0581239351091125
622 	0.0587895401236229
623 	0.0583348452287828
624 	0.0578801503339427
625 	0.0574254554391026
626 	0.0569707605442625
627 	0.0565160656494224
628 	0.0572067104266344
629 	0.0591734524705941
630 	0.0611401945145537
631 	0.0631069365585133
632 	0.065073678602473
633 	0.0670404206464326
634 	0.0703672133956455
635 	0.0754249797697258
636 	0.0804827461438062
637 	0.0855405125178865
638 	0.0905982788919668
639 	0.0956560452660472
640 	0.103818796992711
641 	0.11637652798656
642 	0.128934258980408
643 	0.141491989974257
644 	0.154049720968105
645 	0.166607451961954
646 	0.176712828728523
647 	0.183046310414557
648 	0.189379792100591
649 	0.195713273786624
650 	0.202046755472658
651 	0.208380237158692
652 	0.208438482975223
653 	0.198258186057301
654 	0.18807788913938
655 	0.177897592221458
656 	0.167717295303537
657 	0.157536998385615
658 	0.148282795278964
659 	0.140578685022192
660 	0.132874574765421
661 	0.125170464508649
662 	0.117466354251878
663 	0.109762243995106
664 	0.105443164114304
665 	0.106789937215738
666 	0.108136710317172
667 	0.109483483418607
668 	0.110830256520041
669 	0.112177029621475
670 	0.110061441529991
671 	0.102296737807955
672 	0.0945320340859184
673 	0.0867673303638822
674 	0.079002626641846
675 	0.0712379229198098
676 	0.066075895164172
677 	0.0649337765983654
678 	0.0637916580325587
679 	0.0626495394667521
680 	0.0615074209009454
681 	0.0603653023351388
682 	0.0593327669541937
683 	0.0584559829764297
684 	0.0575791989986657
685 	0.0567024150209016
686 	0.0558256310431376
687 	0.0549488470653736
688 	0.0549838392208553
689 	0.0561839940431957
690 	0.0573841488655361
691 	0.0585843036878764
692 	0.0597844585102168
693 	0.0609846133325572
694 	0.0628788757423454
695 	0.0655495974872448
696 	0.0682203192321443
697 	0.0708910409770437
698 	0.0735617627219431
699 	0.0762324844668426
700 	0.0769691779965421
701 	0.075855108713653
702 	0.0747410394307638
703 	0.0736269701478746
704 	0.0725129008649854
705 	0.0713988315820963
706 	0.0694649154449403
707 	0.0668789487576224
708 	0.0642929820703045
709 	0.0617070153829866
710 	0.0591210486956688
711 	0.0565350820083509
712 	0.0521218052589181
713 	0.0465402483058382
714 	0.0409586913527583
715 	0.0353771343996784
716 	0.0297955774465985
717 	0.0242140204935186
718 	0.0206685795070868
719 	0.0181305441782941
720 	0.0155925088495014
721 	0.0130544735207087
722 	0.010516438191916
723 	0.0079784028631233
724 	0.00833906519573495
725 	0.0097448362089889
726 	0.0111506072222429
727 	0.0125563782354968
728 	0.0139621492487508
729 	0.0153679202620047
730 	0.0173349993449689
731 	0.0194354585633097
732 	0.0215359177816505
733 	0.0236363769999913
734 	0.0257368362183322
735 	0.027837295436673
736 	0.0291573627572644
737 	0.0303780114933623
738 	0.0315986602294602
739 	0.0328193089655581
740 	0.034039957701656
741 	0.0352606064377539
742 	0.0422281358503665
743 	0.0493490727553703
744 	0.0564700096603741
745 	0.0635909465653779
746 	0.0707118834703817
747 	0.0786895793014956
748 	0.0987917120566467
749 	0.118893844811798
750 	0.138995977566949
751 	0.1590981103221
752 	0.179200243077251
753 	0.202691586785544
754 	0.243210652993348
755 	0.283729719201153
756 	0.324248785408958
757 	0.364767851616763
758 	0.405286917824568
759 	0.432502570064684
760 	0.42411202609717
761 	0.415721482129656
762 	0.407330938162142
763 	0.398940394194627
764 	0.390549850227113
765 	0.369881897922352
766 	0.3296019816503
767 	0.289322065378248
768 	0.249042149106196
769 	0.208762232834144
770 	0.168482316562093
771 	0.148022133154631
772 	0.146989212654044
773 	0.145956292153458
774 	0.144923371652872
775 	0.143890451152286
776 	0.142857530651699
777 	0.153187509137882
778 	0.170162352483206
779 	0.18713719582853
780 	0.204112039173854
781 	0.221086882519178
782 	0.238061725864503
783 	0.244242002524901
784 	0.247087831884721
785 	0.249933661244541
786 	0.252779490604361
787 	0.255625319964181
788 	0.258471149324001
789 	0.251974957071284
790 	0.244486691726971
791 	0.236998426382657
792 	0.229510161038343
793 	0.22202189569403
794 	0.214866462003435
795 	0.213904307516336
796 	0.212942153029237
797 	0.211979998542139
798 	0.21101784405504
799 	0.210055689567941
800 	0.208032502725395
801 	0.201894580650751
802 	0.195756658576107
803 	0.189618736501463
804 	0.183480814426819
805 	0.177342892352175
806 	0.167324648035961
807 	0.1505557061214
808 	0.133786764206839
809 	0.117017822292278
810 	0.100248880377717
811 	0.0834799384631559
812 	0.0711132365801694
813 	0.0626191819430035
814 	0.0541251273058376
815 	0.0456310726686717
816 	0.0371370180315058
817 	0.0286429633943399
818 	0.0255493360967365
819 	0.0247046119688657
820 	0.0238598878409949
821 	0.023015163713124
822 	0.0221704395852532
823 	0.0213257154573824
824 	0.0198132227808145
825 	0.0182156592519324
826 	0.0166180957230502
827 	0.015020532194168
828 	0.0134229686652858
829 	0.0119630052960183
830 	0.0122001105619984
831 	0.0124372158279784
832 	0.0126743210939585
833 	0.0129114263599386
834 	0.0131485316259186
835 	0.0139199041206834
836 	0.0161431329137443
837 	0.0183663617068052
838 	0.0205895904998661
839 	0.0228128192929269
840 	0.0250360480859878
841 	0.0294901884094265
842 	0.0364600374798866
843 	0.0434298865503468
844 	0.0503997356208069
845 	0.0573695846912671
846 	0.0643394337617272
847 	0.0684812554093707
848 	0.0712799725877708
849 	0.074078689766171
850 	0.0768774069445711
851 	0.0796761241229713
852 	0.0824748413013714
853 	0.0799519992908268
854 	0.0767915236484603
855 	0.0736310480060939
856 	0.0704705723637274
857 	0.0673100967213609
858 	0.0644272867008899
859 	0.0636812947271793
860 	0.0629353027534687
861 	0.0621893107797581
862 	0.0614433188060475
863 	0.0606973268323369
864 	0.0614713201340637
865 	0.0651438900075541
866 	0.0688164598810445
867 	0.0724890297545349
868 	0.0761615996280253
869 	0.0798341695015157
870 	0.0826987955056978
871 	0.084978358707967
872 	0.0872579219102362
873 	0.0895374851125054
874 	0.0918170483147746
875 	0.0940966115170438
876 	0.100455859589471
877 	0.107692512548919
878 	0.114929165508367
879 	0.122165818467814
880 	0.129402471427262
881 	0.13600761471014
882 	0.134473299939453
883 	0.132938985168766
884 	0.131404670398078
885 	0.129870355627391
886 	0.128336040856704
887 	0.126093833666062
888 	0.122401310297952
889 	0.118708786929843
890 	0.115016263561733
891 	0.111323740193624
892 	0.107631216825514
893 	0.100073559752404
894 	0.0898520943150364
895 	0.0796306288776689
896 	0.0694091634403014
897 	0.0591876980029339
898 	0.0489662325655664
899 	0.0429394373738753
900 	0.0375841787180352
901 	0.0322289200621951
902 	0.0268736614063549
903 	0.0215184027505148
904 	0.0171291312107155
905 	0.0187234201522908
906 	0.020317709093866
907 	0.0219119980354413
908 	0.0235062869770165
909 	0.0251005759185918
910 	0.0293019676482857
911 	0.0370450839203299
912 	0.0447882001923741
913 	0.0525313164644182
914 	0.0602744327364624
915 	0.0680175490085066
916 	0.0726193243533838
917 	0.0759689568112088
918 	0.0793185892690337
919 	0.0826682217268587
920 	0.0860178541846837
921 	0.0892634024672172
922 	0.0846065599026464
923 	0.0799497173380757
924 	0.0752928747735049
925 	0.0706360322089342
926 	0.0659791896443634
927 	0.0623781883508387
928 	0.0610416013555951
929 	0.0597050143603516
930 	0.058368427365108
931 	0.0570318403698645
932 	0.0556952533746209
933 	0.0534470798763866
934 	0.0506635301779831
935 	0.0478799804795797
936 	0.0450964307811762
937 	0.0423128810827728
938 	0.0395293313843693
939 	0.0413739964287759
940 	0.043467385342396
941 	0.045560774256016
942 	0.047654163169636
943 	0.0497475520832561
944 	0.0523810733919248
945 	0.0564314637368809
946 	0.060481854081837
947 	0.0645322444267931
948 	0.0685826347717492
949 	0.0726330251167053
950 	0.0785698743745523
951 	0.0857178984024162
952 	0.09286592243028
953 	0.100013946458144
954 	0.107161970486008
955 	0.114309994513871
956 	0.114518981048311
957 	0.114355058297013
958 	0.114191135545715
959 	0.114027212794417
960 	0.113863290043119
961 	0.110930605211465
962 	0.101412756513019
963 	0.0918949078145731
964 	0.0823770591161272
965 	0.0728592104176813
966 	0.0633413617192354
967 	0.0578953804736862
968 	0.0546323204893678
969 	0.0513692605050493
970 	0.0481062005207309
971 	0.0448431405364124
972 	0.0416093834029506
973 	0.0407882276566923
974 	0.0399670719104341
975 	0.0391459161641758
976 	0.0383247604179175
977 	0.0375036046716593
978 	0.03699501054141
979 	0.0369942264907133
980 	0.0369934424400167
981 	0.03699265838932
982 	0.0369918743386234
983 	0.0369910902879267
984 	0.0381080541112711
985 	0.0395857725394646
986 	0.0410634909676582
987 	0.0425412093958517
988 	0.0440189278240453
989 	0.0454972601780066
990 	0.0469793953383423
991 	0.0484615304986779
992 	0.0499436656590136
993 	0.0514258008193492
994 	0.0529079359796849
995 	0.053901441406021
996 	0.0544598908688149
997 	0.0550183403316088
998 	0.0555767897944027
999 	0.0561352392571966
1000 	0.0566936887199905
1001 	0.0576384600884371
1002 	0.0586141038337932
1003 	0.0595897475791493
1004 	0.0605653913245055
1005 	0.0615410350698616
1006 	0.0625194916569347
1007 	0.0635036591650694
1008 	0.064487826673204
1009 	0.0654719941813387
1010 	0.0664561616894734
1011 	0.0674403291976081
1012 	0.0670871405628913
1013 	0.0662665089578661
1014 	0.0654458773528408
1015 	0.0646252457478156
1016 	0.0638046141427903
1017 	0.062554093930511
1018 	0.0590297603930701
1019 	0.0555054268556292
1020 	0.0519810933181884
1021 	0.0484567597807475
1022 	0.0449324262433066
1023 	0.0437155235906485
1024 	0.0441422703353704
1025 	0.0445690170800922
1026 	0.0449957638248141
1027 	0.045422510569536
1028 	0.045850958876467
1029 	0.0463777975158452
1030 	0.0469046361552234
1031 	0.0474314747946015
1032 	0.0479583134339797
1033 	0.0484851520733579
1034 	0.0483169969093361
1035 	0.0473230613618438
1036 	0.0463291258143515
1037 	0.0453351902668593
1038 	0.044341254719367
1039 	0.0433473191718747
1040 	0.0431568294448087
1041 	0.043051661397788
1042 	0.0429464933507673
1043 	0.0428413253037466
1044 	0.0427361572567259
1045 	0.043373912008135
1046 	0.0453439473086841
1047 	0.0473139826092331
1048 	0.0492840179097821
1049 	0.0512540532103311
1050 	0.0532240885108801
1051 	0.0549388796003434
1052 	0.0565972614075033
1053 	0.0582556432146633
1054 	0.0599140250218232
1055 	0.0615724068289831
1056 	0.06256274776509
1057 	0.0618934610319958
1058 	0.0612241742989017
1059 	0.0605548875658075
1060 	0.0598856008327134
1061 	0.0592163140996192
1062 	0.0593024325152891
1063 	0.0596231918487271
1064 	0.0599439511821652
1065 	0.0602647105156033
1066 	0.0605854698490414
1067 	0.0612525896821945
1068 	0.0629813185266687
1069 	0.0647100473711429
1070 	0.0664387762156172
1071 	0.0681675050600914
1072 	0.0698962339045656
1073 	0.0722846210272644
1074 	0.0749096247062827
1075 	0.0775346283853011
1076 	0.0801596320643194
1077 	0.0827846357433377
1078 	0.0846697044814745
1079 	0.0841325930285194
1080 	0.0835954815755643
1081 	0.0830583701226092
1082 	0.082521258669654
1083 	0.0819841472166989
1084 	0.0780331925081859
1085 	0.0728702771859116
1086 	0.0677073618636372
1087 	0.0625444465413629
1088 	0.0573815312190885
1089 	0.0527541254227666
1090 	0.0497332482043017
1091 	0.0467123709858368
1092 	0.0436914937673719
1093 	0.040670616548907
1094 	0.0376497393304421
1095 	0.0394744916053465
1096 	0.0427548230908729
1097 	0.0460351545763993
1098 	0.0493154860619257
1099 	0.0525958175474521
1100 	0.0558681127816601
1101 	0.0591212947694891
1102 	0.0623744767573181
1103 	0.0656276587451471
1104 	0.0688808407329761
1105 	0.0721340227208051
1106 	0.0711191055972173
1107 	0.0692237964976916
1108 	0.0673284873981658
1109 	0.0654331782986401
1110 	0.0635378691991144
1111 	0.0619426276574798
1112 	0.06085831195766
1113 	0.0597739962578402
1114 	0.0586896805580205
1115 	0.0576053648582007
1116 	0.056521049158381
1117 	0.0529149008350017
1118 	0.0490864799952916
1119 	0.0452580591555815
1120 	0.0414296383158714
1121 	0.0376012174761613
1122 	0.0351352918159491
1123 	0.0341813333802434
1124 	0.0332273749445378
1125 	0.0322734165088321
1126 	0.0313194580731265
1127 	0.030422629830478
1128 	0.0310127306665872
1129 	0.0316028315026963
1130 	0.0321929323388054
1131 	0.0327830331749146
1132 	0.0333731340110237
1133 	0.0338554557083671
1134 	0.034268288224138
1135 	0.0346811207399088
1136 	0.0350939532556796
1137 	0.0355067857714504
1138 	0.0364525211148849
1139 	0.0397459094558652
1140 	0.0430392977968456
1141 	0.046332686137826
1142 	0.0496260744788064
1143 	0.0529194628197867
1144 	0.0573756826482214
1145 	0.0621792417521294
1146 	0.0669828008560374
1147 	0.0717863599599455
1148 	0.0765899190638535
1149 	0.0814926962892555
1150 	0.0865695835515491
1151 	0.0916464708138427
1152 	0.0967233580761363
1153 	0.10180024533843
1154 	0.106877132600724
1155 	0.109599845521565
1156 	0.112232107299484
1157 	0.114864369077403
1158 	0.117496630855323
1159 	0.120128892633242
1160 	0.117986921397506
1161 	0.112243335783045
1162 	0.106499750168585
1163 	0.100756164554125
1164 	0.0950125789396645
1165 	0.090005012583095
1166 	0.0882615316310853
1167 	0.0865180506790756
1168 	0.0847745697270659
1169 	0.0830310887750563
1170 	0.0812876078230466
1171 	0.0762341499957753
1172 	0.0703839979826472
1173 	0.0645338459695192
1174 	0.0586836939563911
1175 	0.052833541943263
1176 	0.0489559993019007
1177 	0.0476405814767405
1178 	0.0463251636515803
1179 	0.0450097458264201
1180 	0.0436943280012599
1181 	0.0424198723611636
1182 	0.0416733737730028
1183 	0.0409268751848419
1184 	0.040180376596681
1185 	0.0394338780085202
1186 	0.0386873794203593
1187 	0.0382422022381892
1188 	0.0379165436025294
1189 	0.0375908849668697
1190 	0.0372652263312099
1191 	0.0369395676955501
1192 	0.0373606839110396
1193 	0.0390643047621988
1194 	0.0407679256133579
1195 	0.0424715464645171
1196 	0.0441751673156762
1197 	0.0460680483606366
1198 	0.0547813060192395
1199 	0.0634945636778423
1200 	0.0722078213364451
1201 	0.0809210789950479
1202 	0.0896343366536507
1203 	0.09523941634753
1204 	0.0994675687179313
1205 	0.103695721088333
1206 	0.107923873458734
1207 	0.112152025829135
1208 	0.114623818815054
1209 	0.11406625079177
1210 	0.113508682768486
1211 	0.112951114745202
1212 	0.112393546721917
1213 	0.111921852856168
1214 	0.113116818660129
1215 	0.114311784464091
1216 	0.115506750268052
1217 	0.116701716072014
1218 	0.117896681875975
1219 	0.11763507825831
1220 	0.116856372759255
1221 	0.1160776672602
1222 	0.115298961761145
1223 	0.114520256262089
1224 	0.113382950685102
1225 	0.111777977725374
1226 	0.110173004765645
1227 	0.108568031805917
1228 	0.106963058846188
1229 	0.104567231467391
1230 	0.0972314293839684
1231 	0.089895627300546
1232 	0.0825598252171236
1233 	0.0752240231337012
1234 	0.0678882210502788
1235 	0.0626813623593372
1236 	0.0578531496663517
1237 	0.0530249369733662
1238 	0.0481967242803807
1239 	0.0433685115873953
1240 	0.0403582544919685
1241 	0.0387306678510231
1242 	0.0371030812100777
1243 	0.0354754945691323
1244 	0.0338479079281869
1245 	0.032737946346224
1246 	0.0328650209221682
1247 	0.0329920954981123
1248 	0.0331191700740564
1249 	0.0332462446500005
1250 	0.0334262394746648
1251 	0.035378150213376
1252 	0.0373300609520871
1253 	0.0392819716907983
1254 	0.0412338824295094
1255 	0.0431857931682205
1256 	0.0415032432077012
1257 	0.0387350751162429
1258 	0.0359669070247845
1259 	0.0331987389333261
1260 	0.0304305708418677
1261 	0.0314418373782006
1262 	0.0359558169318119
1263 	0.0404697964854232
1264 	0.0449837760390345
1265 	0.0494977555926458
1266 	0.0540942693693655
1267 	0.0589072859632245
1268 	0.0637203025570836
1269 	0.0685333191509426
1270 	0.0733463357448016
1271 	0.0780704473164668
1272 	0.0806608383554791
1273 	0.0832512293944914
1274 	0.0858416204335037
1275 	0.0884320114725161
1276 	0.0910224025115284
1277 	0.0883419541841762
1278 	0.0844411637375172
1279 	0.0805403732908582
1280 	0.0766395828441992
1281 	0.0727387923975402
1282 	0.07553298876667
1283 	0.0829604332029043
1284 	0.0903878776391386
1285 	0.0978153220753729
1286 	0.105242766511607
1287 	0.114915649645775
1288 	0.128283408097707
1289 	0.141651166549639
1290 	0.155018925001572
1291 	0.168386683453504
1292 	0.179935461811963
1293 	0.182788884463471
1294 	0.18564230711498
1295 	0.188495729766488
1296 	0.191349152417996
1297 	0.194202575069504
1298 	0.183437580022437
1299 	0.172323394777968
1300 	0.1612092095335
1301 	0.150095024289032
1302 	0.138980839044563
1303 	0.135183777349864
1304 	0.133390768601917
1305 	0.131597759853969
1306 	0.129804751106021
1307 	0.128011742358073
1308 	0.126024155574593
1309 	0.123908463517306
1310 	0.121792771460018
1311 	0.119677079402731
1312 	0.117561387345444
1313 	0.110618309401429
1314 	0.0972236783564644
1315 	0.0838290473114997
1316 	0.070434416266535
1317 	0.0570397852215703
1318 	0.0461266157986946
1319 	0.0422395005471755
1320 	0.0383523852956564
1321 	0.0344652700441373
1322 	0.0305781547926182
1323 	0.0282940300632652
1324 	0.0402781081005026
1325 	0.0522621861377399
1326 	0.0642462641749772
1327 	0.0762303422122145
1328 	0.0882144202494519
1329 	0.0898771812819893
1330 	0.0909852666904603
1331 	0.0920933520989314
1332 	0.0932014375074024
1333 	0.0943095229158735
1334 	0.0891601656427784
1335 	0.0824950303288076
1336 	0.0758298950148368
1337 	0.069164759700866
1338 	0.0624996243868952
1339 	0.0573554916452992
1340 	0.0529639027773293
1341 	0.0485723139093594
1342 	0.0441807250413894
1343 	0.0397891361734195
1344 	0.03644754403383
1345 	0.0340003935517499
1346 	0.0315532430696698
1347 	0.0291060925875896
1348 	0.0266589421055095
1349 	0.025131276155681
1350 	0.0248785994975898
1351 	0.0246259228394986
1352 	0.0243732461814074
1353 	0.0241205695233163
1354 	0.0250054561073819
1355 	0.0284703063844431
1356 	0.0319351566615044
1357 	0.0354000069385656
1358 	0.0388648572156268
1359 	0.0441309566421586
1360 	0.0566020526665704
1361 	0.0690731486909822
1362 	0.081544244715394
1363 	0.0940153407398058
1364 	0.107127129482208
