 	sdmm10
334 	0.00770940934613528
335 	0.00770224929401052
336 	0.00795282074244989
337 	0.00804812467618965
338 	0.00809024048751011
339 	0.00835968378089774
340 	0.00883568198364246
341 	0.00948719562063128
342 	0.0102809107962665
343 	0.0105737563761443
344 	0.00931754059789621
345 	0.00825035929412891
346 	0.00745385276004147
347 	0.00702075781179779
348 	0.0070186741150195
349 	0.00744796342708215
350 	0.00723422604202172
351 	0.00731052801524998
352 	0.00770760138232341
353 	0.00837997160187204
354 	0.00926791426373375
355 	0.0103159125298737
356 	0.00969300277756304
357 	0.00855056642982848
358 	0.00803487287740457
359 	0.00826409647216622
360 	0.00918262006763679
361 	0.0106129564482258
362 	0.0109594674202473
363 	0.00917728157647594
364 	0.00794757569947296
365 	0.00754548296865401
366 	0.0080952800030702
367 	0.0094319507416247
368 	0.0109923508117603
369 	0.00937114635969151
370 	0.00798627985259458
371 	0.00697987261605845
372 	0.00652933776520198
373 	0.00674696640209722
374 	0.00757539000139336
375 	0.00741400585716762
376 	0.00722222450923133
377 	0.00738776396595596
378 	0.00788816021103289
379 	0.00866559704558648
380 	0.00965337030996643
381 	0.0100546580365504
382 	0.0100357436508744
383 	0.0103308974144824
384 	0.0109146699684161
385 	0.0117441001366101
386 	0.0127714151090002
387 	0.0132271797165885
388 	0.0116093035041545
389 	0.0102108878711779
390 	0.0091333013228247
391 	0.00849945960981069
392 	0.0084102968398056
393 	0.00888223118805368
394 	0.00840620212646228
395 	0.00818400684071567
396 	0.00826411734195125
397 	0.00863812691553644
398 	0.00927053242651185
399 	0.0101129738468868
400 	0.00987212269955571
401 	0.00925767010493617
402 	0.0087620628221761
403 	0.00840634724353437
404 	0.00820872968303751
405 	0.00818067552165896
406 	0.00794508790911738
407 	0.007445923785084
408 	0.0071406820623502
409 	0.00705458005769827
410 	0.00719548882550674
411 	0.00755070985127388
412 	0.00782926563401747
413 	0.00739519285430313
414 	0.00723434189480998
415 	0.00736463687251498
416 	0.00777144762520788
417 	0.0084147649065811
418 	0.00924534947901084
419 	0.00839720092590469
420 	0.00763334090358975
421 	0.00703274586611962
422 	0.00663986796487952
423 	0.00649252569276769
424 	0.00660716612914103
425 	0.00653539269755296
426 	0.00652450270751852
427 	0.0067211460899837
428 	0.00710811967110069
429 	0.00765661916695435
430 	0.00833481614615197
431 	0.00906389402292067
432 	0.00987157778582513
433 	0.0107909593229817
434 	0.0117959501628603
435 	0.0128665053291448
436 	0.0139875787944494
437 	0.014742873848073
438 	0.0145879191078359
439 	0.0145428705661829
440 	0.0146087450016814
441 	0.0147840597453802
442 	0.0150649945369126
443 	0.0152632991983951
444 	0.0132268430194524
445 	0.0113764842667759
446 	0.00981801183807647
447 	0.00870955009185159
448 	0.00823487178538834
449 	0.00850081807889974
450 	0.00827512934224283
451 	0.00814053155651981
452 	0.00827299530636089
453 	0.00866027468270907
454 	0.0092704893476775
455 	0.0100631653487042
456 	0.010343021919169
457 	0.0103413045563164
458 	0.0103921429266404
459 	0.0104947732926494
460 	0.0106476981313168
461 	0.0108487907944775
462 	0.0100903466104473
463 	0.00853588948575577
464 	0.00779371781599888
465 	0.00809054874320115
466 	0.0093277132259264
467 	0.0111977588191764
468 	0.0125047712461258
469 	0.0113513346750677
470 	0.010370245545688
471 	0.00961441029056594
472 	0.00913988383831147
473 	0.00899131618314712
474 	0.00907215765371194
475 	0.00804925543598093
476 	0.00742378118420744
477 	0.00729863593322584
478 	0.00769825897966663
479 	0.00854937667714552
480 	0.00973427127395169
481 	0.00988260022980278
482 	0.00996028053420156
483 	0.010113856176038
484 	0.0103399459665347
485 	0.0106339257023841
486 	0.0109903487892097
487 	0.0100750064293879
488 	0.00880399734681468
489 	0.00781181871689855
490 	0.00721444257729647
491 	0.00711205873070414
492 	0.00752489898465866
493 	0.00752570949318421
494 	0.00701405223559867
495 	0.00666912847818883
496 	0.00651746431217314
497 	0.00657245220365204
498 	0.00682910209215746
499 	0.00702317755430134
500 	0.00696657561040851
501 	0.00704377040176002
502 	0.00725048965041379
503 	0.00757613831906992
504 	0.00800621736211783
505 	0.00826043306268988
506 	0.00770088488689905
507 	0.00726787006190101
508 	0.00698496069920229
509 	0.00687072414228959
510 	0.00693350258143734
511 	0.00711770926105714
512 	0.0067810742063844
513 	0.00652817388397785
514 	0.00636899095036369
515 	0.00631062134750486
516 	0.00635584317433644
517 	0.00650249549952474
518 	0.00618431752120902
519 	0.00594367263519265
520 	0.00583968136524413
521 	0.00587959908181311
522 	0.00606058290432299
523 	0.00637062145944358
524 	0.00622570439133332
525 	0.00616369174665603
526 	0.00635681684005618
527 	0.00678332280957833
528 	0.00740298182832882
529 	0.00817197253867666
530 	0.00843150295016739
531 	0.00844410100613949
532 	0.0085311360570664
533 	0.00869037190605552
534 	0.00891794180997095
535 	0.00920878109228277
536 	0.00922831209586132
537 	0.00904341074102112
538 	0.00896206207969687
539 	0.00898707854684676
540 	0.00911758466324139
541 	0.00934916384351481
542 	0.00916135367688207
543 	0.00834112223451639
544 	0.00766809883800268
545 	0.00718377756947022
546 	0.00692784824212252
547 	0.00692567708488836
548 	0.00716488159220821
549 	0.00785935074958794
550 	0.00904641818762615
551 	0.0105612684698126
552 	0.0122832212063116
553 	0.0141367986673288
554 	0.0156430921095143
555 	0.015311265929923
556 	0.015034984424113
557 	0.0148173549433173
558 	0.0146609896332277
559 	0.0145678613791249
560 	0.0144198637939612
561 	0.0130234107021066
562 	0.0117191858908859
563 	0.0105414774450537
564 	0.00953726966453459
565 	0.00876639126057976
566 	0.0082941579417761
567 	0.00743466393821393
568 	0.00670181157520878
569 	0.00615198646086499
570 	0.00583714013446398
571 	0.00579569503974409
572 	0.00603328812072641
573 	0.00674438732891478
574 	0.00804230252219475
575 	0.00969459983798675
576 	0.0115501804714474
577 	0.0135256363462661
578 	0.0155754221440058
579 	0.0156637886638167
580 	0.0153480308229354
581 	0.0150921682706268
582 	0.0148992870368394
583 	0.0147718544344785
584 	0.0147115713229686
585 	0.0136764851236657
586 	0.0124628611990454
587 	0.0115225513640474
588 	0.0109263483080654
589 	0.0107317566829869
590 	0.0109601885201906
591 	0.0105779540309382
592 	0.00983645831132161
593 	0.00921692276534297
594 	0.00874530565140118
595 	0.0084464210842678
596 	0.00833886322296391
597 	0.00791682807777583
598 	0.00770766081999115
599 	0.00817028125482366
600 	0.00920394199317599
601 	0.010643551691447
602 	0.0123479321737361
603 	0.0128379362264078
604 	0.0122499398707788
605 	0.0117504071657792
606 	0.0113510233778725
607 	0.0110626405676012
608 	0.0108940773987694
609 	0.0109350056148546
610 	0.0113231149719161
611 	0.011989279453581
612 	0.0128904621811397
613 	0.0139812915336614
614 	0.0152210484176869
615 	0.015802418114624
616 	0.0155739816492604
617 	0.0155332793060179
618 	0.0156817729556066
619 	0.0160142004330154
620 	0.016519461354159
621 	0.0165891547590867
622 	0.0158777479063972
623 	0.0152449510930138
624 	0.0147009190654453
625 	0.0142558178018755
626 	0.0139191412566607
627 	0.013202112693143
628 	0.0117473903823573
629 	0.01042901878712
630 	0.00930513491370503
631 	0.00845366722174189
632 	0.00796249295530014
633 	0.00797906070473152
634 	0.00841380739842082
635 	0.00900360454983818
636 	0.00972026900791476
637 	0.0105379485207893
638 	0.0114349938002431
639 	0.012208215973132
640 	0.0126777797077365
641 	0.0132411291715656
642 	0.0138868552058126
643 	0.0146040349090672
644 	0.0153826774682508
645 	0.0156755109682402
646 	0.0148183595389991
647 	0.0140362419142219
648 	0.0133423598758975
649 	0.01275112620035
650 	0.0122773793633833
651 	0.0114990058965993
652 	0.00987617805100086
653 	0.00852764454703796
654 	0.00760083038139181
655 	0.00725910433822657
656 	0.00758199455554663
657 	0.00802408203231331
658 	0.00762920341438642
659 	0.00739649091310218
660 	0.00734138214029529
661 	0.00746781001665255
662 	0.00776691457224241
663 	0.00789558771877357
664 	0.00736761770532675
665 	0.00691205458322547
666 	0.00654403767973413
667 	0.00627897940980216
668 	0.00613024945547135
669 	0.00624221520751963
670 	0.00680046653074939
671 	0.007490764939803
672 	0.00828015058677118
673 	0.0091429944823629
674 	0.0100604136335499
675 	0.0104882729069625
676 	0.00992306458120593
677 	0.00947297005688163
678 	0.00915498343080431
679 	0.00898314479689377
680 	0.0089658612620066
681 	0.00847276902515023
682 	0.00733035734912412
683 	0.00708123826341806
684 	0.00781135099620159
685 	0.00929268238957667
686 	0.0112318369008085
687 	0.0117371735351778
688 	0.00974306453750941
689 	0.00809027525017789
690 	0.00702402902325873
691 	0.00682499793918601
692 	0.00756197018471893
693 	0.00817513172603908
694 	0.00783454108692456
695 	0.0075384502838014
696 	0.00729228185508486
697 	0.00710122946824509
698 	0.00696982701373306
699 	0.00663862536550656
700 	0.0062725691875184
701 	0.0062913513283136
702 	0.00669173211625743
703 	0.00741212896208903
704 	0.00837031855074445
705 	0.00852309775533441
706 	0.00786401145708956
707 	0.00732361188710724
708 	0.00692972149326467
709 	0.00670819818587252
710 	0.00667622197452764
711 	0.00628911543847388
712 	0.00564834038435322
713 	0.00520553589214667
714 	0.00501343569612553
715 	0.00510044603557287
716 	0.00545322297107344
717 	0.0055041223318986
718 	0.00546446917340949
719 	0.0056440578272242
720 	0.00602330962795617
721 	0.00656772667661182
722 	0.00724014593985495
723 	0.00715561205074928
724 	0.00693566954994482
725 	0.00698921798965883
726 	0.00731024977847168
727 	0.00786608309491167
728 	0.00861137052995636
729 	0.0083453540321142
730 	0.00781576657468839
731 	0.0073589987934867
732 	0.00698934204334656
733 	0.00672118471841654
734 	0.00656697256756043
735 	0.00618204941643182
736 	0.00589094097978852
737 	0.00577544971231008
738 	0.00584599317852985
739 	0.00609611648669352
740 	0.00650513791607678
741 	0.00629477259769379
742 	0.00619442613898702
743 	0.00625403636099328
744 	0.0064691830161511
745 	0.0068251732188173
746 	0.0072493097952483
747 	0.00668132123442842
748 	0.00643847401284889
749 	0.00655699435999465
750 	0.00701859926952935
751 	0.00776232114910476
752 	0.00838159595200734
753 	0.00716278871139463
754 	0.00617838683677662
755 	0.00555445011184928
756 	0.00541700088098441
757 	0.0058007250756733
758 	0.00619948226132908
759 	0.00561613805153878
760 	0.00528541307490142
761 	0.0052552197464735
762 	0.00553048246069911
763 	0.00606978552878642
764 	0.00640822956841607
765 	0.00616138191125173
766 	0.0060084208102073
767 	0.00595658349477436
768 	0.00600848782551473
769 	0.00616151261379487
770 	0.00617826593758134
771 	0.00608932567302986
772 	0.00615786318748061
773 	0.00637880440568627
774 	0.00673717203157541
775 	0.00721251017655066
776 	0.0071891743543231
777 	0.00689986195124739
778 	0.00673333566192351
779 	0.00669875887507794
780 	0.00679814525714072
781 	0.00702581202056954
782 	0.00678893249933251
783 	0.00660824466320346
784 	0.00671677443465277
785 	0.00710127371055625
786 	0.00772062083303239
787 	0.00852377568989554
788 	0.0078626702008157
789 	0.00709593726038295
790 	0.0064508819338852
791 	0.00596709636688576
792 	0.00568589567118634
793 	0.00564195270570373
794 	0.0059916776259984
795 	0.00661952676569349
796 	0.00745556381616615
797 	0.00843813323072526
798 	0.00952198069780467
799 	0.0103312174768097
800 	0.00977448984674066
801 	0.0093552125133676
802 	0.00909242007233713
803 	0.00899983091889753
804 	0.00908265173619381
805 	0.00903063040403988
806 	0.00852056126117604
807 	0.00809705749948599
808 	0.00777427895871733
809 	0.00756512945952491
810 	0.00747914777125259
811 	0.00703697762326031
812 	0.00634662986008747
813 	0.00594225612393003
814 	0.00588312381771422
815 	0.00617915241901922
816 	0.00678400649551047
817 	0.00650435417873996
818 	0.00594093142246013
819 	0.00564780468562658
820 	0.00566707314972431
821 	0.00599572573742296
822 	0.00658761905920455
823 	0.00648271133799793
824 	0.00640940794671483
825 	0.00650079265593543
826 	0.00675018007729908
827 	0.00714103549836546
828 	0.00759196508442288
829 	0.00726178408874783
830 	0.00708189535112235
831 	0.00706379039051044
832 	0.00720868829275126
833 	0.00750715648079835
834 	0.00765550528681713
835 	0.00711033295052293
836 	0.0067381299175544
837 	0.00656836673398597
838 	0.00661664378413769
839 	0.00687837153895778
840 	0.00687623447599079
841 	0.00651874502577909
842 	0.00637709373997459
843 	0.00646548251414499
844 	0.00677491368417299
845 	0.00727724525011095
846 	0.00720405052737469
847 	0.00709365968671649
848 	0.00736612677190678
849 	0.00798234248873931
850 	0.00887095889485123
851 	0.00995932648022061
852 	0.0091822935143342
853 	0.00828856284670707
854 	0.00761506126896927
855 	0.00722365325734929
856 	0.00716074708536644
857 	0.00735109305682083
858 	0.0069954601114215
859 	0.0067803800087031
860 	0.00671936319942846
861 	0.00681654812942209
862 	0.00706540960221724
863 	0.00722009263221881
864 	0.00698673484346649
865 	0.00682528455424752
866 	0.00674091047548055
867 	0.00673650934452627
868 	0.00681223616573799
869 	0.00674635318600262
870 	0.00662630207853666
871 	0.00664057853630468
872 	0.00678833510462772
873 	0.00706119747802674
874 	0.00744542358027674
875 	0.00750142753506269
876 	0.00758471134247171
877 	0.00780014105049287
878 	0.00813722789656845
879 	0.0085816477699765
880 	0.00905578979098284
881 	0.0084162318497434
882 	0.00783037081488777
883 	0.00731112675232086
884 	0.00687361334511931
885 	0.00653426852736764
886 	0.00627782336304658
887 	0.00616056725629294
888 	0.00630718981906532
889 	0.00670039026183184
890 	0.00730043475833446
891 	0.00806126524890864
892 	0.00852099274622925
893 	0.00881827818761027
894 	0.00927641040465554
895 	0.00987302369012893
896 	0.0105847272314793
897 	0.0113899671348305
898 	0.0105299921295591
899 	0.00945308458203667
900 	0.00855545325344103
901 	0.0078984587748878
902 	0.00754522498375642
903 	0.00740260629600673
904 	0.00646299786268735
905 	0.00586780516817671
906 	0.00572546664730646
907 	0.00606793489469962
908 	0.00682258998931968
909 	0.00735846604496357
910 	0.00720988397359835
911 	0.00712220801160944
912 	0.0070976955893115
913 	0.00713699755264391
914 	0.00723907460414473
915 	0.00711183310635962
916 	0.00701410810724671
917 	0.00710750770908328
918 	0.00738478368107797
919 	0.00782641712950797
920 	0.00840654453630617
921 	0.0081583772416068
922 	0.00794115101327182
923 	0.00778182632800955
924 	0.00768400572406809
925 	0.00765004890966156
926 	0.00759562138921698
927 	0.00736799430214819
928 	0.00717994943669439
929 	0.00703466174875025
930 	0.00693481910751923
931 	0.00688239960461028
932 	0.00665866519204675
933 	0.00636220623068136
934 	0.0061663242335133
935 	0.00608074678251389
936 	0.00611011037236151
937 	0.00625279589791426
938 	0.00622085367265303
939 	0.00622587130186911
940 	0.00629531213685833
941 	0.00642708835443204
942 	0.0066174770806583
943 	0.00669307133166129
944 	0.00632410967947257
945 	0.00614984206997535
946 	0.00618674280972034
947 	0.00643117800732974
948 	0.00686100206898706
949 	0.00695177445699018
950 	0.0068317848696336
951 	0.00691005027771138
952 	0.00718009046652579
953 	0.00762154822237193
954 	0.00820680750571365
955 	0.00770314111030627
956 	0.00755967350203036
957 	0.00796436733653695
958 	0.0088422753749971
959 	0.010070388456522
960 	0.010856826652621
961 	0.00965188392811691
962 	0.00866736012048211
963 	0.00798520439650154
964 	0.00768634742574088
965 	0.00781488796746193
966 	0.00743032712963504
967 	0.00658827384348808
968 	0.00592516270377937
969 	0.00550602976216049
970 	0.00538811509374162
971 	0.00559051112431464
972 	0.00558486258127068
973 	0.0056980609804478
974 	0.00594638032941033
975 	0.00631389818630033
976 	0.00678126188786476
977 	0.00712560550474485
978 	0.00707614927476395
979 	0.00707492799094517
980 	0.00712196646750049
981 	0.00721632104469916
982 	0.00735617123542943
983 	0.00713450607042812
984 	0.00678933094922718
985 	0.00652100992446759
986 	0.00633930942292516
987 	0.00625178656960416
988 	0.00625871972492502
989 	0.00628367402503574
990 	0.00635777469742941
991 	0.0064793357797123
992 	0.00664575340964951
993 	0.00685376085153967
994 	0.00687674322322736
995 	0.00668377021354531
996 	0.00656286952635288
997 	0.00651805291598423
998 	0.00655088211269243
999 	0.00666020903098395
1000 	0.00652020707392933
1001 	0.00635754048838356
1002 	0.00623289590342338
1003 	0.00614858610831343
1004 	0.00610628204611735
1005 	0.00606743806248779
1006 	0.00599775600145246
1007 	0.0060542447478475
1008 	0.00623347510492868
1009 	0.00652534093390827
1010 	0.00691559590539807
1011 	0.00683530442713113
1012 	0.00650195007600916
1013 	0.00621589993213438
1014 	0.0059839416890321
1015 	0.005812554800189
1016 	0.00569745993636351
1017 	0.00548012993153223
1018 	0.00529417610899491
1019 	0.00514300296968592
1020 	0.00502974757675896
1021 	0.00495700959169901
1022 	0.00495283135796774
1023 	0.00503653133965853
1024 	0.00518286720166885
1025 	0.00538673666933749
1026 	0.00564190628062127
1027 	0.00594177044606409
1028 	0.00604951123761277
1029 	0.006274154913094
1030 	0.00662892536368351
1031 	0.00709432738357613
1032 	0.00765019663261777
1033 	0.0080570683909182
1034 	0.00808772513506565
1035 	0.00815241709293771
1036 	0.00825034368050712
1037 	0.00838033991125391
1038 	0.00854094157585903
1039 	0.00802083271283659
1040 	0.00744259999499559
1041 	0.00704405697364408
1042 	0.00685660916886883
1043 	0.00689748842880691
1044 	0.00694872150004779
1045 	0.00645872398354744
1046 	0.00610187459491652
1047 	0.00590237280375755
1048 	0.00587626658032107
1049 	0.0060258100034329
1050 	0.00590864552757833
1051 	0.00566239183219379
1052 	0.00546590669425772
1053 	0.00532470244780691
1054 	0.00524324725369149
1055 	0.00524346685577519
1056 	0.0054694000735841
1057 	0.00584464682941457
1058 	0.00634276145338959
1059 	0.00693732773097675
1060 	0.00760575940572066
1061 	0.00777281565406888
1062 	0.00776965235582781
1063 	0.0079527480357969
1064 	0.0083097998750566
1065 	0.00881970609818028
1066 	0.00936807500280105
1067 	0.00923308017949293
1068 	0.00917070247633482
1069 	0.00918242191274346
1070 	0.00926795740298141
1071 	0.00942529949810582
1072 	0.0089311902898802
1073 	0.00811917471375537
1074 	0.00758021207519863
1075 	0.00737441599121976
1076 	0.00752915575295109
1077 	0.00793917187083738
1078 	0.00762041678284712
1079 	0.00747752483906516
1080 	0.007520527063864
1081 	0.00774632821036659
1082 	0.00813972960190124
1083 	0.0084699471744369
1084 	0.00891395154297935
1085 	0.00961921803973628
1086 	0.0105333981171303
1087 	0.0116072344985578
1088 	0.0125807697412287
1089 	0.0113250409677766
1090 	0.0102124571448877
1091 	0.00929456568780183
1092 	0.00863368774556419
1093 	0.00829150886300522
1094 	0.00809979767412263
1095 	0.00803830843344813
1096 	0.00822407169125894
1097 	0.00864115620139414
1098 	0.00925835181946661
1099 	0.00984481195745451
1100 	0.00915161537792099
1101 	0.00862700452756106
1102 	0.00830299655287875
1103 	0.00820339551290026
1104 	0.0083362488968616
1105 	0.00809607575433706
1106 	0.00772692714880583
1107 	0.0075714921560834
1108 	0.00764282104592302
1109 	0.00793480077721343
1110 	0.0082716438414226
1111 	0.00811279487857827
1112 	0.0081522442203137
1113 	0.0083871942326741
1114 	0.00880200343948901
1115 	0.00937282231689911
1116 	0.00931668459821103
1117 	0.00909780249598292
1118 	0.00901023548995655
1119 	0.00905779288172461
1120 	0.00923838812602926
1121 	0.00948522688789562
1122 	0.00968473518125229
1123 	0.00998200427635712
1124 	0.0103686291592253
1125 	0.0108350486540652
1126 	0.0113714482567737
1127 	0.0109750541799072
1128 	0.0105197933687381
1129 	0.0102326044460503
1130 	0.0101277953147289
1131 	0.0102109835512597
1132 	0.0100128880720459
1133 	0.0093049659056005
1134 	0.0088436718157266
1135 	0.00866846869885262
1136 	0.00879646779682158
1137 	0.0092150431109611
1138 	0.0089714542649424
1139 	0.00914099344132327
1140 	0.00973372191718387
1141 	0.0106794070728765
1142 	0.0118941557201734
1143 	0.0118648474439835
1144 	0.0107956298749513
1145 	0.00991518192474929
1146 	0.00927740424261032
1147 	0.00893441744249328
1148 	0.00885699504505823
1149 	0.00858388896782176
1150 	0.00845071728930114
1151 	0.00846408765925717
1152 	0.00862331846863961
1153 	0.00892060240273421
1154 	0.00858141939567297
1155 	0.00807010795624482
1156 	0.0076939939324011
1157 	0.00747351720835439
1158 	0.00742255972833352
1159 	0.00746252659917226
1160 	0.0074657834246879
1161 	0.00758204898652981
1162 	0.00780627550837998
1163 	0.00812953464720648
1164 	0.00854058871719802
1165 	0.00826849968823124
1166 	0.00809904309857373
1167 	0.00809836514662
1168 	0.00826650735804331
1169 	0.00859356600430457
1170 	0.0086102840770746
1171 	0.00831092358631686
1172 	0.00804555381233337
1173 	0.00781763696756165
1174 	0.00763052984306474
1175 	0.00742778243641122
1176 	0.00700811727330285
1177 	0.00668628898966831
1178 	0.00647689818768525
1179 	0.00639100592686381
1180 	0.00643356047022668
1181 	0.00636549678844447
1182 	0.00630063202498281
1183 	0.00629210729679746
1184 	0.00634014986606905
1185 	0.00644349456301855
1186 	0.00650071177454395
1187 	0.00645019810026843
1188 	0.00640503657447262
1189 	0.00636534111721996
1190 	0.00633121454283643
1191 	0.00629787454776114
1192 	0.00624530114453756
1193 	0.00625121078803798
1194 	0.00631543930466427
1195 	0.00643624100459344
1196 	0.00661051513056412
1197 	0.00641914555297705
1198 	0.006214274432919
1199 	0.00617000197298747
1200 	0.00628972038229206
1201 	0.00656446350815387
1202 	0.00669952316257931
1203 	0.00663710932265655
1204 	0.00684378319021564
1205 	0.00729671536975971
1206 	0.00795394748905995
1207 	0.00867045111542037
1208 	0.0080406820812176
1209 	0.00755954481992713
1210 	0.00725666391702926
1211 	0.00715471371138604
1212 	0.00726216146515831
1213 	0.00719651896376864
1214 	0.00714648232787408
1215 	0.00724013092608255
1216 	0.00747206421870714
1217 	0.00783000340023015
1218 	0.00792380673802316
1219 	0.00764407078045724
1220 	0.00754074433013044
1221 	0.00762100610738531
1222 	0.0078792477563451
1223 	0.00817073848678332
1224 	0.00756395819635002
1225 	0.00713314139179822
1226 	0.00691127303592946
1227 	0.00691848467379036
1228 	0.00715408357012305
1229 	0.00645292092531
1230 	0.00562663181048398
1231 	0.00501283684390353
1232 	0.00469561833487803
1233 	0.00473496362187594
1234 	0.00486373004023729
1235 	0.00508677575578057
1236 	0.0056185481284333
1237 	0.00638233941044189
1238 	0.00730573797951117
1239 	0.00792771032389079
1240 	0.00722405002935131
1241 	0.00666570132086492
1242 	0.0062914717512482
1243 	0.00613514685397926
1244 	0.00621319599468688
1245 	0.00593122962097455
1246 	0.00574546663505061
1247 	0.00570241886057515
1248 	0.00580526199560503
1249 	0.00604655644007385
1250 	0.00581858143543792
1251 	0.00567975462011652
1252 	0.00599965496609529
1253 	0.0067130195458671
1254 	0.00771141541338167
1255 	0.00811952701098402
1256 	0.00755251316130331
1257 	0.00722168484482647
1258 	0.00715985682266822
1259 	0.00737379876461225
1260 	0.00765556218785761
1261 	0.0070445720590234
1262 	0.00666378719840001
1263 	0.00655345904118695
1264 	0.00672690807367238
1265 	0.00716355081694342
1266 	0.00649840430270357
1267 	0.00614512701335743
1268 	0.00635290385629619
1269 	0.00707245803611019
1270 	0.00816966411830284
1271 	0.00790123231154509
1272 	0.00711150079144538
1273 	0.00681309487737433
1274 	0.00706851660146118
1275 	0.00782371004816847
1276 	0.00798900603893763
1277 	0.00700570980874818
1278 	0.00626845152628807
1279 	0.00587066958100013
1280 	0.00588164945401896
1281 	0.00605067132678339
1282 	0.00551934029740279
1283 	0.00545907642279259
1284 	0.00588437063064739
1285 	0.00670343376974377
1286 	0.00779308251909581
1287 	0.00765091094117854
1288 	0.00763113795544572
1289 	0.00778486491348322
1290 	0.00810222215865863
1291 	0.0085650401666469
1292 	0.00780740873462805
1293 	0.00688076399515774
1294 	0.00636476918935206
1295 	0.00636016919425457
1296 	0.00686799164199533
1297 	0.00672228647886331
1298 	0.00605625391838415
1299 	0.00585156766042163
1300 	0.00615443199536361
1301 	0.00689831710108576
1302 	0.00733057208864464
1303 	0.0067759649441475
1304 	0.00640049781880793
1305 	0.00623660976489341
1306 	0.00630083232734469
1307 	0.00644594291028464
1308 	0.00608846518793841
1309 	0.00601429575698801
1310 	0.00623355559259779
1311 	0.00671757351766151
1312 	0.00741468066541401
1313 	0.00662982678325976
1314 	0.00603968969841381
1315 	0.00575353073024279
1316 	0.00581639027302974
1317 	0.00621769181337951
1318 	0.00616627223987899
1319 	0.00628027078525832
1320 	0.00673027349082567
1321 	0.00745568599873458
1322 	0.00838533353465547
1323 	0.00813804486076594
1324 	0.00725546736119022
1325 	0.00653616672191113
1326 	0.0060387730970624
1327 	0.00582045719276887
1328 	0.00562560776619768
1329 	0.00550420393523969
1330 	0.00580921628645269
1331 	0.00648071457829621
1332 	0.00741985604364192
1333 	0.00787341670203066
1334 	0.00722059505419646
1335 	0.00696929361238119
1336 	0.00716190422447048
1337 	0.00776546514585049
1338 	0.00838574011890047
1339 	0.00797042637328398
