 	avca15
200 	0
201 	0
202 	0
203 	0.0615734512551204
204 	0.0598876524983919
205 	0.0582018537416633
206 	0.0565160549849348
207 	0.0548302562282062
208 	0.0531444574714776
209 	0.0516180771673524
210 	0.051876405881396
211 	0.0521347345954397
212 	0.0523930633094833
213 	0.052651392023527
214 	0.0529097207375706
215 	0.0531680494516143
216 	0.0519391114247714
217 	0.0498844281001113
218 	0.0478297447754512
219 	0.0457750614507911
220 	0.0437203781261311
221 	0.041665694801471
222 	0.039896500998095
223 	0.0392012915843115
224 	0.038506082170528
225 	0.0378108727567446
226 	0.0371156633429611
227 	0.0364204539291776
228 	0.0357252445153941
229 	0.03531503752793
230 	0.0349838158872235
231 	0.034652594246517
232 	0.0343213726058105
233 	0.033990150965104
234 	0.0336589293243975
235 	0.0336393020624439
236 	0.0341688383740932
237 	0.0346983746857425
238 	0.0352279109973919
239 	0.0357574473090412
240 	0.0362869836206905
241 	0.0368165199323399
242 	0.0385233955687764
243 	0.0402974766212156
244 	0.0420715576736547
245 	0.0438456387260939
246 	0.0456197197785331
247 	0.0473938008309723
248 	0.0493983209337586
249 	0.0516023255875917
250 	0.0538063302414247
251 	0.0560103348952578
252 	0.0582143395490909
253 	0.0604183442029239
254 	0.0625260570783795
255 	0.0640005785626862
256 	0.0654751000469929
257 	0.0669496215312995
258 	0.0684241430156062
259 	0.0698986644999129
260 	0.0713731859842195
261 	0.0704137808795077
262 	0.0685723260844975
263 	0.0667308712894872
264 	0.064889416494477
265 	0.0630479616994668
266 	0.0612065069044566
267 	0.0588456950222291
268 	0.0554856522528995
269 	0.0521256094835698
270 	0.0487655667142402
271 	0.0454055239449105
272 	0.0420454811755809
273 	0.0386854384062512
274 	0.0368151958841899
275 	0.035013521574346
276 	0.0332118472645021
277 	0.0314101729546582
278 	0.0296084986448143
279 	0.0278068243349704
280 	0.0299707836133645
281 	0.0350658633700216
282 	0.0401609431266786
283 	0.0452560228833357
284 	0.0503511026399928
285 	0.0554461823966498
286 	0.06112509106399
287 	0.0691247922668312
288 	0.0771244934696723
289 	0.0851241946725135
290 	0.0931238958753547
291 	0.101123597078196
292 	0.109123298281037
293 	0.114631397036429
294 	0.119636383759162
295 	0.124641370481896
296 	0.129646357204629
297 	0.134651343927363
298 	0.139656330650096
299 	0.143782079194441
300 	0.14691235764769
301 	0.150042636100938
302 	0.153172914554187
303 	0.156303193007435
304 	0.159433471460684
305 	0.161668083624476
306 	0.156801341636155
307 	0.151934599647834
308 	0.147067857659513
309 	0.142201115671192
310 	0.137334373682871
311 	0.13246763169455
312 	0.12738189987143
313 	0.122227392002953
314 	0.117072884134476
315 	0.111918376266
316 	0.106763868397523
317 	0.101609360529046
318 	0.100469673883613
319 	0.10496617857053
320 	0.109462683257447
321 	0.113959187944364
322 	0.118455692631281
323 	0.122952197318199
324 	0.127298937511047
325 	0.129850448768501
326 	0.132401960025955
327 	0.134953471283409
328 	0.137504982540863
329 	0.140056493798317
330 	0.142608005055771
331 	0.137447679320246
332 	0.129633818275308
333 	0.121819957230371
334 	0.114006096185433
335 	0.106192235140496
336 	0.0983783740955584
337 	0.092306777247487
338 	0.0886710078017491
