 	sdma15
334 	0.00965721840046479
335 	0.00974933549105502
336 	0.00999432378088401
337 	0.00990525258418378
338 	0.00961417608377358
339 	0.00947867811359188
340 	0.00950541423559885
341 	0.00969304208169562
342 	0.010032538751616
343 	0.0102091777077079
344 	0.00980632336074805
345 	0.00973320172458593
346 	0.00999705073185827
347 	0.0105726723408582
348 	0.011412990278051
349 	0.0124645843618854
350 	0.011626081872105
351 	0.0109379509055302
352 	0.0105307067492323
353 	0.010437280468422
354 	0.0106659217523063
355 	0.0111969180754248
356 	0.00962761196671777
357 	0.00744571464436158
358 	0.00654490344364872
359 	0.00740825186842081
360 	0.00956963795256054
361 	0.0123662074007379
362 	0.0134626853700392
363 	0.0112952460393383
364 	0.0094192162437901
365 	0.00804120961341909
366 	0.00744317373760554
367 	0.00780647067316534
368 	0.00884087156918991
369 	0.00821402755101512
370 	0.00785664764453686
371 	0.00780583121183284
372 	0.00806737346975377
373 	0.00861286558521589
374 	0.00939296638837548
375 	0.00903444051237673
376 	0.00859495459689614
377 	0.0084642869411671
378 	0.00865643356531957
379 	0.00915108247519627
380 	0.009903007553949
381 	0.010244041068368
382 	0.010119075274468
383 	0.0100827549457338
384 	0.0101360330537405
385 	0.0102775162720743
386 	0.010503640857551
387 	0.0104426279532158
388 	0.00947067672935405
389 	0.00886246351364099
390 	0.00869465951175504
391 	0.0089919548039418
392 	0.0097117300746549
393 	0.010769607864998
394 	0.00954230770196254
395 	0.00882591791181719
396 	0.0088098676450105
397 	0.00949770809660602
398 	0.0107552266588545
399 	0.0124104428650874
400 	0.0120489615562806
401 	0.0109164458043796
402 	0.00989962678875604
403 	0.00903764013749306
404 	0.00837841125121374
405 	0.00797239726027089
406 	0.00752980437784056
407 	0.00736436578811442
408 	0.00799060203747568
409 	0.00924907921628028
410 	0.0109234206979454
411 	0.0128521080413733
412 	0.0140906891580233
413 	0.0124424654190148
414 	0.0109046036962761
415 	0.0095306783156505
416 	0.00840150509457082
417 	0.00762658231883085
418 	0.00731930592281963
419 	0.00731111125565323
420 	0.00743024724551679
421 	0.0076714078527113
422 	0.00802359774240529
423 	0.00847298300466737
424 	0.00900502411096123
425 	0.00900371730353186
426 	0.00897651795746266
427 	0.00915014423932744
428 	0.00951360710569136
429 	0.0100463235227392
430 	0.0107230978773272
431 	0.0111026231408181
432 	0.0111911965877016
433 	0.0113804646888243
434 	0.0116655272925834
435 	0.0120395819074367
436 	0.0124946385705704
437 	0.0128348473016414
438 	0.012817286885876
439 	0.0129189146861505
440 	0.0131369648669704
441 	0.013465782964937
442 	0.0138975088233954
443 	0.0142557465127138
444 	0.0125904163150725
445 	0.0111447600401444
446 	0.0100143691130005
447 	0.00931473671790556
448 	0.00914526492398334
449 	0.00953426661832172
450 	0.00917384865709936
451 	0.0088015284133915
452 	0.0086207641036033
453 	0.00864358219363218
454 	0.0088684113930308
455 	0.00928058167486633
456 	0.00927688521478885
457 	0.00911081910642679
458 	0.00909389189342731
459 	0.00922692441858621
460 	0.00950362131826127
461 	0.00991195851349095
462 	0.00995639746908869
463 	0.00954482283509527
464 	0.00927296956882521
465 	0.0091532953396841
466 	0.00919174606953046
467 	0.00938637871162764
468 	0.00944025082860813
469 	0.00885482924719793
470 	0.0084941307297997
471 	0.00838719877436581
472 	0.00854356718674461
473 	0.00894944511330258
474 	0.00946313656757504
475 	0.00876171601053788
476 	0.00826134777563281
477 	0.00799984703344307
478 	0.0080006702166081
479 	0.00826373893218133
480 	0.00876547341741885
481 	0.00883713261439179
482 	0.00891922117046476
483 	0.00908107514555143
484 	0.00931853912256651
485 	0.00962601906431827
486 	0.00999705660395101
487 	0.00931188003037538
488 	0.00838970182898206
489 	0.00777329183186186
490 	0.00753803801212888
491 	0.00771886975445587
492 	0.008288598527203
493 	0.00819574041085877
494 	0.00749252019606276
495 	0.00701746420743425
496 	0.00681843060570545
497 	0.0069192799448359
498 	0.00730760706340888
499 	0.00731633095892358
500 	0.00651634226203885
501 	0.0059727409929472
502 	0.00575859828247282
503 	0.00590983706257917
504 	0.00640060893594027
505 	0.0070261606198482
506 	0.00759429084453376
507 	0.00859744435742632
508 	0.00990430821405124
509 	0.0114110064670481
510 	0.0130484976780973
511 	0.0145391427842541
512 	0.0131664303657923
513 	0.0118767723464568
514 	0.0107002416457686
515 	0.0096781836261821
516 	0.00886419327645409
517 	0.00831956872070575
518 	0.00803852652318026
519 	0.00787679578750671
520 	0.0078379185032
521 	0.0079237032010315
522 	0.00813020477871125
523 	0.00844857611908849
524 	0.00831295318258369
525 	0.0081397975753285
526 	0.00808559804143915
527 	0.00815272739499064
528 	0.00833825577895298
529 	0.00863455453757518
530 	0.00855279513526167
531 	0.00834455275647622
532 	0.00827486578513924
533 	0.00834720514873782
534 	0.00855797001658432
535 	0.00889732851989805
536 	0.0091130564282403
537 	0.00919306015953894
538 	0.0093384302996195
539 	0.00954618109801716
540 	0.00981235111391596
541 	0.0101323374865198
542 	0.00999991235461997
543 	0.0092158790557298
544 	0.00853404458150823
545 	0.00798064643672888
546 	0.00758385315367783
547 	0.00736900605540514
548 	0.00718118998145358
549 	0.00682955757570315
550 	0.00677688561307636
551 	0.00702989725019934
552 	0.00755795520539524
553 	0.00830878289690636
554 	0.00901321498607236
555 	0.00886724340012061
556 	0.00877991214902199
557 	0.00875297662900134
558 	0.00878699226623545
559 	0.00888125875096868
560 	0.00898450006459823
561 	0.00859549107417509
562 	0.00826197715863139
563 	0.00799090987944023
564 	0.00778881179648023
565 	0.00766114300014749
566 	0.007611649578409
567 	0.00721067611844107
568 	0.0070734214000136
569 	0.00722208618395445
570 	0.00763999775680219
571 	0.00828651922875947
572 	0.00911312429754142
573 	0.00931196330144566
574 	0.00943697799501391
575 	0.00956881406759548
576 	0.00970719359408164
577 	0.00985184084913456
578 	0.010002483921072
579 	0.010074772268955
580 	0.0101730240844808
581 	0.010319158376325
582 	0.0105111782397627
583 	0.0107466243165271
584 	0.0110227141953883
585 	0.0106597184182692
586 	0.0101872477913633
587 	0.00988008736171028
588 	0.00975386707383077
589 	0.00981556964314528
590 	0.010061738411003
591 	0.0100134594112117
592 	0.00985265798509038
593 	0.00980909738391398
594 	0.0098843277833049
595 	0.0100756886659563
596 	0.0103767572287063
597 	0.00992605347490976
598 	0.00912755804936385
599 	0.0086357039558702
600 	0.00850386607335417
601 	0.00874833596090378
602 	0.00933960997511819
603 	0.00947606402075267
604 	0.009151749796001
605 	0.00897945225618127
606 	0.00896793760029068
607 	0.00911781499448247
608 	0.00942138520779961
609 	0.00944368323797804
610 	0.00920203651542976
611 	0.00916031429936307
612 	0.00932120159607686
613 	0.00967459556912193
614 	0.0102005077695779
615 	0.0106811451045887
616 	0.011063747936891
617 	0.011580845384244
618 	0.0122153692106866
619 	0.0129500700318546
620 	0.0137689210341046
621 	0.0145101592584753
622 	0.0151818487881157
623 	0.0160185842274841
624 	0.0169960067601096
625 	0.018091327978766
626 	0.0192844690720218
627 	0.0191570548732007
628 	0.0167727017717003
629 	0.0146030259187192
630 	0.0127580278725193
631 	0.0113965017598376
632 	0.0107045456456962
633 	0.0104915171609965
634 	0.0100674785407227
635 	0.00985976336708428
636 	0.00988202210078676
637 	0.0101327392942153
638 	0.0105957098897237
639 	0.0111055184200428
640 	0.0114917832867695
641 	0.012032321217622
642 	0.0127074604740599
643 	0.0134970173207768
644 	0.0143821600761743
645 	0.0147890739226022
646 	0.0140807632661203
647 	0.0135641591482412
648 	0.0132616841017675
649 	0.0131880798301077
650 	0.0133471332715859
651 	0.013090937179665
652 	0.0115353496272615
653 	0.0102236931834215
654 	0.00926020896625249
655 	0.00876053619323245
656 	0.00880400336162795
657 	0.00904053223195235
658 	0.00871568906084345
659 	0.00851044398857839
660 	0.00843353343914878
661 	0.00848844649890886
662 	0.0086726795149782
663 	0.00875008242944331
664 	0.00850569023647205
665 	0.00852504128508287
666 	0.00880639711020951
667 	0.00932607472894322
668 	0.0100471612047258
669 	0.0105157620758395
670 	0.0102477341189648
671 	0.0101720730946327
672 	0.0102930219782301
673 	0.010603855231864
674 	0.0110886159661408
675 	0.0113135968215386
676 	0.0108312418003809
677 	0.0104799138433513
678 	0.0102730647188444
679 	0.0102194712484953
680 	0.0103215210026349
681 	0.0102569934367624
682 	0.00979002612736104
683 	0.00953177355454611
684 	0.00949927370507794
685 	0.00969479721608111
686 	0.0101051166992762
687 	0.00997826177471227
688 	0.00889644835874545
689 	0.00810436624704646
690 	0.00769204684359162
691 	0.00772057579025363
692 	0.00818534482678607
693 	0.00853615902903361
694 	0.00834478037533182
695 	0.008192602295745
696 	0.00808183949111348
697 	0.0080142093224565
698 	0.00799080702359454
699 	0.00786723214435513
700 	0.00770995498318059
701 	0.00772493548119909
702 	0.00791119514683002
703 	0.00825715127815191
704 	0.00874386893347935
705 	0.0088144779212433
706 	0.00845760003969451
707 	0.0081768979603804
708 	0.00798041392994017
709 	0.00787445472065021
710 	0.00786268098155045
711 	0.00773334432687725
712 	0.00768930675836859
713 	0.00793335404221301
714 	0.00844053424153108
715 	0.00916727735995677
716 	0.0100661399798955
717 	0.00990683563280925
718 	0.00913451822428439
719 	0.00845044276115571
720 	0.00787763106935421
721 	0.00744182023470343
722 	0.00716804256976259
723 	0.00697911190453061
724 	0.00684003040073235
725 	0.0067788765842732
726 	0.00679775393505495
727 	0.00689600524457352
728 	0.00707032227410455
729 	0.00751628361279927
730 	0.00827499264235161
731 	0.00924769625863062
732 	0.010374375544137
733 	0.011610290640103
734 	0.0129241413077433
735 	0.0121216953657885
736 	0.011013314842611
737 	0.00997183306542854
738 	0.00902045182504026
739 	0.00819062837343817
740 	0.00752269770471129
741 	0.00782694756342341
742 	0.00824711748189861
743 	0.00872650985955429
744 	0.00925592733693176
745 	0.009827288353011
746 	0.0103684847998394
747 	0.00951261309482723
748 	0.00882957914529919
749 	0.00836184531178207
750 	0.00814658058924639
751 	0.00820368348486494
752 	0.00832552155987816
753 	0.00747045247774273
754 	0.00689254942404555
755 	0.00666431101210699
756 	0.00682092892000437
757 	0.00733780128920751
758 	0.0077454157040683
759 	0.00714844919675611
760 	0.00674299981150796
761 	0.00656464972767078
762 	0.00663174672960585
763 	0.00693717250570331
764 	0.0071972244733079
765 	0.00717638387207913
766 	0.00730218231879214
767 	0.00756731019131049
768 	0.00795785374478134
769 	0.00845645461717481
770 	0.00860317030360245
771 	0.00848589389864946
772 	0.00861781548145016
773 	0.00898796887579975
774 	0.00956874692837077
775 	0.0103246667487577
776 	0.0101015678026534
777 	0.00928424560706071
778 	0.008593768870853
779 	0.00806279187452165
780 	0.00772427761741231
781 	0.00760397390202358
782 	0.00745413390783157
783 	0.00738181896218707
784 	0.00746783847398571
785 	0.00770689257515597
786 	0.00808541874394044
787 	0.00858498810559158
788 	0.00830722883225118
789 	0.00795906403584808
790 	0.00765041841503654
791 	0.00738624773931829
792 	0.00717146857701361
793 	0.00702096375982374
794 	0.00728622762118692
795 	0.00776234951378574
796 	0.00841360821503032
797 	0.00920289696852655
798 	0.0100979006841045
799 	0.0106457282368142
800 	0.00949243155703569
801 	0.00851553494615698
802 	0.00778175850015561
803 	0.00736413923493962
804 	0.00731701300871604
805 	0.0071534960890305
806 	0.00635669852133442
807 	0.00586677691015817
808 	0.00576254040880097
809 	0.00606391111739216
810 	0.0067165102205885
811 	0.00696317727508798
812 	0.0067934418220027
813 	0.00683187637531354
814 	0.00707508917401029
815 	0.00750319317536383
816 	0.00808687812616547
817 	0.0079597860613566
818 	0.00762407632876527
819 	0.00747869535113417
820 	0.00753466834089449
821 	0.00778765487315947
822 	0.00821948346330693
823 	0.00829238009573162
824 	0.00845733050332506
825 	0.00878035690123001
826 	0.0092449041024556
827 	0.00983093041854848
828 	0.0104224036053906
829 	0.00972411863738112
830 	0.00927818866037841
831 	0.0091216994877487
832 	0.00926932216807269
833 	0.00970719220731523
834 	0.0100549307812988
835 	0.00956505598271465
836 	0.00921184131247412
837 	0.00901137094220015
838 	0.00897388731975381
839 	0.00910140442323775
840 	0.00902425862517494
841 	0.00865389436526951
842 	0.00843249492377522
843 	0.00837188703918052
844 	0.00847552084282467
845 	0.00873755420701722
846 	0.00872153083559131
847 	0.00865508956253264
848 	0.00876020302871273
849 	0.00903088287060512
850 	0.00945291702547024
851 	0.0100071745117079
852 	0.00927018643118284
853 	0.00857744282741994
854 	0.00819256119275661
855 	0.00815922525654845
856 	0.0084815811690844
857 	0.00903143506262287
858 	0.00892358761417448
859 	0.00888988246283849
860 	0.00893115906117898
861 	0.0090463910940682
862 	0.00923280992739233
863 	0.00920794919302613
864 	0.00869418900757769
865 	0.00828728551568848
866 	0.00800355324206172
867 	0.00785634853729227
868 	0.00785335245237557
869 	0.00779726823429758
870 	0.00774235830600216
871 	0.00784890027021318
872 	0.00811053400567938
873 	0.00851297194610131
874 	0.00903742352361732
875 	0.00877751339733355
876 	0.00848748490645297
877 	0.00841516978211972
878 	0.00856608362755531
879 	0.0089289147601698
880 	0.00942379083096848
881 	0.00902575832224797
882 	0.00879913819047833
883 	0.00875724799445369
884 	0.00890269576675037
885 	0.00922662621611983
886 	0.00943358188466413
887 	0.00910647063681273
888 	0.00885726987907692
889 	0.00869268278091841
890 	0.00861755882577829
891 	0.00863423350790471
892 	0.00834362474399101
893 	0.00782754715609573
894 	0.00740244985715145
895 	0.0070847287942981
896 	0.00688925606174191
897 	0.0068265412087026
898 	0.00692765532521606
899 	0.00719103860323076
900 	0.0075971605464344
901 	0.00812464428947062
902 	0.00875157274891432
903 	0.00935677492535622
904 	0.0092203470662034
905 	0.00917339017735917
906 	0.0092172717752189
907 	0.00935071307001652
908 	0.00956996839935544
909 	0.00951727969798684
910 	0.00903851553257732
911 	0.00871613608829888
912 	0.0085678123626178
913 	0.00860255218795461
914 	0.00881819225840051
915 	0.0086542298543047
916 	0.00839600313747671
917 	0.00831335981022048
918 	0.00841147682159023
919 	0.00868422947891181
920 	0.00911595575356431
921 	0.00872410093028212
922 	0.00840945659616219
923 	0.00820676025179802
924 	0.00812439522703182
925 	0.00816600343903384
926 	0.00819631755818965
927 	0.00806391043284784
928 	0.00815477866976479
929 	0.0084617322438295
930 	0.00896259692886113
931 	0.00962715475006778
932 	0.00935999656599251
933 	0.00847267064510825
934 	0.00774987781563453
935 	0.00724105728507565
936 	0.00699307237242171
937 	0.0070335665176215
938 	0.00690657372438006
939 	0.00688779834988115
940 	0.00701957234055567
941 	0.00729374045447897
942 	0.00769509766199574
943 	0.00803756690870621
944 	0.00798599293907076
945 	0.00815542058979367
946 	0.00853269518572864
947 	0.00909197941216689
948 	0.00980216774456344
949 	0.0099289312049364
950 	0.00961794820575548
951 	0.00944055176184199
952 	0.00940430457347209
953 	0.00951082060163189
954 	0.00975542462353179
955 	0.0093916480384084
956 	0.00912779034956581
957 	0.00906942675704957
958 	0.00922046029138025
959 	0.00957098299632421
960 	0.00976070785798297
961 	0.00901546390093758
962 	0.008431463292264
963 	0.0080439026341665
964 	0.00788181313953678
965 	0.00795898232091687
966 	0.0077974610295457
967 	0.00747457743008766
968 	0.00731943031529237
969 	0.00734265998487056
970 	0.00754261853054832
971 	0.0079059076690963
972 	0.00799525571299464
973 	0.00822783398975623
974 	0.00861438212822794
975 	0.00913537606125814
976 	0.00976932961627431
977 	0.0100633643349882
978 	0.00948023509670038
979 	0.00898141368385535
980 	0.0085816143326426
981 	0.00829516701879642
982 	0.00813405591983956
983 	0.00799130631322151
984 	0.00786833271808436
985 	0.00780885921112273
986 	0.00781433579018158
987 	0.00788462711548275
988 	0.0079986905942421
989 	0.00791006811857963
990 	0.0079289364295261
991 	0.00805454014895361
992 	0.00828202450874716
993 	0.00860331167403662
994 	0.00854405244158056
995 	0.00800679815069776
996 	0.00758663887394786
997 	0.00730381068056381
998 	0.00717457314322465
999 	0.00720719344777037
1000 	0.00717224658718689
1001 	0.00716112524891587
1002 	0.00720924176234281
1003 	0.00731542732717344
1004 	0.00747720839648094
1005 	0.00762585468748187
1006 	0.00769144906382804
1007 	0.00791924344726253
1008 	0.00829588717023304
1009 	0.00880229346216889
1010 	0.00941755252365085
1011 	0.00932095698855306
1012 	0.00887502285076372
1013 	0.00852768150961682
1014 	0.0082913330150286
1015 	0.0081756091095102
1016 	0.0081670395649283
1017 	0.00799524827505559
1018 	0.00794770629230328
1019 	0.00802662172037012
1020 	0.00822835693072317
1021 	0.00854421675293325
1022 	0.00867447360178145
1023 	0.00863091774759497
1024 	0.00873771515460391
1025 	0.008989508726273
1026 	0.00937462235057928
1027 	0.00987747423948659
1028 	0.00964887088022577
1029 	0.00946955761607081
1030 	0.00943084389566342
1031 	0.00953444254710945
1032 	0.00977583018179842
1033 	0.0096923884612478
1034 	0.00885486884951002
1035 	0.0081386031771808
1036 	0.00757805199800797
1037 	0.00720962783843304
1038 	0.00706345851040449
1039 	0.00689112858831063
1040 	0.00690161575988985
1041 	0.00716549791693739
1042 	0.00765662028064958
1043 	0.00833490979377829
1044 	0.00880006379742455
1045 	0.00821308740614065
1046 	0.00774354423087248
1047 	0.00741378043797219
1048 	0.00724291337252131
1049 	0.0072421984558313
1050 	0.0072303375040008
1051 	0.00727884038572719
1052 	0.00746034476721572
1053 	0.00776553027656513
1054 	0.00818056640169087
1055 	0.00857199532121199
1056 	0.00841856782094487
1057 	0.00836621296401765
1058 	0.00841681705855759
1059 	0.00856855613680833
1060 	0.00881620972847889
1061 	0.00873234727973989
1062 	0.00855290100547812
1063 	0.00855211657684341
1064 	0.00873004215437785
1065 	0.00907617374389628
1066 	0.00945104875453787
1067 	0.00891424767489411
1068 	0.00852361685346589
1069 	0.00829982051171288
1070 	0.00825643630116779
1071 	0.00839626130313142
1072 	0.0082534787471869
1073 	0.00799672130272329
1074 	0.00797098700083887
1075 	0.00817845694202808
1076 	0.00860227435906479
1077 	0.00909786966482176
1078 	0.00842191518843133
1079 	0.00786491311108334
1080 	0.00745357906306527
1081 	0.00721287759875025
1082 	0.00716003809071261
1083 	0.00707282740170503
1084 	0.00708032671882216
1085 	0.00736122328291526
1086 	0.00788635738356497
1087 	0.00861116136919956
1088 	0.00930190216954865
1089 	0.00815862870995305
1090 	0.00727381560714137
1091 	0.00674988126942422
1092 	0.00667238588667961
1093 	0.00705605430074102
1094 	0.00690535995947815
1095 	0.00638540625136695
1096 	0.00613810421545888
1097 	0.00619618650982021
1098 	0.00655153605721038
1099 	0.00703496886224966
1100 	0.00679794708211899
1101 	0.00675280852261253
1102 	0.00690331819693667
1103 	0.00723728001990774
1104 	0.00773095613868459
1105 	0.0077252234850603
1106 	0.00750595343348422
1107 	0.00742781229733071
1108 	0.00749521538251962
1109 	0.00770434366208943
1110 	0.00792251799850995
1111 	0.00775035274217971
1112 	0.00775896583304024
1113 	0.00794776955799136
1114 	0.00830448301064897
1115 	0.00880873101984363
1116 	0.00857124630758154
1117 	0.00809213477535172
1118 	0.00770704068298731
1119 	0.00743059592936697
1120 	0.00727519653008542
1121 	0.00710399491158499
1122 	0.00667904331168835
1123 	0.0063977518349714
1124 	0.00627945623850013
1125 	0.00633329660504576
1126 	0.00655503274214687
1127 	0.00619878077463966
1128 	0.00599873223419347
1129 	0.00614435589637995
1130 	0.00661285460172262
1131 	0.00734268331224945
1132 	0.00759354813180456
1133 	0.00705767194704188
1134 	0.00684010093580368
1135 	0.00697070410574097
1136 	0.00743114648392136
1137 	0.00816582193163008
1138 	0.0077124518161718
1139 	0.00742310022562165
1140 	0.00736875093537884
1141 	0.0075544776908029
1142 	0.00796350082935895
1143 	0.00812730886629197
1144 	0.00811274319473159
1145 	0.00828380647679821
1146 	0.00862946650797423
1147 	0.00912991399440753
1148 	0.00955537071654741
1149 	0.0087727765769286
1150 	0.00819324908635903
1151 	0.00786182387858568
1152 	0.00781014988262308
1153 	0.00804362045751386
1154 	0.00784555277969776
1155 	0.00770753596412062
1156 	0.00791647888313788
1157 	0.00844667273107516
1158 	0.00924299938301281
1159 	0.00975065140826436
1160 	0.00937055613037636
1161 	0.00911139220963917
1162 	0.00898363179908362
1163 	0.00899287713156546
1164 	0.00913871240403444
1165 	0.00865770412196437
1166 	0.00828281219295546
1167 	0.00809037442354373
1168 	0.00809341597420741
1169 	0.008291721731887
1170 	0.00812886140248175
1171 	0.00760133172617212
1172 	0.00713641065119204
1173 	0.00674705318003104
1174 	0.00644696462736302
1175 	0.00623230373624011
1176 	0.00608147349881062
1177 	0.00610690571201053
1178 	0.00630646828555453
1179 	0.00666453708074992
1180 	0.00715736223530314
1181 	0.00709434762368613
1182 	0.00694902298703306
1183 	0.00688825195820659
1184 	0.00691426437894662
1185 	0.00702609643123502
1186 	0.00713456822247517
1187 	0.00716362342822996
1188 	0.00720219288891834
1189 	0.00725012476335785
1190 	0.00730723481535195
1191 	0.00736689642260474
1192 	0.00741415410965251
1193 	0.00755820875607464
1194 	0.00779369477318461
1195 	0.00811265412877701
1196 	0.00850570138126161
1197 	0.00789684560718421
1198 	0.0071102413649342
1199 	0.00661992471509013
1200 	0.00649336457017654
1201 	0.00675104976214142
1202 	0.0069454629371887
1203 	0.00683453232915422
1204 	0.00705025332997007
1205 	0.00756473231432294
1206 	0.00832274840843318
1207 	0.00913153529957884
1208 	0.00809005508006741
1209 	0.00719574413389745
1210 	0.0065095440895227
1211 	0.00610207202819549
1212 	0.00603009867183423
1213 	0.00600548416114383
1214 	0.00622579742844779
1215 	0.00676469037424112
1216 	0.00755428929334848
1217 	0.00852521590487971
1218 	0.00879443455188123
1219 	0.00808174684088408
1220 	0.00760358096739645
1221 	0.00740550563230922
1222 	0.00750971653442192
1223 	0.0077926801608793
1224 	0.00735679398674115
1225 	0.0070700159910954
1226 	0.00695082650788691
1227 	0.00700778187792307
1228 	0.00723672434404927
1229 	0.00736575766060474
1230 	0.00767458809870517
1231 	0.00820737194881698
1232 	0.00892408770570303
1233 	0.00978439899551032
1234 	0.00963067445044679
1235 	0.00858339789253864
1236 	0.0078221533680192
1237 	0.00743531990999856
1238 	0.00748120417681922
1239 	0.00772444059646643
1240 	0.00763171733058802
1241 	0.00804564014991195
1242 	0.00889576475363259
1243 	0.0100722403071158
1244 	0.0114751256280192
1245 	0.0110365850719736
1246 	0.0106491909227281
1247 	0.0104585760849382
1248 	0.0104754880219534
1249 	0.0106989426594248
1250 	0.0100499722467938
1251 	0.00910061218143753
1252 	0.00846346503665985
1253 	0.00821153074711585
1254 	0.00837962603157951
1255 	0.00843325767214232
1256 	0.00800320321612705
1257 	0.00784022277442179
1258 	0.00796073672888099
1259 	0.00835248286802221
1260 	0.00871282059028187
1261 	0.00768828662643578
1262 	0.0069249496728628
1263 	0.00651527227388034
1264 	0.00652619994664316
1265 	0.0069557506276459
1266 	0.00683281833686871
1267 	0.00690435744142353
1268 	0.00726812030111119
1269 	0.00788375985948974
1270 	0.00869795620309574
1271 	0.0086255396580176
1272 	0.00815814798006374
1273 	0.00788617036355801
1274 	0.00782999667990747
1275 	0.00799417747348169
1276 	0.00791791595186566
1277 	0.00738492812568843
1278 	0.00705110904809203
1279 	0.00694523715796032
1280 	0.0070775493313905
1281 	0.00737133590300421
1282 	0.00757151672145741
1283 	0.00793150057622364
1284 	0.00843084223413648
1285 	0.0090464945488349
1286 	0.00975646400732541
1287 	0.00942255543087374
1288 	0.00921709671379898
1289 	0.00919234976170982
1290 	0.00934974961045138
1291 	0.00968041542192853
1292 	0.00902264888181449
1293 	0.00813652296473599
1294 	0.00744527407077649
1295 	0.00700681760461981
1296 	0.00686972829316968
1297 	0.00661917536699363
1298 	0.00636342000762721
1299 	0.00650033797622131
1300 	0.00700694807843751
1301 	0.00781165135550178
1302 	0.00840440437416252
1303 	0.00844618310272284
1304 	0.00876023100787069
1305 	0.009319062603291
1306 	0.0100820558658993
1307 	0.0107061003192474
1308 	0.00987911228308222
1309 	0.0091955503472361
1310 	0.00868932932430425
1311 	0.00839260110184712
1312 	0.00832778924049409
1313 	0.00748987651589437
1314 	0.00686163469670145
1315 	0.00653250907913419
1316 	0.00654776165550688
1317 	0.00690511073017978
1318 	0.00681800198872396
1319 	0.00701697836010124
1320 	0.00766514932159169
1321 	0.00866225938002026
1322 	0.00990346684951708
1323 	0.00993296501990796
1324 	0.00938686533552917
1325 	0.00910442049934701
1326 	0.00911018602946327
1327 	0.00940363182046449
1328 	0.00929361569439681
1329 	0.00875374456465944
1330 	0.00858022940041918
1331 	0.00879478087598991
1332 	0.00937078151393387
1333 	0.00968137982769387
1334 	0.00911999747811737
1335 	0.00891797677668971
1336 	0.00909928473750584
1337 	0.00964232196282394
1338 	0.0101701828961537
1339 	0.00947501308377876
1340 	0.00899735507811936
1341 	0.0087728100705055
