 	avca10
479 	0.0718225479658773
480 	0.0773655499762271
481 	0.0836895340510324
482 	0.0901242096835595
483 	0.0965588853160867
484 	0.102993560948614
485 	0.109428236581141
486 	0.115862912213668
487 	0.116896349762119
488 	0.115585425297963
489 	0.114274500833807
490 	0.112963576369651
491 	0.111652651905495
492 	0.110341727441339
493 	0.109818944848815
494 	0.109947697022573
495 	0.110076449196331
496 	0.110205201370089
497 	0.110333953543848
498 	0.110462705717606
499 	0.10752261541611
500 	0.0996489501859804
501 	0.0917752849558508
502 	0.0839016197257213
503 	0.0760279544955917
504 	0.0681542892654621
505 	0.061249963698661
506 	0.0574957626743815
507 	0.0537131136847339
508 	0.0499304646950864
509 	0.0461478157054388
510 	0.0423651667157912
511 	0.0390677807521814
512 	0.0421801829306612
513 	0.0454290787888459
514 	0.0486779746470306
515 	0.0519268705052153
516 	0.0551757663634
517 	0.0584246622215846
518 	0.064985812470814
519 	0.0718134875423456
520 	0.0786411626138772
521 	0.0854688376854088
522 	0.0922965127569404
523 	0.0991241878284719
524 	0.0958087152322937
525 	0.0896116251297876
526 	0.0834145350272814
527 	0.0772174449247753
528 	0.0710203548222692
529 	0.0648232647197631
530 	0.0611016490289254
531 	0.0586927879748978
532 	0.0562839269208702
533 	0.0538750658668426
534 	0.051466204812815
535 	0.0490573437587874
536 	0.0482286500665253
537 	0.0489237833659228
538 	0.0496189166653203
539 	0.0503140499647178
540 	0.0510091832641153
541 	0.0517043165635128
542 	0.0525461729662015
543 	0.053627331781111
544 	0.0547084905960204
545 	0.0557896494109299
546 	0.0568708082258393
547 	0.0579519670407488
548 	0.0599280407281679
549 	0.064148445401364
550 	0.0683788558021264
551 	0.0726092662028887
552 	0.076839676603651
553 	0.0810700870044134
554 	0.0866057063474529
555 	0.0981276591312442
556 	0.109721210945396
557 	0.121314762759547
558 	0.132908314573699
559 	0.14450186638785
560 	0.154555846256392
561 	0.147035577678335
562 	0.13925800177503
563 	0.131480425871725
564 	0.12370284996842
565 	0.115925274065116
566 	0.108147698161811
567 	0.0977528847612343
568 	0.087262593687464
569 	0.0767723026136938
570 	0.0662820115399235
571 	0.0557917204661533
572 	0.045301429392383
573 	0.0431804415493195
574 	0.0422242046161074
575 	0.0412679676828954
576 	0.0403117307496833
577 	0.0393554938164713
578 	0.0383992568832593
579 	0.0391829016735002
580 	0.0403721322045479
581 	0.0415613627355956
582 	0.0427505932666433
583 	0.043939823797691
584 	0.0451290543287387
585 	0.045724402382179
586 	0.0460890641035762
587 	0.0464537258249734
588 	0.0468183875463706
589 	0.0471830492677678
590 	0.0475477109891651
591 	0.0472794643896946
592 	0.0466198601694769
593 	0.0459602559492592
594 	0.0453006517290415
595 	0.0446410475088238
596 	0.0439814432886061
597 	0.0431885007429036
598 	0.0424123225539373
599 	0.041636144364971
600 	0.0408599661760046
601 	0.0400837879870383
602 	0.039307609798072
603 	0.038743516296227
604 	0.0383461074232507
605 	0.0379486985502744
606 	0.0375512896772982
607 	0.0371538808043219
608 	0.0367564719313456
609 	0.0382845043709563
610 	0.0419763543959157
611 	0.045668204420875
612 	0.0493600544458344
613 	0.0530519044707937
614 	0.0567437544957531
615 	0.059596957003932
616 	0.0612381711775634
617 	0.0628793853511947
618 	0.0645205995248261
619 	0.0661618136984574
620 	0.0678030278720888
621 	0.0685597874699954
622 	0.0679831407093822
623 	0.0674057300470153
624 	0.0668283193846484
625 	0.0662509087222816
626 	0.0656734980599147
627 	0.0660875327916495
628 	0.0682843229850379
629 	0.0704873672935555
630 	0.0726904116020731
631 	0.0748934559105907
632 	0.0770965002191083
633 	0.0806991587140224
634 	0.0872016984362655
635 	0.0937264263275759
636 	0.100251154218886
637 	0.106775882110197
638 	0.113300610001507
639 	0.119525809127894
640 	0.125069197305042
641 	0.130605567743418
642 	0.136141938181794
643 	0.14167830862017
644 	0.147214679058546
645 	0.152079545530266
646 	0.15530427481439
647 	0.158509016520081
648 	0.161713758225773
649 	0.164918499931464
650 	0.168123241637156
651 	0.170812799147642
652 	0.172339939166144
653 	0.173873646099351
654 	0.175407353032558
655 	0.176941059965765
656 	0.178474766898972
657 	0.179100781512807
658 	0.177508793716596
659 	0.175903172298662
660 	0.174297550880729
661 	0.172691929462795
662 	0.171086308044861
663 	0.170231530246348
664 	0.171008921593896
665 	0.171770457965488
666 	0.17253199433708
667 	0.173293530708673
668 	0.174055067080265
669 	0.170379966468715
670 	0.156437649483885
671 	0.142406447449984
672 	0.128375245416083
673 	0.114344043382182
674 	0.100312841348281
675 	0.0901071063417148
676 	0.0880929004611194
677 	0.0861401955859648
678 	0.0841874907108102
679 	0.0822347858356556
680 	0.0802820809605011
681 	0.0779872344899457
682 	0.0750269975143301
683 	0.0720621142068399
684 	0.0690972308993496
685 	0.0661323475918593
686 	0.063167464284369
687 	0.0611200892365735
688 	0.0607484824520573
689 	0.060392207638201
690 	0.0600359328243447
691 	0.0596796580104884
692 	0.0593233831966321
693 	0.0592075074369213
694 	0.0596362159535813
695 	0.0600720423983548
696 	0.0605078688431282
697 	0.0609436952879017
698 	0.0613795217326752
699 	0.0610365965318376
700 	0.0593475725638477
701 	0.0576585485958578
702 	0.0559695246278678
703 	0.0542805006598779
704 	0.052591476691888
705 	0.0514090025115315
706 	0.0507882577085626
707 	0.0501675129055938
708 	0.0495467681026249
709 	0.0489260232996561
710 	0.0483052784966873
711 	0.0465740619244677
712 	0.0440791022027509
713 	0.041584142481034
714 	0.0390891827593171
715 	0.0365942230376002
716 	0.0340992633158833
717 	0.0323998592162777
718 	0.0311332075659931
719 	0.0298665559157085
720 	0.0285999042654239
721 	0.0273332526151393
722 	0.0260666009648548
723 	0.0265895241326283
724 	0.0280427766466568
725 	0.0294960291606853
726 	0.0309492816747137
727 	0.0324025341887422
728 	0.0338557867027707
729 	0.0350798025556355
730 	0.0361061042570537
731 	0.037132405958472
732 	0.0381587076598902
733 	0.0391850093613085
734 	0.0402113110627267
735 	0.0400928141769851
736 	0.0398383168559798
737 	0.0395838195349746
738 	0.0393293222139694
739 	0.0390748248929642
740 	0.038820327571959
741 	0.046858427964001
742 	0.055551126200199
743 	0.0642438244363971
744 	0.0729365226725952
745 	0.0816292209087933
746 	0.091010953016003
747 	0.11660827632091
748 	0.142566985520207
749 	0.168525694719505
750 	0.194484403918802
751 	0.220443113118099
752 	0.24806875422576
753 	0.286121079480664
754 	0.324377990801318
755 	0.362634902121972
756 	0.400891813442625
757 	0.439148724763279
758 	0.463482152885865
759 	0.443948121739029
760 	0.423793954410794
761 	0.403639787082558
762 	0.383485619754322
763 	0.363331452426087
764 	0.337493277101022
765 	0.301036117111955
766 	0.264495930690799
767 	0.227955744269643
768 	0.191415557848487
769 	0.154875371427331
770 	0.132786573239672
771 	0.127442947784071
772 	0.122099322328469
773 	0.116755696872867
774 	0.111412071417266
775 	0.106068445961664
776 	0.10612822327115
777 	0.109985507000656
778 	0.113842790730162
779 	0.117700074459668
780 	0.121557358189174
781 	0.12541464191868
782 	0.129821641596278
783 	0.134268895866343
784 	0.138716150136407
785 	0.143163404406471
786 	0.147610658676535
787 	0.152057912946599
788 	0.151287095746799
789 	0.149816568222075
790 	0.148346040697352
791 	0.146875513172628
792 	0.145404985647904
793 	0.144259397379455
794 	0.151811027600367
795 	0.159540060718291
796 	0.167269093836214
797 	0.174998126954137
798 	0.182727160072061
799 	0.188043639015799
800 	0.182748596371386
801 	0.177307495479428
802 	0.171866394587469
803 	0.16642529369551
804 	0.160984192803552
805 	0.151878841543691
806 	0.13534163305419
807 	0.118720465765199
808 	0.102099298476209
809 	0.0854781311872189
810 	0.0688569638982287
811 	0.0578186604596158
812 	0.0526790415554106
813 	0.0475394226512054
814 	0.0423998037470002
815 	0.037260184842795
816 	0.0321205659385898
817 	0.0303180693375
818 	0.0300692222160168
819 	0.0298203750945337
820 	0.0295715279730505
821 	0.0293226808515674
822 	0.0290738337300843
823 	0.0282951606008561
824 	0.0273859954380022
825 	0.0264768302751483
826 	0.0255676651122945
827 	0.0246584999494406
828 	0.0238770325548923
829 	0.0251942460434222
830 	0.0266212351192803
831 	0.0280482241951385
832 	0.0294752132709966
833 	0.0309022023468547
834 	0.0342213738085169
835 	0.0432420478955232
836 	0.0523139427951277
837 	0.0613858376947321
838 	0.0704577325943366
839 	0.079529627493941
840 	0.0869176461558385
841 	0.0921002756219489
842 	0.0972827083369223
843 	0.102465141051896
844 	0.107647573766869
845 	0.112830006481843
846 	0.111122691043634
847 	0.105595603603721
848 	0.100068516163807
849 	0.0945414287238935
850 	0.08901434128398
851 	0.0834872538440666
852 	0.0780756326825617
853 	0.0727105010701943
854 	0.0673453694578269
855 	0.0619802378454595
856 	0.0566151062330921
857 	0.0515813925981217
858 	0.0496384480635149
859 	0.047736524324023
860 	0.0458346005845311
861 	0.0439326768450392
862 	0.0420307531055474
863 	0.0415982118586991
864 	0.0442176188636547
865 	0.0468410345574731
866 	0.0494644502512916
867 	0.05208786594511
868 	0.0547112816389285
869 	0.0571445173777539
870 	0.059787513103246
871 	0.0624305088287381
872 	0.0650735045542302
873 	0.0677165002797224
874 	0.0703594960052145
875 	0.0727505697910025
876 	0.0748336809194635
877 	0.0769167920479245
878 	0.0789999031763855
879 	0.0810830143048465
880 	0.0830900590562635
881 	0.0837613207854102
882 	0.084504961751009
883 	0.0852486027166077
884 	0.0859922436822065
885 	0.0867358846478052
886 	0.0874835269545177
887 	0.0879444484365697
888 	0.0883564082797721
889 	0.0887683681229745
890 	0.0891803279661769
891 	0.0895922878093793
892 	0.0846374151134701
893 	0.075604490509111
894 	0.0665715659047519
895 	0.0575386413003928
896 	0.0485057166960336
897 	0.0394727920916745
898 	0.037969800841947
899 	0.0380386110396301
900 	0.0381074212373133
901 	0.0381762314349964
902 	0.0382450416326796
903 	0.0385811761324242
904 	0.041083543873444
905 	0.0435875699323496
906 	0.0460915959912551
907 	0.0485956220501607
908 	0.0510996481090662
909 	0.0545692914334891
910 	0.0597083917189746
911 	0.0648561524183644
912 	0.0700039131177542
913 	0.075151673817144
914 	0.0802994345165338
915 	0.0826816430826065
916 	0.0837535350175612
917 	0.0848254269525159
918 	0.0858973188874706
919 	0.0869692108224253
920 	0.08804110275738
921 	0.083920564023584
922 	0.079512358517998
923 	0.075104153012412
924 	0.0706959475068261
925 	0.0662877420012401
926 	0.0622718820340862
927 	0.0593920024444023
928 	0.0565345143025188
929 	0.0536770261606353
930 	0.0508195380187519
931 	0.0479620498768684
932 	0.0471067668531678
933 	0.0477677001239655
934 	0.0484286333947632
935 	0.0490895666655609
936 	0.0497504999363586
937 	0.0504114332071563
938 	0.0520209194165292
939 	0.0536660380367567
940 	0.0553111566569842
941 	0.0569562752772117
942 	0.0586013938974391
943 	0.0601202588843174
944 	0.0613349094198263
945 	0.0625801865574808
946 	0.0638254636951354
947 	0.0650707408327899
948 	0.0663160179704444
949 	0.0699836862524429
950 	0.0757951491907377
951 	0.0816066121290325
952 	0.0874180750673273
953 	0.093229538005622
954 	0.0990410009439168
955 	0.0962249383239333
956 	0.0920277872671906
957 	0.0878306362104479
958 	0.0836334851537052
959 	0.0794363340969624
960 	0.074572313870281
961 	0.0676167186339187
962 	0.0606681519863179
963 	0.0537195853387171
964 	0.0467710186911162
965 	0.0398224520435154
966 	0.0380681147937884
967 	0.0402146317998439
968 	0.0423611488058995
969 	0.044507665811955
970 	0.0466541828180106
971 	0.0488006998240662
972 	0.0510847595910268
973 	0.0534501057633793
974 	0.0558154519357317
975 	0.0581807981080842
976 	0.0605461442804367
977 	0.0616182515364017
978 	0.0594023552549689
979 	0.0571379872038802
980 	0.0548736191527915
981 	0.0526092511017028
982 	0.0503448830506141
983 	0.0494680964022959
984 	0.0494020930708604
985 	0.049336089739425
986 	0.0492700864079895
987 	0.0492040830765541
988 	0.0492323688436853
989 	0.0507038984546831
990 	0.0521968654452169
991 	0.0536898324357508
992 	0.0551827994262846
993 	0.0566757664168184
994 	0.0576475555338659
995 	0.0579351294436641
996 	0.0582227033534623
997 	0.0585102772632606
998 	0.0587978511730588
999 	0.059085425082857
1000 	0.0600140194360988
1001 	0.0610182340622443
1002 	0.0620224486883897
1003 	0.0630266633145352
1004 	0.0640308779406806
1005 	0.0652994019351961
1006 	0.0675771409141482
1007 	0.0698880570749915
1008 	0.0721989732358348
1009 	0.0745098893966781
1010 	0.0768208055575214
1011 	0.0769633089297483
1012 	0.0757736569195903
1013 	0.0745840049094322
1014 	0.0733943528992741
1015 	0.072204700889116
1016 	0.0708383443198977
1017 	0.0666915817434544
1018 	0.0625149774557479
1019 	0.0583383731680414
1020 	0.0541617688803348
1021 	0.0499851645926283
1022 	0.0478775563710018
1023 	0.0481035294712527
1024 	0.0483295025715037
1025 	0.0485554756717546
1026 	0.0487814487720056
1027 	0.0490074218722565
1028 	0.0504489966659416
1029 	0.0520180970460897
1030 	0.0535871974262379
1031 	0.055156297806386
1032 	0.0567253981865342
1033 	0.05744439005823
1034 	0.0565167342471591
1035 	0.055587787796582
1036 	0.0546588413460049
1037 	0.0537298948954279
1038 	0.0528009484448508
1039 	0.0524463860498265
1040 	0.0522851645370185
1041 	0.0521239430242104
1042 	0.0519627215114023
1043 	0.0518014999985942
1044 	0.051661997453378
1045 	0.0517216480641887
1046 	0.0518024474603188
1047 	0.0518832468564489
1048 	0.051964046252579
1049 	0.0520448456487091
1050 	0.0524487463030562
1051 	0.0529177523082998
1052 	0.0533867583135434
1053 	0.053855764318787
1054 	0.0543247703240306
1055 	0.0547396723055411
1056 	0.0548251505064849
1057 	0.0549005751597103
1058 	0.0549759998129357
1059 	0.0550514244661611
1060 	0.0551268491193865
1061 	0.0560196779636078
1062 	0.0574348633265196
1063 	0.0588500486894313
1064 	0.060265234052343
1065 	0.0616804194152547
1066 	0.0633797559437909
1067 	0.0676391863733527
1068 	0.07193797599652
1069 	0.0762367656196872
1070 	0.0805355552428545
1071 	0.0848343448660217
1072 	0.0890792921470497
1073 	0.0932177750253664
1074 	0.0973562579036831
1075 	0.101494740782
1076 	0.105633223660317
1077 	0.109290652566496
1078 	0.107342084445281
1079 	0.105337053329806
1080 	0.103332022214332
1081 	0.101326991098857
1082 	0.0993219599833817
1083 	0.093978585283158
1084 	0.0860900272898338
1085 	0.0782014692965095
1086 	0.0703129113031853
1087 	0.062424353309861
1088 	0.0549777396678239
1089 	0.052372480767232
1090 	0.0498190215674367
1091 	0.0472655623676414
1092 	0.0447121031678461
1093 	0.0421586439680508
1094 	0.0428586691535047
1095 	0.0459065637439971
1096 	0.0489544583344894
1097 	0.0520023529249817
1098 	0.0550502475154741
1099 	0.0579858764689741
1100 	0.0600537432259669
1101 	0.0621088439193053
1102 	0.0641639446126437
1103 	0.0662190453059822
1104 	0.0682741459993206
1105 	0.0681145332585253
1106 	0.0666524031458129
1107 	0.0651902730331005
1108 	0.0637281429203881
1109 	0.0622660128076758
1110 	0.0609707272864238
1111 	0.0604506612613611
1112 	0.0599360344359587
1113 	0.0594214076105563
1114 	0.0589067807851539
1115 	0.0583921539597515
1116 	0.0564823432965222
1117 	0.0539883020889237
1118 	0.0514942608813251
1119 	0.0490002196737265
1120 	0.046506178466128
1121 	0.0444429689914814
1122 	0.0436238849901866
1123 	0.0428108619255738
1124 	0.041997838860961
1125 	0.0411848157963483
1126 	0.0403717927317355
1127 	0.0401173161215061
1128 	0.0400165518942925
1129 	0.039915787667079
1130 	0.0398150234398655
1131 	0.039714259212652
1132 	0.0398980059814218
1133 	0.0404588024358559
1134 	0.04101959889029
1135 	0.0415803953447241
1136 	0.0421411917991582
1137 	0.0427019882535922
1138 	0.0464926098337901
1139 	0.0504705050123315
1140 	0.0544484001908728
1141 	0.0584262953694141
1142 	0.0624041905479555
1143 	0.0664865197581549
1144 	0.0705284544087599
1145 	0.0745703890593649
1146 	0.0786123237099699
1147 	0.0826542583605749
1148 	0.0868334641343846
1149 	0.0922735969692532
1150 	0.0977907808145594
1151 	0.103307964659866
1152 	0.108825148505172
1153 	0.114342332350478
1154 	0.116933945546646
1155 	0.11823362814763
1156 	0.119533310748614
1157 	0.120832993349598
1158 	0.122132675950582
1159 	0.1214725120116
1160 	0.116580106120653
1161 	0.111687700229706
1162 	0.106795294338759
1163 	0.101902888447812
1164 	0.0970104825568653
1165 	0.0910714531253981
1166 	0.0850079685094793
1167 	0.0789444838935606
1168 	0.0728809992776418
1169 	0.0668175146617231
1170 	0.0623179956463924
1171 	0.05922604653091
1172 	0.0561340974154276
1173 	0.0530421482999452
1174 	0.0499501991844628
1175 	0.0473114322484667
1176 	0.0469636607141722
1177 	0.0466305251222946
1178 	0.0462973895304171
1179 	0.0459642539385396
1180 	0.0456311183466621
1181 	0.0451501239056056
1182 	0.044593587493316
1183 	0.0440370510810263
1184 	0.0434805146687367
1185 	0.0429239782564471
1186 	0.0419559537078259
1187 	0.0405454497970732
1188 	0.0391349458863205
1189 	0.0377244419755678
1190 	0.036313938064815
1191 	0.0352155951386789
1192 	0.0375800747603557
1193 	0.0399587027429698
1194 	0.0423373307255839
1195 	0.0447159587081981
1196 	0.0470945866908122
1197 	0.0531458327840475
1198 	0.0605658743337752
1199 	0.0679859158835029
1200 	0.0754059574332307
1201 	0.0828259989829584
1202 	0.0880434073517352
1203 	0.0898376995496644
1204 	0.0916319917475935
1205 	0.0934262839455227
1206 	0.0952205761434519
1207 	0.096860137017253
1208 	0.0960293153130403
1209 	0.0951554328672261
1210 	0.094281550421412
1211 	0.0934076679755979
1212 	0.0925337855297837
1213 	0.093886218921335
1214 	0.0960736189835954
1215 	0.0982610190458559
1216 	0.100448419108116
1217 	0.102635819170377
1218 	0.104562403866239
1219 	0.106073773525696
1220 	0.107585143185154
1221 	0.109096512844612
1222 	0.110607882504069
1223 	0.111888504340021
1224 	0.11134904351537
1225 	0.110820796367496
1226 	0.110292549219622
1227 	0.109764302071747
1228 	0.109236054923873
1229 	0.104597132710107
1230 	0.0988713667137249
1231 	0.0931456007173432
1232 	0.0874198347209615
1233 	0.0816940687245797
1234 	0.0767392347322362
1235 	0.0725161686586216
1236 	0.068293102585007
1237 	0.0640700365113924
1238 	0.0598469704377778
1239 	0.0558500441093083
1240 	0.0528180575607904
1241 	0.0497895900331796
1242 	0.0467611225055688
1243 	0.0437326549779579
1244 	0.0407041874503471
1245 	0.0406155729208038
1246 	0.0407330497064654
1247 	0.0408505264921269
1248 	0.0409680032777885
1249 	0.04108548006345
1250 	0.0415586923222142
1251 	0.0422390989491334
1252 	0.0429195055760525
1253 	0.0435999122029716
1254 	0.0442803188298908
1255 	0.0441596736478161
1256 	0.0427035428908088
1257 	0.0412474121338014
1258 	0.039791281376794
1259 	0.0383351506197866
1260 	0.0375124526884465
1261 	0.0407624762710844
1262 	0.0440399506732713
1263 	0.0473174250754583
1264 	0.0505948994776453
1265 	0.0538723738798322
1266 	0.0566127086031517
1267 	0.0593114085097921
1268 	0.0620101084164324
1269 	0.0647088083230728
1270 	0.0674075082297132
1271 	0.0697555260753218
1272 	0.0718076436793218
1273 	0.0738597612833218
1274 	0.0759118788873217
1275 	0.0779639964913217
1276 	0.0784704205645601
1277 	0.0768027326808737
1278 	0.0751350447971874
1279 	0.073467356913501
1280 	0.0717996690298146
1281 	0.0719219337149372
1282 	0.0802707449076864
1283 	0.0886283987995306
1284 	0.0969860526913748
1285 	0.105343706583219
1286 	0.113701360475063
1287 	0.121986602531616
1288 	0.130281815659443
1289 	0.138577028787271
1290 	0.146872241915099
1291 	0.155167455042927
1292 	0.156306782896184
1293 	0.154987785975085
1294 	0.153668789053985
1295 	0.152349792132886
1296 	0.151030795211787
1297 	0.148106205683938
1298 	0.14380592890762
1299 	0.139505652131302
1300 	0.135205375354983
1301 	0.130905098578665
1302 	0.128717190423763
1303 	0.130559159863204
1304 	0.132401129302645
1305 	0.134243098742086
1306 	0.136085068181527
1307 	0.137216368074882
1308 	0.13442200074652
1309 	0.131622026155882
1310 	0.128822051565243
1311 	0.126022076974604
1312 	0.123222102383965
1313 	0.108107573165519
1314 	0.0925497500472111
1315 	0.0769919269289029
1316 	0.0614341038105946
1317 	0.0458762806922864
1318 	0.0421882885218602
1319 	0.0416679709387542
1320 	0.0411476533556483
1321 	0.0406273357725423
1322 	0.0401070181894363
1323 	0.0465469615262377
1324 	0.0570853478535563
1325 	0.067623734180875
1326 	0.0781621205081936
1327 	0.0887005068355123
1328 	0.093909309021867
1329 	0.0930735614325108
1330 	0.0922378138431545
1331 	0.0914020662537983
1332 	0.090566318664442
1333 	0.0880916791352106
1334 	0.0821288711977763
1335 	0.076166063260342
1336 	0.0702032553229077
1337 	0.0642404473854734
1338 	0.0587271929830039
1339 	0.0553016337788617
1340 	0.0518760745747194
1341 	0.0484505153705771
1342 	0.0450249561664348
1343 	0.041661363316421
1344 	0.0394882693243803
1345 	0.0372989889355502
1346 	0.0351097085467201
1347 	0.0329204281578899
1348 	0.0307311477690598
1349 	0.0325971902376707
1350 	0.0348985937587806
1351 	0.0371999972798904
1352 	0.0395014008010003
1353 	0.0418028043221102
1354 	0.0443984470304958
1355 	0.0470924436225353
1356 	0.0497864402145749
1357 	0.0524804368066144
1358 	0.0551744333986539
1359 	0.067675945427931
1360 	0.0848776657909093
1361 	0.102079386153888
1362 	0.119281106516866
1363 	0.136482826879844
1364 	0.152931967651077
1365 	0.168794955689508
