 	avcm15
338 	0.0925495558806983
339 	0.0890438067022375
340 	0.0855380575237766
341 	0.0820323083453158
342 	0.0785265591668549
343 	0.0751477372164303
344 	0.0740957967892336
345 	0.0731805935793964
346 	0.0722653903695592
347 	0.071350187159722
348 	0.0704349839498848
349 	0.0695197807400476
350 	0.0686689550765459
351 	0.0679403386464511
352 	0.0672117222163564
353 	0.0664831057862616
354 	0.0657544893561669
355 	0.0650258729260721
356 	0.0643774662296263
357 	0.0637868739167245
358 	0.0631962816038228
359 	0.062605689290921
360 	0.0620150969780193
361 	0.0614245046651175
362 	0.060712040221029
363 	0.0584821250789997
364 	0.056193123115993
365 	0.0539041211529864
366 	0.0516151191899797
367 	0.049326117226973
368 	0.0470371152639663
369 	0.0439279243198793
370 	0.0405120542896526
371 	0.0370961842594259
372 	0.0336803142291992
373 	0.0302644441989725
374 	0.0268485741687459
375 	0.0245359871065806
376 	0.0237751311008185
377 	0.0230142750950565
378 	0.0222534190892944
379 	0.0214925630835323
380 	0.0207317070777703
381 	0.0206252253792318
382 	0.0231906637118588
383 	0.0257561020444857
384 	0.0283215403771127
385 	0.0308869787097396
386 	0.0334524170423666
387 	0.0360162089155111
388 	0.0383863576108345
389 	0.0407312971403349
390 	0.0430762366698353
391 	0.0454211761993356
392 	0.047766115728836
393 	0.0501110552583364
394 	0.0507861380956828
395 	0.0504249913459093
396 	0.0500638445961359
397 	0.0497026978463624
398 	0.0493415510965889
399 	0.0489804043468154
400 	0.0472237082654227
401 	0.0427317769372738
402 	0.038239845609125
403 	0.0337479142809761
404 	0.0292559829528272
405 	0.0247640516246784
406 	0.0208456987203725
407 	0.0214227244937075
408 	0.0221731138338914
409 	0.0229235031740753
410 	0.0236738925142593
411 	0.0244242818544432
412 	0.0251746711946271
413 	0.0292127179586824
414 	0.0340499108702454
415 	0.0388871037818084
416 	0.0437242966933715
417 	0.0485614896049345
418 	0.0533986825164975
419 	0.0624620169202091
420 	0.0746739389512508
421 	0.0868858609822925
422 	0.0990977830133343
423 	0.111309705044376
424 	0.123521627075418
425 	0.131871559403077
426 	0.132161658705812
427 	0.132451758008548
428 	0.132741857311283
429 	0.133031956614019
430 	0.133322055916754
431 	0.133277083451572
432 	0.130556140956556
433 	0.127702429886004
434 	0.124848718815451
435 	0.121995007744899
436 	0.119141296674347
437 	0.116287585603795
438 	0.111798392951436
439 	0.107017021704563
440 	0.10223565045769
441 	0.0974542792108174
442 	0.0926729079639445
443 	0.0878915367170716
444 	0.0831953984011401
445 	0.0785589382089169
446 	0.0739224780166937
447 	0.0692860178244705
448 	0.0646495576322473
449 	0.060013097440024
450 	0.0563333822818185
451 	0.0540914528907775
452 	0.0518495234997365
453 	0.0496075941086954
454 	0.0473656647176544
455 	0.0451237353266134
456 	0.0432048372503662
457 	0.042618294883386
458 	0.0420317525164058
459 	0.0414452101494256
460 	0.0408586677824455
461 	0.0402721254154653
462 	0.0397191352536491
463 	0.0399246135105845
464 	0.0402690335192647
465 	0.0406134535279448
466 	0.0409578735366249
467 	0.0413022935453051
468 	0.0416467135539852
469 	0.041346656284415
470 	0.0406533113305405
471 	0.039959966376666
472 	0.0392666214227915
473 	0.038573276468917
474 	0.0378799315150425
475 	0.0396021688218293
476 	0.0434420099382387
477 	0.0472818510546482
478 	0.0511216921710576
479 	0.0549615332874671
480 	0.0588013744038765
481 	0.0641852171671325
482 	0.0719184162923339
483 	0.0796516154175353
484 	0.0873848145427367
485 	0.0951180136679381
486 	0.10285121279314
487 	0.10866624383882
488 	0.106951506310381
489 	0.105236768781942
490 	0.103522031253504
491 	0.101807293725065
492 	0.100092556196626
493 	0.0986964669708816
494 	0.099137855321942
495 	0.0996929030161428
496 	0.100247950710344
497 	0.100802998404545
498 	0.101358046098745
499 	0.101773607027588
500 	0.0955554967828999
501 	0.0880770069235147
502 	0.0805985170641295
503 	0.0731200272047444
504 	0.0656415373453592
505 	0.058163047485974
506 	0.0530478453877043
507 	0.0489124438394893
508 	0.0447770422912742
509 	0.0406416407430592
510 	0.0365062391948442
511 	0.0323708376466292
512 	0.0325543497230589
513 	0.0370086539297499
514 	0.0414629581364408
515 	0.0459172623431318
516 	0.0503715665498227
517 	0.0548258707565137
518 	0.061269465930955
519 	0.070641267783922
520 	0.080013069636889
521 	0.0893848714898559
522 	0.0987566733428229
523 	0.10812847519579
524 	0.113554273034779
525 	0.105752392693327
526 	0.0979505123518741
527 	0.0901486320104217
528 	0.0823467516689693
529 	0.0745448713275168
530 	0.0676028913840903
531 	0.065161708064013
532 	0.0630312691678664
533 	0.0609008302717197
534 	0.058770391375573
535 	0.0566399524794263
536 	0.0547383483656534
537 	0.0554662287664615
538 	0.0566467822196772
539 	0.0578273356728929
540 	0.0590078891261086
541 	0.0601884425793243
542 	0.0613482633583859
543 	0.0609247667038107
544 	0.0600378998970227
545 	0.0591510330902348
546 	0.0582641662834469
547 	0.057377299476659
548 	0.0564904326698711
549 	0.0582323454213519
550 	0.0612000915476227
551 	0.0641678376738934
552 	0.0671355838001642
553 	0.070103329926435
554 	0.0730710760527058
555 	0.0801785599791248
556 	0.0903972524741513
557 	0.100615944969178
558 	0.110834637464204
559 	0.121053329959231
560 	0.131272022454257
561 	0.134557090887227
562 	0.129636236229375
563 	0.124715381571523
564 	0.11979452691367
565 	0.114873672255818
566 	0.109952817597966
567 	0.102552646494865
568 	0.0916716712101889
569 	0.0807906959255133
570 	0.0699097206408377
571 	0.0590287453561621
572 	0.0481477700714864
573 	0.0397348127809583
574 	0.0374212089483966
575 	0.035107605115835
576 	0.0327940012832733
577 	0.0304803974507117
578 	0.0281667936181501
579 	0.0263922901976146
580 	0.0266467918082659
581 	0.0269396523441559
582 	0.027232512880046
583 	0.027525373415936
584 	0.0278182339518261
585 	0.0281423214331631
586 	0.028564821618898
587 	0.028991639489112
588 	0.0294184573593261
589 	0.0298452752295402
590 	0.0302720930997542
591 	0.0306738881592348
592 	0.0309455011703308
593 	0.0312038379850046
594 	0.0314621747996783
595 	0.031720511614352
596 	0.0319788484290258
597 	0.0322123500642456
598 	0.0322404083448625
599 	0.0322343709788209
600 	0.0322283336127793
601 	0.0322222962467377
602 	0.0322162588806961
603 	0.0322486193887886
604 	0.0327291619797359
605 	0.0332930626466462
606 	0.0338569633135566
607 	0.0344208639804669
608 	0.0349847646473772
609 	0.0356235141173281
610 	0.0380430208990432
611 	0.0409107919695684
612 	0.0437785630400937
613 	0.0466463341106189
614 	0.0495141051811441
615 	0.0523707485322119
616 	0.0544690701323826
617 	0.0564763953884587
618 	0.0584837206445348
619 	0.0604910459006109
620 	0.0624983711566869
621 	0.064505696412763
622 	0.0646572059187528
623 	0.0640658437012068
624 	0.0634744814836608
625 	0.0628831192661149
626 	0.0622917570485689
627 	0.0617003948310229
628 	0.0625981809677295
629 	0.0640905117579101
630 	0.0655828425480906
631 	0.0670751733382712
632 	0.0685675041284518
633 	0.0700598349186324
634 	0.0750749687816541
635 	0.0817191845538522
636 	0.0883634003260503
637 	0.0950076160982484
638 	0.101651831870447
639 	0.108296047642645
640 	0.113247903747742
641 	0.117379203418018
642 	0.121510503088293
643 	0.125641802758569
644 	0.129773102428845
645 	0.13390440209912
646 	0.136988527299232
647 	0.139597837365776
648 	0.14220714743232
649 	0.144816457498865
650 	0.147425767565409
651 	0.150035077631953
652 	0.151562503291811
653 	0.152355800212608
654 	0.153149097133404
655 	0.1539423940542
656 	0.154735690974996
657 	0.155528987895793
658 	0.154188890123753
659 	0.151370285697299
660 	0.148551681270845
661 	0.145733076844391
662 	0.142914472417937
663 	0.140095867991483
664 	0.14052932943397
665 	0.143093615879669
666 	0.145657902325368
667 	0.148222188771067
668 	0.150786475216767
669 	0.153350761662466
670 	0.147619119214364
671 	0.136827896781204
672 	0.126036674348044
673 	0.115245451914885
674 	0.104454229481725
675 	0.0936630070485658
676 	0.0897829473634841
677 	0.0898091632945439
678 	0.0898353792256036
679 	0.0898615951566633
680 	0.089887811087723
681 	0.0899140270187827
682 	0.0862070396167801
683 	0.080671600421579
684 	0.075136161226378
685 	0.0696007220311769
686 	0.0640652828359759
687 	0.0585298436407748
688 	0.0570148942551236
689 	0.0572960382767969
690 	0.0575771822984702
691 	0.0578583263201436
692 	0.0581394703418169
693 	0.0584206143634902
694 	0.0593220429332486
695 	0.0603895401837607
696 	0.0614570374342728
697 	0.0625245346847849
698 	0.0635920319352969
699 	0.064649073040563
700 	0.0641045872113449
701 	0.0631292941395496
702 	0.0621540010677543
703 	0.061178707995959
704 	0.0602034149241637
705 	0.0592406890560088
706 	0.0584961186177629
707 	0.0577627199783689
708 	0.057029321338975
709 	0.0562959226995811
710 	0.0555625240601872
711 	0.0547102141545699
712 	0.0522552765468869
713 	0.0493784796255663
714 	0.0465016827042457
715 	0.0436248857829251
716 	0.0407480888616045
717 	0.0377409295572881
718 	0.0335244506407769
719 	0.029015824446124
720 	0.0245071982514711
721 	0.0199985720568181
722 	0.0154899458621652
723 	0.0114645352133846
724 	0.0108341525637633
725 	0.0108821284843714
726 	0.0109301044049795
727 	0.0109780803255876
728 	0.0110260562461957
729 	0.0112351927171713
730 	0.0117870645746563
731 	0.0123378678460445
732 	0.0128886711174327
733 	0.013439474388821
734 	0.0139902776602092
735 	0.0148923163283949
736 	0.0173638094069102
737 	0.01996756329213
738 	0.0225713171773497
739 	0.0251750710625695
740 	0.0277788249477892
741 	0.0322644993215124
742 	0.0423009868020259
743 	0.0524325176086245
744 	0.0625640484152231
745 	0.0726955792218217
746 	0.0828271100284203
747 	0.100144306142745
748 	0.132206622427953
749 	0.16426893871316
750 	0.196331254998368
751 	0.228393571283575
752 	0.260455887568783
753 	0.303782989292476
754 	0.36256465010758
755 	0.421346310922684
756 	0.480127971737787
757 	0.538909632552891
758 	0.597691293367994
759 	0.616444413031833
760 	0.599940174971116
761 	0.583435936910399
762 	0.566931698849682
763 	0.550427460788965
764 	0.533923222728249
765 	0.492192622708156
766 	0.436607880622658
767 	0.38102313853716
768 	0.325438396451662
769 	0.269853654366164
770 	0.21475981681088
771 	0.189999495453698
772 	0.175403891571441
773 	0.160808287689184
774 	0.146212683806928
775 	0.131617079924671
776 	0.118282454659286
777 	0.11684510715132
778 	0.118251190850039
779 	0.119657274548759
780 	0.121063358247478
781 	0.122469441946198
782 	0.12493607008216
783 	0.132844036900447
784 	0.141614974720861
785 	0.150385912541276
786 	0.15915685036169
787 	0.167927788182104
788 	0.174599730093878
789 	0.174955391954547
790 	0.174939415442663
791 	0.174923438930778
792 	0.174907462418894
793 	0.174891485907009
794 	0.177093607723355
795 	0.183243490086351
796 	0.189393372449347
797 	0.195543254812342
798 	0.201693137175338
799 	0.207843019538334
800 	0.205467134127091
801 	0.193806668824004
802 	0.182146203520918
803 	0.170485738217831
804 	0.158825272914745
805 	0.147164807611658
806 	0.133995932940842
807 	0.119672752309198
808 	0.105349571677555
809 	0.091026391045912
810 	0.0767032104142688
811 	0.0626555680389704
812 	0.0557181584641695
813 	0.0510988544635696
814 	0.0464795504629697
815 	0.0418602464623698
816 	0.0372409424617699
817 	0.0331688533434175
818 	0.0324346206766494
819 	0.0323402376197815
820 	0.0322458545629135
821 	0.0321514715060456
822 	0.0320570884491776
823 	0.0312832978328596
824 	0.0282520441712079
825 	0.0250557124730352
826 	0.0218593807748625
827 	0.0186630490766898
828 	0.0154667173785171
829 	0.0140856019182795
830 	0.0162418760776019
831 	0.0183981502369243
832 	0.0205544243962467
833 	0.0227106985555691
834 	0.0248669727148915
835 	0.0287921295193994
836 	0.0344224244290037
837 	0.040052719338608
838 	0.0456830142482123
839 	0.0513133091578165
840 	0.0569436040674208
841 	0.0629464363290988
842 	0.0688383275757175
843 	0.0747302188223361
844 	0.0806221100689548
845 	0.0865140013155734
846 	0.091109359551089
847 	0.087456277500081
848 	0.0822304099515223
849 	0.0770045424029636
850 	0.071778674854405
851 	0.0665528073058463
852 	0.0621376871952889
853 	0.0590163783110912
854 	0.0559175835274801
855 	0.0528187887438691
856 	0.0497199939602581
857 	0.046621199176647
858 	0.0435114012190528
859 	0.0408499415794289
860 	0.0381884819398049
861 	0.0355270223001809
862 	0.032865562660557
863 	0.030204103020933
864 	0.0304088080179726
865 	0.0323588617823934
866 	0.0343089155468142
867 	0.0362589693112351
868 	0.0382090230756559
869 	0.040143986135516
870 	0.0423344286999408
871 	0.0447982891088121
872 	0.0472621495176834
873 	0.0497260099265547
874 	0.052189870335426
875 	0.0555849876776729
876 	0.0620315682323639
877 	0.0687657154733663
878 	0.0754998627143688
879 	0.0822340099553712
880 	0.0889681571963737
881 	0.0940729388709363
882 	0.09653903485807
883 	0.0990051308452038
884 	0.101471226832337
885 	0.103937322819471
886 	0.106403418806605
887 	0.107758480870205
888 	0.108111954696882
889 	0.108465428523559
890 	0.108818902350236
891 	0.109172376176913
892 	0.108884895203755
893 	0.101096099143743
894 	0.0913464752214182
895 	0.0815968512990933
896 	0.0718472273767684
897 	0.0620976034544435
898 	0.0536892085790803
899 	0.0503460334459101
900 	0.0474793258013155
901 	0.044612618156721
902 	0.0417459105121265
903 	0.038879202867532
904 	0.0379708065051283
905 	0.0396258391295693
906 	0.0412808717540104
907 	0.0429359043784514
908 	0.0445909370028925
909 	0.0462459696273336
910 	0.0501037262874827
911 	0.0551099115294661
912 	0.0601160967714494
913 	0.0651222820134327
914 	0.070128467255416
915 	0.0748483685480878
916 	0.0779179301943276
917 	0.0806851525411952
918 	0.0834523748880628
919 	0.0862195972349305
920 	0.0889868195817981
921 	0.089772768563001
922 	0.0846760426430456
923 	0.0795793167230901
924 	0.0744825908031347
925 	0.0693858648831793
926 	0.0642891389632238
927 	0.0598398866122418
928 	0.0563444504666286
929 	0.0528490143210153
930 	0.0493535781754021
931 	0.0458581420297888
932 	0.0426306261686401
933 	0.0413919606946138
934 	0.0404764708657259
935 	0.039560981036838
936 	0.0386454912079501
937 	0.0377300013790622
938 	0.0374615324177914
939 	0.0394645427717037
940 	0.0415511926412942
941 	0.0436378425108847
942 	0.0457244923804752
943 	0.0478111422500657
944 	0.0499737448937939
945 	0.0521130487209261
946 	0.0542523525480583
947 	0.0563916563751905
948 	0.0585309602023227
949 	0.0608643096459849
950 	0.0656308095143639
951 	0.0711473401205448
952 	0.0766638707267257
953 	0.0821804013329066
954 	0.0876969319390875
955 	0.091474938079488
956 	0.0890762811668658
957 	0.0864502001008128
958 	0.0838241190347599
959 	0.0811980379687069
960 	0.078571956902654
961 	0.0729030579542543
962 	0.0653632447390554
963 	0.0578234315238564
964 	0.0502836183086575
965 	0.0427438050934586
966 	0.0359973106054018
967 	0.0354706482699503
968 	0.0362310682875598
969 	0.0369914883051694
970 	0.0377519083227789
971 	0.0385123283403884
972 	0.0393376392005474
973 	0.0404483007617333
974 	0.0415589623229192
975 	0.0426696238841051
976 	0.043780285445291
977 	0.0448909470064769
978 	0.0449425205819489
979 	0.0444942337352591
980 	0.0440459468885693
981 	0.0435976600418795
982 	0.0431493731951897
983 	0.0428628758294235
984 	0.0433682295107809
985 	0.0439907961348148
986 	0.0446133627588488
987 	0.0452359293828828
988 	0.0458584960069167
989 	0.0469169268970234
990 	0.0487835009141236
991 	0.0506500749312237
992 	0.0525166489483238
993 	0.0543832229654239
994 	0.0562256461883614
995 	0.0571080856103128
996 	0.0576029936136681
997 	0.0580979016170233
998 	0.0585928096203786
999 	0.0590877176237339
1000 	0.0594694728403898
1001 	0.0593671203864592
1002 	0.0592375897117514
1003 	0.0591080590370436
1004 	0.0589785283623358
1005 	0.0588489976876279
1006 	0.0597668204576953
1007 	0.0615611576556088
1008 	0.0633554948535223
1009 	0.0651498320514358
1010 	0.0669441692493493
1011 	0.0687524399568733
1012 	0.0701642901026436
1013 	0.0714231244615727
1014 	0.0726819588205019
1015 	0.073940793179431
1016 	0.0751996275383602
1017 	0.0743641048498489
1018 	0.0710906228451259
1019 	0.067817140840403
1020 	0.06454365883568
1021 	0.061270176830957
1022 	0.0581179783833307
1023 	0.0568821624078309
1024 	0.0561688693294145
1025 	0.055455576250998
1026 	0.0547422831725816
1027 	0.0540289900941651
1028 	0.0534523065725409
1029 	0.0530474877879292
1030 	0.0526426690033175
1031 	0.0522378502187059
1032 	0.0518330314340942
1033 	0.0514282126494825
1034 	0.0507279706325663
1035 	0.049856698771323
1036 	0.0489854269100797
1037 	0.0481141550488363
1038 	0.047242883187593
1039 	0.0465398901049117
1040 	0.0462177893134332
1041 	0.0459101001712335
1042 	0.0456024110290339
1043 	0.0452947218868343
1044 	0.0449870327446347
1045 	0.0451398011762425
1046 	0.0457102206874596
1047 	0.0462806401986766
1048 	0.0468510597098937
1049 	0.0474214792211108
1050 	0.0478650290649591
1051 	0.0478320719059984
1052 	0.0477536622846891
1053 	0.0476752526633798
1054 	0.0475968430420705
1055 	0.0475184334207612
1056 	0.0470796695013993
1057 	0.0462662925586142
1058 	0.0454529156158291
1059 	0.0446395386730439
1060 	0.0438261617302588
1061 	0.0433032366799985
1062 	0.0444148319331261
1063 	0.0457760184146065
1064 	0.0471372048960868
1065 	0.0484983913775672
1066 	0.0498595778590475
1067 	0.0532314892059547
1068 	0.0589057482000068
1069 	0.0645800071940589
1070 	0.070254266188111
1071 	0.0759285251821631
1072 	0.0818269491379648
1073 	0.0889203552930352
1074 	0.096170141096359
1075 	0.103419926899683
1076 	0.110669712703007
1077 	0.117919498506331
1078 	0.120842442911712
1079 	0.118947785033159
1080 	0.117053127154606
1081 	0.115158469276053
1082 	0.113263811397501
1083 	0.110473956752271
1084 	0.101840475391212
1085 	0.0922208459668828
1086 	0.0826012165425536
1087 	0.0729815871182244
1088 	0.0633619576938951
1089 	0.0556882353237736
1090 	0.0500668205704364
1091 	0.0444454058170991
1092 	0.0388239910637618
1093 	0.0332025763104246
1094 	0.0285903671580265
1095 	0.0299554545421224
1096 	0.0322209754783445
1097 	0.0344864964145666
1098 	0.0367520173507886
1099 	0.0390175382870107
1100 	0.0428986552897755
1101 	0.0482149433257074
1102 	0.0535312313616393
1103 	0.0588475193975712
1104 	0.064163807433503
1105 	0.0685913459851784
1106 	0.0684365627246706
1107 	0.0677465310289023
1108 	0.0670564993331341
1109 	0.0663664676373658
1110 	0.0656764359415975
1111 	0.0647384487397854
1112 	0.0636600639728064
1113 	0.0625816792058275
1114 	0.0615032944388486
1115 	0.0604249096718696
1116 	0.0587810838151755
1117 	0.0555179056413912
1118 	0.0521886526441732
1119 	0.0488593996469552
1120 	0.0455301466497372
1121 	0.0422008936525192
1122 	0.0407454574958686
1123 	0.0398683294443496
1124 	0.0389912013928306
1125 	0.0381140733413115
1126 	0.0372369452897925
1127 	0.0365856032476792
1128 	0.0363578764193131
1129 	0.036130149590947
1130 	0.0359024227625808
1131 	0.0356746959342147
1132 	0.0354622737903536
1133 	0.0357706716920363
1134 	0.0362931623730497
1135 	0.0368156530540632
1136 	0.0373381437350766
1137 	0.03786063441609
1138 	0.0391258702641402
1139 	0.0414517911295575
1140 	0.0437777119949749
1141 	0.0461036328603922
1142 	0.0484295537258095
1143 	0.0513310650771182
1144 	0.0575933713280436
1145 	0.0642935856167282
1146 	0.0709937999054128
1147 	0.0776940141940973
1148 	0.0843942284827819
1149 	0.0915988768323853
1150 	0.0996768828893416
1151 	0.107754888946298
1152 	0.115832895003254
1153 	0.12391090106021
1154 	0.131148005437734
1155 	0.134158490122043
1156 	0.137051198215361
1157 	0.139943906308679
1158 	0.142836614401998
1159 	0.145556809481235
1160 	0.137893780329814
1161 	0.127473307015122
1162 	0.11705283370043
1163 	0.106632360385739
1164 	0.0962118870710471
1165 	0.0879492754937227
1166 	0.0822755388718184
1167 	0.0766018022499141
1168 	0.0709280656280099
1169 	0.0652543290061056
1170 	0.0597586258729639
1171 	0.0557947784154156
1172 	0.0520751027874977
1173 	0.0483554271595799
1174 	0.0446357515316621
1175 	0.0409160759037443
1176 	0.0391781154767836
1177 	0.0385591338821939
1178 	0.0379401522876043
1179 	0.0373211706930146
1180 	0.0367021890984249
1181 	0.0361369863226237
1182 	0.0359314074387288
1183 	0.035725828554834
1184 	0.0355202496709391
1185 	0.0353146707870442
1186 	0.0351230672791963
1187 	0.034850041839169
1188 	0.0345149561756588
1189 	0.0341798705121486
1190 	0.0338447848486383
1191 	0.0335096991851281
1192 	0.0343485676101127
1193 	0.0360355540255375
1194 	0.0377225404409624
1195 	0.0394095268563872
1196 	0.041096513271812
1197 	0.0442373791152782
1198 	0.0508071333388497
1199 	0.0573768875624212
1200 	0.0639466417859928
1201 	0.0705163960095643
1202 	0.0766224584464681
1203 	0.0785254886324559
1204 	0.0799914400865122
1205 	0.0814573915405686
1206 	0.0829233429946249
1207 	0.0843892944486812
1208 	0.0845573661994239
1209 	0.0828318007411243
1210 	0.0811062352828247
1211 	0.0793806698245251
1212 	0.0776551043662255
1213 	0.076277254840159
1214 	0.0778127552674754
1215 	0.0793482556947918
1216 	0.0808837561221082
1217 	0.0824192565494246
1218 	0.0841682146177485
1219 	0.0872022642922946
1220 	0.0902976338207575
1221 	0.0933930033492204
1222 	0.0964883728776834
1223 	0.0995837424061463
1224 	0.100441565374311
1225 	0.0999919545582668
1226 	0.0995423437422229
1227 	0.099092732926179
1228 	0.0986431221101351
1229 	0.0967990455514386
1230 	0.0926345672759262
1231 	0.0884700890004137
1232 	0.0843056107249012
1233 	0.0801411324493888
1234 	0.0760976751198677
1235 	0.0726342139590416
1236 	0.0692139015267337
1237 	0.0657935890944258
1238 	0.0623732766621179
1239 	0.05895296422981
1240 	0.0569579764180521
1241 	0.055295158006062
1242 	0.053632339594072
1243 	0.0519695211820819
1244 	0.0503067027700919
1245 	0.04832532838039
1246 	0.0462234014850688
1247 	0.0441214745897476
1248 	0.0420195476944263
1249 	0.0399176207991051
1250 	0.0384745687111893
1251 	0.0392723004121541
1252 	0.0400700321131189
1253 	0.0408677638140836
1254 	0.0416654955150484
1255 	0.0421916961206773
1256 	0.040072850841938
1257 	0.0375543707595906
1258 	0.0350358906772432
1259 	0.0325174105948958
1260 	0.0299989305125485
1261 	0.0313638559118912
1262 	0.0340650287310893
1263 	0.0367662015502875
1264 	0.0394673743694856
1265 	0.0421685471886837
1266 	0.0446676090932449
1267 	0.0471553966186218
1268 	0.0496431841439987
1269 	0.0521309716693755
1270 	0.0546187591947524
1271 	0.0575741024469599
1272 	0.0624489816685701
1273 	0.0673238608901803
1274 	0.0721987401117904
1275 	0.0770736193334007
1276 	0.0813897866768152
1277 	0.0807515872686029
1278 	0.0794805276407804
1279 	0.0782094680129579
1280 	0.0769384083851354
1281 	0.0756673487573129
1282 	0.0805938944236282
1283 	0.0872047673340315
1284 	0.0938156402444347
1285 	0.100426513154838
1286 	0.107037386065241
1287 	0.115089531801725
1288 	0.124464434479883
1289 	0.133839337158041
1290 	0.143214239836199
1291 	0.152589142514357
1292 	0.158706588742447
1293 	0.158668781721154
1294 	0.158630974699861
1295 	0.158593167678568
1296 	0.158555360657275
1297 	0.157226794996794
1298 	0.15046189131728
1299 	0.143618789647565
1300 	0.13677568797785
1301 	0.129932586308136
1302 	0.123953734053471
1303 	0.126525605835156
1304 	0.130177966401072
1305 	0.133830326966988
1306 	0.137482687532904
1307 	0.14113504809882
1308 	0.141056544637216
1309 	0.140079517655581
1310 	0.139102490673946
1311 	0.138125463692312
1312 	0.137148436710677
1313 	0.126880674077742
1314 	0.110534060917799
1315 	0.0941874477578572
1316 	0.077840834597915
1317 	0.0614942214379728
1318 	0.0497315372137562
1319 	0.0444056991859843
1320 	0.0390798611582124
1321 	0.0337540231304405
1322 	0.0284281851026686
1323 	0.0284441933043325
1324 	0.0406616598696621
1325 	0.0528791264349916
1326 	0.0650965930003211
1327 	0.0773140595656506
1328 	0.0874558871978898
1329 	0.0878897771564439
1330 	0.0880561346009429
1331 	0.0882224920454419
1332 	0.0883888494899409
1333 	0.0880729502307159
1334 	0.0824020358994271
1335 	0.0760612001519143
1336 	0.0697203644044015
1337 	0.0633795286568886
1338 	0.0570493560152922
1339 	0.0511711494971502
1340 	0.045228739100108
1341 	0.0392863287030657
1342 	0.0333439183060235
1343 	0.0274015079089813
1344 	0.0242550237115929
1345 	0.0224225106498645
1346 	0.020589997588136
1347 	0.0187574845264076
1348 	0.0169249714646791
1349 	0.0182502657506816
1350 	0.0218750791809107
1351 	0.0254998926111397
1352 	0.0291247060413688
1353 	0.0327495194715978
1354 	0.0358353758356486
1355 	0.0380207188634716
1356 	0.0402060618912947
1357 	0.0423914049191178
1358 	0.0445767479469409
1359 	0.0523606555123075
1360 	0.0700713888229692
1361 	0.0877821221336309
1362 	0.105492855444293
1363 	0.123203588754954
1364 	0.141904334300228
