 	sdmm20
200 	0
201 	0
202 	0
203 	0.0136722276518334
204 	0.0126849192641913
205 	0.0121614915675332
206 	0.0121619862764247
207 	0.0126863420993343
208 	0.0136744277455174
209 	0.0148785222888753
210 	0.0145924701908184
211 	0.0147194854839202
212 	0.0152492499954851
213 	0.0161421592053332
214 	0.0173422111643208
215 	0.0187906513510713
216 	0.0180664968157285
217 	0.0161470148165245
218 	0.0145168879371299
219 	0.0132830776130801
220 	0.0125628991070066
221 	0.0124458380462039
222 	0.0126433168022066
223 	0.0120337804529688
224 	0.0119690593658512
225 	0.0124576478558359
226 	0.0134393339113394
227 	0.0148164266861031
228 	0.0164901607448983
229 	0.0157384917283012
230 	0.0146864200197037
231 	0.0144137807320585
232 	0.0149632398855305
233 	0.0162516261228027
234 	0.0181220166174229
235 	0.019246699058523
236 	0.018137090942111
237 	0.0173546454210887
238 	0.0169447447368581
239 	0.0169344630076983
240 	0.017324511744265
241 	0.0180890127881957
242 	0.0178801686604355
243 	0.0175969847822182
244 	0.0173926057086678
245 	0.0172698295029311
246 	0.0172304006510294
247 	0.0172748898677024
248 	0.0168198499656139
249 	0.0158860666960776
250 	0.0152009004993706
251 	0.0147989234616704
252 	0.0147033803586137
253 	0.0149201592159343
254 	0.0153378463243986
255 	0.0142967407022762
256 	0.0134652753600601
257 	0.012884101338985
258 	0.0125879337097515
259 	0.0125968910381026
260 	0.0129103382429522
261 	0.0126942855611499
262 	0.0123535181459784
263 	0.0123641077306102
264 	0.0127251771728871
265 	0.0134084425980318
266 	0.0143680115689045
267 	0.0147035501821279
268 	0.0129690406169075
269 	0.0122185426628934
270 	0.0126287251456435
271 	0.0140986437830304
272 	0.0163448449963486
273 	0.0190953214978396
274 	0.0184372488150229
275 	0.017911222791894
276 	0.0182880263692046
277 	0.0195154339845835
278 	0.0214479058949495
279 	0.0239151295103464
280 	0.0249515039965449
281 	0.0242244364403227
282 	0.0239253286149039
283 	0.0240701399482701
284 	0.0246510483396901
285 	0.0256384280072011
286 	0.0267676805147284
287 	0.025467191374837
288 	0.0244371880218418
289 	0.0237129434236959
290 	0.0233229590473473
291 	0.0232840365302358
292 	0.0235979130659206
293 	0.0233045001278712
294 	0.0229725622700172
295 	0.0230347507127691
296 	0.0234879351084499
297 	0.0243102588021564
298 	0.0254659871692936
299 	0.0259259072099522
300 	0.0246126755580321
301 	0.023614638880135
302 	0.0229729140206845
303 	0.0227177161178822
304 	0.0228619927056226
305 	0.023398355352023
306 	0.0219355219718509
307 	0.0207390163236508
308 	0.0199753141168265
309 	0.0196948280560468
310 	0.0199179826374747
311 	0.0206284394619265
312 	0.0197703164367921
313 	0.0182725726361303
314 	0.0177161474869665
315 	0.01818764209904
316 	0.0196130630134897
317 	0.0218061374095688
318 	0.0232522031521047
319 	0.0211597168409423
320 	0.019667783093232
321 	0.0189190162658485
322 	0.0190014754896539
323 	0.0199048329496092
324 	0.0215259863507165
325 	0.0209203156278107
326 	0.0204641597969739
327 	0.0205019420078355
328 	0.0210310003484599
329 	0.0220159461502087
330 	0.0233992810528137
331 	0.0231136433322628
332 	0.0217223225352377
333 	0.0209674097813083
334 	0.0209179214533442
